recall_id,clause_id,clause_text
58a89e40e6afe00001d36058,5,I then fell into the swimming pool
58a89e40e6afe00001d36058,6,fully clothed in my smart dress.
58a89e40e6afe00001d36058,7,My cousin said
58a89e40e6afe00001d36058,8,I just missed flattening the wedding cake.
5d416bd5af929100194e80e1,1,A woman was at her cousin's wedding in a fancy hotel.
5d416bd5af929100194e80e1,2,Everyone was dressed to impress.
5d416bd5af929100194e80e1,3,Her Aunt handed her a glass of champagne.
5d416bd5af929100194e80e1,4,As she did a bee started to buzz around her head.
5d416bd5af929100194e80e1,5,Her best friend pushed her into the pool.
5d416bd5af929100194e80e1,6,(Her best friend was) trying to get the bee away.
5d416bd5af929100194e80e1,7,Her dress was ruined.
5d416bd5af929100194e80e1,8,Her Aunt laughed.
5d416bd5af929100194e80e1,9,"Her Cousin said if she'd been a few inches more to the side, she'd have landed in the cake."
5a9bec4c6475f900019ffb56,1,My best friend pushed me into the pool
5a9bec4c6475f900019ffb56,2,at my brother's wedding.
5a9bec4c6475f900019ffb56,3,This was after my aunt had given me a glass of champagne.
5a9bec4c6475f900019ffb56,4,"My friend, who had not thought it through,"
5a9bec4c6475f900019ffb56,5,was trying to save me from a bee.
5a9bec4c6475f900019ffb56,6,My dress was ruined
5a9bec4c6475f900019ffb56,7,"and as I got out and dried myself off,"
5a9bec4c6475f900019ffb56,8,she laughed
5a9bec4c6475f900019ffb56,9,and apologised.
5a9bec4c6475f900019ffb56,10,If I had landed a foot more
5a9bec4c6475f900019ffb56,11,I would have not the cake.
5c3f2e175fe5c60001ffc302,1,My best friend pushed me into the water
5c3f2e175fe5c60001ffc302,2,when we were at my cousins wedding.
5c3f2e175fe5c60001ffc302,3,She saw a bee
5c3f2e175fe5c60001ffc302,4,and pushed me
5c3f2e175fe5c60001ffc302,5,to save me being stung.
5c3f2e175fe5c60001ffc302,6,My aunt had just handed me a glass of champagne.
5c3f2e175fe5c60001ffc302,7,I narrowly missed the wedding cake!
5c3f2e175fe5c60001ffc302,8,My dress was ruined.
5c3f2e175fe5c60001ffc302,9,My friend laughed
5c3f2e175fe5c60001ffc302,10,but also apologised.
5e4c4949d7a02705c4f70ebb,1,Friend pushed me into water
5e4c4949d7a02705c4f70ebb,2,I was at my aunties wedding
5e4c4949d7a02705c4f70ebb,3,and she saw a bee
5e4c4949d7a02705c4f70ebb,4,and gave me a little shove
5e4c4949d7a02705c4f70ebb,5,to save me from being stung
5e4c4949d7a02705c4f70ebb,6,and when I came up gasping for air
5e4c4949d7a02705c4f70ebb,7,she laughed
5e4c4949d7a02705c4f70ebb,8,and apologized profusely
5e4c4949d7a02705c4f70ebb,9,my beautiful dress was ruined
5c714e3c21beb1000181bc74,1,My best friend pushed me into the pool
5c714e3c21beb1000181bc74,2,this was at my cousin wedding Reception
5c714e3c21beb1000181bc74,3,where my aunt nearly got stung by a bee
5c714e3c21beb1000181bc74,4,my dress was ruined
5c714e3c21beb1000181bc74,5,and my friend apologised profusely
60a520c051c98eb480c2811f,1,"My best friend pushed me in the pool,"
60a520c051c98eb480c2811f,2,we were at my cousin's wedding at a hotel.
60a520c051c98eb480c2811f,3,Everyone was dressed to impress.
60a520c051c98eb480c2811f,4,My best friend had seen a bee hovering close to my face
60a520c051c98eb480c2811f,5,"and decided to save me from it,"
60a520c051c98eb480c2811f,6,my aunt had just handed me a glass of champagne at that moment.
60a520c051c98eb480c2811f,7,My friend gave me a little nudge
60a520c051c98eb480c2811f,8,and I fell into the pool.
60a520c051c98eb480c2811f,9,"When I submerged my friend was laughing at me,"
60a520c051c98eb480c2811f,10,my beautiful dress was ruined.
60a520c051c98eb480c2811f,11,"She continued to say ""just a few more inches you would have landed on the cake""."
599dacb43c7d1a0001deef97,1,a girls friend
599dacb43c7d1a0001deef97,2,pushed her
599dacb43c7d1a0001deef97,3,into a pool
599dacb43c7d1a0001deef97,4,at a wedding reception
599dacb43c7d1a0001deef97,5,in a fancy hotel.
5e93641d8028056ac36b16d9,1,"During my cousin's wedding reception,"
5e93641d8028056ac36b16d9,2,my best friend pushed me into the pool
5e93641d8028056ac36b16d9,3,to save me from a bee.
5e93641d8028056ac36b16d9,4,"I resurfaced,"
5e93641d8028056ac36b16d9,5,"my dress ruined,"
5e93641d8028056ac36b16d9,6,and my cousin jokingly mentioned
5e93641d8028056ac36b16d9,7,I almost landed on the cake.
5ca345b1506fca0016b358bb,1,My best friend pushed me into the pool
5ca345b1506fca0016b358bb,2,at my cousin's wedding
5ca345b1506fca0016b358bb,3,which was at a posh hotel.
5ca345b1506fca0016b358bb,4,She said
5ca345b1506fca0016b358bb,5,it was because there was a bee near my eye
5ca345b1506fca0016b358bb,6,and she didn't want me to get stung.
5ca345b1506fca0016b358bb,7,"I was wearing a lovely dress,"
5ca345b1506fca0016b358bb,8,everyone was dressed to impress.
5ca345b1506fca0016b358bb,9,My aunt had just handed me a glass of champagne.
5ca345b1506fca0016b358bb,10,"When I surfaced, spluttering,"
5ca345b1506fca0016b358bb,11,I wanted to get out of the pool
5ca345b1506fca0016b358bb,12,and dry off.
5ca345b1506fca0016b358bb,13,My friend just laughed
5ca345b1506fca0016b358bb,14,and said I could have landed in the cake.
606c1958e66bcbfde2156006,1,My best friend pushed me into a pool.
606c1958e66bcbfde2156006,2,Dressed to impress at her cousins wedding.
606c1958e66bcbfde2156006,3,Best friend pushed her into the pool as there was a bee hovering above her head.
606c1958e66bcbfde2156006,4,It was a fancy hotel.
606c1958e66bcbfde2156006,5,Her aunt had just handed her a glass of champagne.
606c1958e66bcbfde2156006,6,She said to be careful.
606c1958e66bcbfde2156006,7,Her friend gave her a small nudge.
606c1958e66bcbfde2156006,8,She stumbled into the pool.
606c1958e66bcbfde2156006,9,Naturally her friend just laughed.
606c1958e66bcbfde2156006,10,But apologised profusely.
606c1958e66bcbfde2156006,11,Beautiful dress was ruined.
606c1958e66bcbfde2156006,12,Natural instinct was to get out and dry off.
606c1958e66bcbfde2156006,13,"But her cousin said, a few more steps."
606c1958e66bcbfde2156006,14,And you would have fallen in the cake.
6070a06a1d49fbecb9ee79d2,1,Someone was at a wedding.
6070a06a1d49fbecb9ee79d2,2,"She was standing outside in the garden,"
6070a06a1d49fbecb9ee79d2,3,holding a glass of wine
6070a06a1d49fbecb9ee79d2,4,when she was pushed into a water fountain.
6070a06a1d49fbecb9ee79d2,5,Her friend spotted a bee close by
6070a06a1d49fbecb9ee79d2,6,and pushed her into the water
6070a06a1d49fbecb9ee79d2,7,to save her.
6070a06a1d49fbecb9ee79d2,8,Her dress was ruined
6070a06a1d49fbecb9ee79d2,9,and she very nearly fell on the wedding cake.
62ea45c78e38d6b93c10a235,1,My best friend pushed me into a pool.
62ea45c78e38d6b93c10a235,2,It was at my cousin's wedding where everyone was dressed to impress.
62ea45c78e38d6b93c10a235,3,It was in the garden of a fancy hotel.
62ea45c78e38d6b93c10a235,4,My aunt had just passed me a glass of champagne.
62ea45c78e38d6b93c10a235,5,My friend did it because she spotted a bee.
62ea45c78e38d6b93c10a235,6,She didn't want me to get stung.
62ea45c78e38d6b93c10a235,7,I told her to be careful.
62ea45c78e38d6b93c10a235,8,But she didn't think things through.
62ea45c78e38d6b93c10a235,9,She gave me a little shove.
62ea45c78e38d6b93c10a235,10,I fell into the pool.
62ea45c78e38d6b93c10a235,11,I ruined my dress.
62ea45c78e38d6b93c10a235,12,She just started laughing.
62ea45c78e38d6b93c10a235,13,She apologised.
62ea45c78e38d6b93c10a235,14,I got out.
62ea45c78e38d6b93c10a235,15,I had to dry myself off.
62ea45c78e38d6b93c10a235,16,My cousin said that if I'd have fallen a few more inches.
62ea45c78e38d6b93c10a235,17,I'd have landed in the cake.
5d11dd0790265e00019ba937,1,My best friend pushed me into the pool at a wedding.
5d11dd0790265e00019ba937,2,There was a bee near my face.
5d11dd0790265e00019ba937,3,Everyone was dressed to impress.
5d11dd0790265e00019ba937,4,My mother had a glass of champagne.
5d11dd0790265e00019ba937,5,I nearly landed on the cake.
5d11dd0790265e00019ba937,6,Missed it by a few inches.
62fca9ec379f4b6707aaef85,1,A woman’s best friend pushed her into a pool
62fca9ec379f4b6707aaef85,2,which was during her cousins wedding reception
62fca9ec379f4b6707aaef85,3,because she seen a bee near her face
62fca9ec379f4b6707aaef85,4,and tried to save her from being stung.
62fca9ec379f4b6707aaef85,5,She was given a glass of champagne.
62fca9ec379f4b6707aaef85,6,The cousin found it funny
62fca9ec379f4b6707aaef85,7,and laughed whilst also apologising profusely.
62fca9ec379f4b6707aaef85,8,Everyone was dressed up
62fca9ec379f4b6707aaef85,9,as it was a fancy hotel garden
62fca9ec379f4b6707aaef85,10,and her dress was ruined from being wet
62fca9ec379f4b6707aaef85,11,and she got out
62fca9ec379f4b6707aaef85,12,and dried off.
6099089783231a811aee3ad3,1,My best friend pushed me into the pool.
6099089783231a811aee3ad3,2,"This happened at my cousin's wedding,"
6099089783231a811aee3ad3,3,where everyone was dressed to impress.
6099089783231a811aee3ad3,4,"She did this because she spotted a bee,"
6099089783231a811aee3ad3,5,hovering near my face -
6099089783231a811aee3ad3,6,and she tried to save me from being stung.
6099089783231a811aee3ad3,7,While being handed a glass of champagne carefully.
6099089783231a811aee3ad3,8,She warned me
6099089783231a811aee3ad3,9,and gave me a little shove
6099089783231a811aee3ad3,10,and I fell into the water.
6099089783231a811aee3ad3,11,I gasped for air
6099089783231a811aee3ad3,12,and she started laughing.
6099089783231a811aee3ad3,13,My beautiful dress was ruined.
6099089783231a811aee3ad3,14,"My cousin said that if it was a few more inches,"
6099089783231a811aee3ad3,15,I would have landed on the cake.
6147724c13bb365774e24af1,1,My best friend pushed me into a pool.
6147724c13bb365774e24af1,2,"How it happened was,"
6147724c13bb365774e24af1,3,"we were at my cousin's wedding,"
6147724c13bb365774e24af1,4,and my friend saw a bee hovering near me.
6147724c13bb365774e24af1,5,My aunt had just handed me a glass of champagne
6147724c13bb365774e24af1,6,"and you know how friends are,"
6147724c13bb365774e24af1,7,she just started laughing.
6147724c13bb365774e24af1,8,My dress was ruined
6147724c13bb365774e24af1,9,"and my cousin said ""a few more inches"""
6147724c13bb365774e24af1,10,"she said ""and you would have landed in the cake""."
5f4f92a3ef108806270215c9,1,They are at a wedding reception
5f4f92a3ef108806270215c9,2,and the protagonist is shoved into the pool
5f4f92a3ef108806270215c9,3,because there's a bee.
5f4f92a3ef108806270215c9,4,"She gets out of the pool,"
5f4f92a3ef108806270215c9,5,dries off
5f4f92a3ef108806270215c9,6,and the cousin is glad
5f4f92a3ef108806270215c9,7,she didn't fall on to the cake.
5af29f9c0eca060001b153bd,1,A girl's best friend pushed her into the pool
5af29f9c0eca060001b153bd,2,at her cousin's wedding reception
5af29f9c0eca060001b153bd,3,where everyone was dressed to impress.
5af29f9c0eca060001b153bd,4,The reason she pushed her into the pool was because she saw a bee flying near her head
5af29f9c0eca060001b153bd,5,and didn't want her to get stung.
5af29f9c0eca060001b153bd,6,And so she shoved her into the pool.
5af29f9c0eca060001b153bd,7,The girl's Aunt has also just handed her a glass of champagne.
5af29f9c0eca060001b153bd,8,"When the girl came to the surface,"
5af29f9c0eca060001b153bd,9,her friend just started laughing.
5af29f9c0eca060001b153bd,10,Her dress was ruined.
5af29f9c0eca060001b153bd,11,She said a few inches further
5af29f9c0eca060001b153bd,12,and she would have landed in the cake!
571a3f73c97ad400083a2ea0,1,A woman’s best friend pushed her into the pool
571a3f73c97ad400083a2ea0,2,while she was holding a glass of champagne
571a3f73c97ad400083a2ea0,3,because she said a bee was hovering around her face.
571a3f73c97ad400083a2ea0,4,When she got out
571a3f73c97ad400083a2ea0,5,with her fancy dress all ruined
571a3f73c97ad400083a2ea0,6,her friend laughed hysterically
571a3f73c97ad400083a2ea0,7,and said a few more inches
571a3f73c97ad400083a2ea0,8,and she would have ruined the wedding cake.
615f4e20d504f648ffd22972,1,My cousin pushed me into a pool.
615f4e20d504f648ffd22972,2,This was at a wedding.
615f4e20d504f648ffd22972,3,It was because of a bee.
615f4e20d504f648ffd22972,4,She'd seen it hovering near me
615f4e20d504f648ffd22972,5,and wanted to save me.
615f4e20d504f648ffd22972,6,My aunty had just passed me a glass of champagne.
615f4e20d504f648ffd22972,7,"I said 'be careful,'"
615f4e20d504f648ffd22972,8,"but y'know,"
615f4e20d504f648ffd22972,9,people aren't always.
615f4e20d504f648ffd22972,10,Then she pushed me into the water.
615f4e20d504f648ffd22972,11,My beautiful dress was ruined.
615f4e20d504f648ffd22972,12,She just laughed
615f4e20d504f648ffd22972,13,"and said 'a couple of inches to the left and you'd have landed in the cake,'."
64730850e5f4a7b6b71fc40a,1,"Wedding at a posh hotel,"
64730850e5f4a7b6b71fc40a,2,the girl in question was just handed a glass of champagne by her aunt
64730850e5f4a7b6b71fc40a,3,and then her cousin saw a bee near her
64730850e5f4a7b6b71fc40a,4,and decided to help her
64730850e5f4a7b6b71fc40a,5,by moving her out of the way of the bee
64730850e5f4a7b6b71fc40a,6,and in doing so she fell into the pool.
64730850e5f4a7b6b71fc40a,7,Came up gasping for breathing
64730850e5f4a7b6b71fc40a,8,her lovely dressed soaked
64730850e5f4a7b6b71fc40a,9,and her cousin was laughing.
64730850e5f4a7b6b71fc40a,10,If she had falling a few inches to the side
64730850e5f4a7b6b71fc40a,11,she would have landed in the wedding cake.
60205f5ba5fe0165fa0e5e01,1,My cousin pushed me into a pool
60205f5ba5fe0165fa0e5e01,2,at my sister's wedding reception
60205f5ba5fe0165fa0e5e01,3,where everyone was dressed to impress.
60205f5ba5fe0165fa0e5e01,4,Then when i resurfaced
60205f5ba5fe0165fa0e5e01,5,she laughed at me
60205f5ba5fe0165fa0e5e01,6,and said
60205f5ba5fe0165fa0e5e01,7,that if i were pushed a little to the right or to the left
60205f5ba5fe0165fa0e5e01,8,i would have landed on the cake.
631b32b0796f2941b55e7d58,1,My best friend pushed me into the pool
631b32b0796f2941b55e7d58,2,at my cousins wedding
631b32b0796f2941b55e7d58,3,because a bee was hovering around my face.
631b32b0796f2941b55e7d58,4,My aunt handed me a glass of champagne
631b32b0796f2941b55e7d58,5,and told me to be careful.
631b32b0796f2941b55e7d58,6,My friend started laughing
631b32b0796f2941b55e7d58,7,and the first thing I did was get out
631b32b0796f2941b55e7d58,8,and dry off.
631b32b0796f2941b55e7d58,9,My cousin said that a few inches closer
631b32b0796f2941b55e7d58,10,and I would have fell into the cake.
603f6ea3c439b514c173633d,1,A girl was going to a wedding
603f6ea3c439b514c173633d,2,where she met her cousin
603f6ea3c439b514c173633d,3,and the cousin said something
603f6ea3c439b514c173633d,4,or spilled champagne over him
603f6ea3c439b514c173633d,5,and he needed to dry out
603f6ea3c439b514c173633d,6,and he said something to her
603f6ea3c439b514c173633d,7,at the end
603f6ea3c439b514c173633d,8,a few more inches left.
5f60a56c328d6f05ede09874,1,[pushed into pool]
5f60a56c328d6f05ede09874,2,[by best friend]
5f60a56c328d6f05ede09874,3,[at a wedding reception.]
5f60a56c328d6f05ede09874,4,[saw a bee near her face]
5f60a56c328d6f05ede09874,5,[and tried to save her from being stung.]
5f60a56c328d6f05ede09874,6,[fell a few inches from the cake.]
5f60a56c328d6f05ede09874,7,"[dressed to impress,]"
5f60a56c328d6f05ede09874,8,[yet the dress was ruined.]
5f60a56c328d6f05ede09874,9,[wedding was at a fancy hotel garden.]
6083ba6abe81fe3fc3c6095f,1,Invited to cousin's wedding.
6083ba6abe81fe3fc3c6095f,2,Friend pushed her in a lake.
6083ba6abe81fe3fc3c6095f,3,As did not think things through.
6083ba6abe81fe3fc3c6095f,4,Dress ruined.
6083ba6abe81fe3fc3c6095f,5,Few inches more.
6083ba6abe81fe3fc3c6095f,6,And would have landed on the cake.
5e72ad1027f38a1fced5bf6f,1,This story was about a fancy wedding
5e72ad1027f38a1fced5bf6f,2,at which the storyteller was pushed into a pool by their friend
5e72ad1027f38a1fced5bf6f,3,because of a bee.
5e72ad1027f38a1fced5bf6f,4,Their dress was ruined
5e72ad1027f38a1fced5bf6f,5,and their aunt made a funny remark
5e72ad1027f38a1fced5bf6f,6,at the end.
5cc3289b9e21e200015f0bb3,1,her friend pushed her into the swimming pool
5cc3289b9e21e200015f0bb3,2,at her cousins wedding
5cc3289b9e21e200015f0bb3,3,because of a bee.
5cc3289b9e21e200015f0bb3,4,when she got out
5cc3289b9e21e200015f0bb3,5,the cousin said
5cc3289b9e21e200015f0bb3,6,a few inches more
5cc3289b9e21e200015f0bb3,7,and it would have been the cake.
5dd5fe643558225b7c9f2857,1,My best friend pushed me into a swimming pool at a wedding.
5dd5fe643558225b7c9f2857,2,This was because a bee was flying near me
5dd5fe643558225b7c9f2857,3,as my aunt gave me a drink.
5dd5fe643558225b7c9f2857,4,She pushed me
5dd5fe643558225b7c9f2857,5,"and I fell in,"
5dd5fe643558225b7c9f2857,6,I came up gasping for air.
5dd5fe643558225b7c9f2857,7,I dried off
5dd5fe643558225b7c9f2857,8,and my friend just said
5dd5fe643558225b7c9f2857,9,I barely missed the wedding cake.
5c129cc7ba99dc0001f0b628,1,at cousin's wedding posh hotel.
5c129cc7ba99dc0001f0b628,2,Got handed a glass of champagne by aunt.
5c129cc7ba99dc0001f0b628,3,Best friend sees a bee close to her face.
5c129cc7ba99dc0001f0b628,4,gives her a gentle tap.
5c129cc7ba99dc0001f0b628,5,pushed her into the pool.
5c129cc7ba99dc0001f0b628,6,Soaked.
5c129cc7ba99dc0001f0b628,7,lovely dress ruined.
5c129cc7ba99dc0001f0b628,8,friend laughing.
5c129cc7ba99dc0001f0b628,9,had to get out of the wet dress.
5c129cc7ba99dc0001f0b628,10,cousin said.
5c129cc7ba99dc0001f0b628,11,a few inches more and you'd have landed on the cake.
5eb3138319f0500f2004d2e9,1,The cousin pushed her into the pond at a wedding
5eb3138319f0500f2004d2e9,2,to get her away from a bee
5eb3138319f0500f2004d2e9,3,she narrowly missed the cake
5eb3138319f0500f2004d2e9,4,and her dress was ruined
5f901c39da08ae0598da82d5,1,My best friend pushed me into the pool.
5f901c39da08ae0598da82d5,2,It was at my cousin's wedding reception
5f901c39da08ae0598da82d5,3,and everyone was dressed to impress.
5f901c39da08ae0598da82d5,4,She did it to save me from a bee.
5f901c39da08ae0598da82d5,5,My aunt had just given me a glass of champagne
5f901c39da08ae0598da82d5,6,and I told her to be careful.
5f901c39da08ae0598da82d5,7,Sometimes friends don't think
5f901c39da08ae0598da82d5,8,and she gave me a little shove
5f901c39da08ae0598da82d5,9,and I fell into the pool.
5f901c39da08ae0598da82d5,10,My friend just laughed.
5f901c39da08ae0598da82d5,11,The first thing to do was get out
5f901c39da08ae0598da82d5,12,and get dry.
5f901c39da08ae0598da82d5,13,My cousin laughed
5f901c39da08ae0598da82d5,14,and said if I had fallen a little further
5f901c39da08ae0598da82d5,15,I would have landed on the cake.
5e25ca0e637b4103e19e7168,1,The person was at their cousins wedding
5e25ca0e637b4103e19e7168,2,and got pushed into the pool.
5e25ca0e637b4103e19e7168,3,The friend spotted a bee by their mouth
5e25ca0e637b4103e19e7168,4,so tried to push the person away from it
5e25ca0e637b4103e19e7168,5,but pushed them into the pool instead.
5e08848505620518fcdde6f2,1,She was at her cousins wedding
