recall_id,clause_id,clause_text,rephrased_text
5d10fa2bbfbf0a000133594b,14,"a couple more inches,","just a few more inches,"
5d10fa2bbfbf0a000133594b,15,and you would have landed in the cake.,and you would've crashed into the dessert.
5d11dd0790265e00019ba937,1,My best friend pushed me into the pool at a wedding.,"At a wedding, my closest companion shoved me into the swimming area."
5d11dd0790265e00019ba937,2,There was a bee near my face.,A bee was hovering close to my head.
5d11dd0790265e00019ba937,3,Everyone was dressed to impress.,All the guests were attired in their finest.
5d11dd0790265e00019ba937,4,My mother had a glass of champagne.,My mom was holding a flute of bubbly.
5d11dd0790265e00019ba937,5,I nearly landed on the cake.,I almost crashed into the dessert.
5d11dd0790265e00019ba937,6,Missed it by a few inches.,Barely avoided it by several inches.
5d416bd5af929100194e80e1,1,A woman was at her cousin's wedding in a fancy hotel.,A lady found herself at her relative's nuptials in an upscale establishment.
5d416bd5af929100194e80e1,2,Everyone was dressed to impress.,All attendees were garbed in their most striking attire.
5d416bd5af929100194e80e1,3,Her Aunt handed her a glass of champagne.,Her relative presented her with a flute of sparkling wine.
5d416bd5af929100194e80e1,4,As she did a bee started to buzz around her head.,"Just then, a bee commenced its buzzing near her head."
5d416bd5af929100194e80e1,5,Her best friend pushed her into the pool.,Her closest companion nudged her into the swimming area.
5d416bd5af929100194e80e1,6,(Her best friend was) trying to get the bee away.,She was attempting to shoo the insect away.
5d416bd5af929100194e80e1,7,Her dress was ruined.,Her gown was completely spoiled.
5d416bd5af929100194e80e1,8,Her Aunt laughed.,Her relative couldn't help but chuckle.
5d416bd5af929100194e80e1,9,"Her Cousin said if she'd been a few inches more to the side, she'd have landed in the cake.","Her kin remarked that had she shifted slightly, she would have toppled into the dessert."
5dc1978fdbf8200fe9537083,1,My cousin pushed me into the pool.,My relative nudged me into the swimming area.
5dc1978fdbf8200fe9537083,2,This was at my cousin's wedding,It occurred during my cousin's matrimonial celebration
5dc1978fdbf8200fe9537083,3,and everyone was dressed to impress.,where everyone was garbed in their finest attire.
5dc1978fdbf8200fe9537083,4,There was a bee hovering close to my face,A bee was buzzing near my visage
5dc1978fdbf8200fe9537083,5,and she just tried to warn me about.,which she was attempting to alert me to.
5dc1978fdbf8200fe9537083,6,My aunt told her to be careful.,My aunt cautioned her to exercise caution.
5dc1978fdbf8200fe9537083,7,That's when she gave a little shove,"At that moment, she delivered a slight push"
5dc1978fdbf8200fe9537083,8,and I tumbled into the pool.,causing me to fall into the water.
5dc1978fdbf8200fe9537083,9,When I resurfaced she stared at me,"Emerging from the water, she gazed at me"
5dc1978fdbf8200fe9537083,10,and then laughed.,followed by a burst of laughter.
5dc1978fdbf8200fe9537083,11,She apologized profusely,She offered numerous apologies
5dc1978fdbf8200fe9537083,12,and my beautiful dress was ruined.,while my elegant gown was completely spoiled.
5dc1978fdbf8200fe9537083,13,She said that with a few more inches,She remarked that a few inches more
5dc1978fdbf8200fe9537083,14,I would have landed on the cake.,and I would've crashed into the dessert.
5dd5fe643558225b7c9f2857,1,My best friend pushed me into a swimming pool at a wedding.,"At a wedding, my closest companion shoved me into the pool."
5dd5fe643558225b7c9f2857,2,This was because a bee was flying near me,The reason was a bee buzzing around me
5dd5fe643558225b7c9f2857,3,as my aunt gave me a drink.,while my aunt handed me a beverage.
5dd5fe643558225b7c9f2857,4,She pushed me,She nudged me
5dd5fe643558225b7c9f2857,5,"and I fell in,","causing me to tumble into the water,"
5dd5fe643558225b7c9f2857,6,I came up gasping for air.,"I surfaced, struggling for breath."
5dd5fe643558225b7c9f2857,7,I dried off,I toweled myself off
5dd5fe643558225b7c9f2857,8,and my friend just said,and my buddy simply remarked
5dd5fe643558225b7c9f2857,9,I barely missed the wedding cake.,You almost knocked over the wedding cake.
5e08848505620518fcdde6f2,1,She was at her cousins wedding,She attended her cousin's nuptials
5e08848505620518fcdde6f2,2,when she was pushed into the pool by her best friend,at which point her closest companion shoved her into the swimming pool
5e08848505620518fcdde6f2,3,as she’d seen a bee near her face.,because she had spotted a bee close to her face.
5e08848505620518fcdde6f2,4,It was a fancy hotel.,The venue was an upscale hotel.
5e08848505620518fcdde6f2,5,When she resurfaced gasping for air,"Emerging from the water, she gasped for breath"
5e08848505620518fcdde6f2,6,her best friend was laughing,"while her best friend stood by, chuckling"
5e08848505620518fcdde6f2,7,and apologised profusely.,and offered a flurry of apologies.
5e08848505620518fcdde6f2,8,Her dress was ruined,Her gown was spoiled
5e08848505620518fcdde6f2,9,but she dried herself off.,yet she managed to dry off.
5e08848505620518fcdde6f2,10,He cousin said any closer,Her cousin remarked that it was a narrow miss
5e08848505620518fcdde6f2,11,and she’d of landed on the cake.,as she nearly toppled onto the cake.
5e25ca0e637b4103e19e7168,1,The person was at their cousins wedding,The individual attended their cousin's nuptials
5e25ca0e637b4103e19e7168,2,and got pushed into the pool.,and ended up being shoved into the swimming area.
5e25ca0e637b4103e19e7168,3,The friend spotted a bee by their mouth,A companion noticed a bee near their lips
5e25ca0e637b4103e19e7168,4,so tried to push the person away from it,and attempted to move the individual away from the insect
5e25ca0e637b4103e19e7168,5,but pushed them into the pool instead.,but accidentally caused them to fall into the water.
5e3589f0f4429c52b06eb457,1,"At a cousins wedding reception,","During my cousin's wedding celebration,"
5e3589f0f4429c52b06eb457,2,a female friend pushed me into the pool,a lady acquaintance shoved me into the swimming pool
5e3589f0f4429c52b06eb457,3,triggered by seeing a bee near my face,provoked by a bee hovering near my face
5e3589f0f4429c52b06eb457,4,in the fancy hotel garden.,within the elegant grounds of the hotel.
5e3589f0f4429c52b06eb457,5,I had just been passed a glass of champagne by my aunty as well.,I had also just received a flute of champagne from my aunt.
5e3589f0f4429c52b06eb457,6,Everyone was dressed to impress,All the guests were attired in their finest
5e3589f0f4429c52b06eb457,7,"and when I resurfaced gasping for air,","and as I emerged from the water, struggling for breath,"
5e3589f0f4429c52b06eb457,8,my friend laughed,my friend burst into laughter
5e3589f0f4429c52b06eb457,9,and apologised profusely,and offered numerous apologies
5e3589f0f4429c52b06eb457,10,"while my cousin whose wedding it was,","while my cousin, the bride/groom,"
5e3589f0f4429c52b06eb457,11,commented on how close I came to knocking over the wedding cake.,remarked on the narrow miss of toppling the wedding cake.
5e4c4949d7a02705c4f70ebb,1,Friend pushed me into water,Companion nudged me into the liquid
5e4c4949d7a02705c4f70ebb,2,I was at my aunties wedding,It occurred during my relative's nuptials
5e4c4949d7a02705c4f70ebb,3,and she saw a bee,when she noticed a buzzing insect
5e4c4949d7a02705c4f70ebb,4,and gave me a little shove,and nudged me slightly
5e4c4949d7a02705c4f70ebb,5,to save me from being stung,to prevent me from a sting
5e4c4949d7a02705c4f70ebb,6,and when I came up gasping for air,"and as I surfaced, struggling for breath"
5e4c4949d7a02705c4f70ebb,7,she laughed,she chuckled
5e4c4949d7a02705c4f70ebb,8,and apologized profusely,and offered numerous apologies
5e4c4949d7a02705c4f70ebb,9,my beautiful dress was ruined,my elegant gown was spoiled
5e72ad1027f38a1fced5bf6f,1,This story was about a fancy wedding,The narrative centered on an extravagant marriage ceremony
5e72ad1027f38a1fced5bf6f,2,at which the storyteller was pushed into a pool by their friend,where the narrator ended up in a swimming pool due to a companion's shove
5e72ad1027f38a1fced5bf6f,3,because of a bee.,triggered by the presence of a bee.
5e72ad1027f38a1fced5bf6f,4,Their dress was ruined,The attire they wore was spoiled
5e72ad1027f38a1fced5bf6f,5,and their aunt made a funny remark,and a humorous comment was made by their relative
5e72ad1027f38a1fced5bf6f,6,at the end.,to conclude the event.
5e93641d8028056ac36b16d9,1,"During my cousin's wedding reception,","At the celebration following my cousin's nuptials,"
5e93641d8028056ac36b16d9,2,my best friend pushed me into the pool,my closest companion nudged me into the swimming area
5e93641d8028056ac36b16d9,3,to save me from a bee.,as a means to protect me from a bee.
5e93641d8028056ac36b16d9,4,"I resurfaced,","Emerging from the water,"
5e93641d8028056ac36b16d9,5,"my dress ruined,","my attire was spoiled,"
5e93641d8028056ac36b16d9,6,and my cousin jokingly mentioned,while my cousin humorously pointed out
5e93641d8028056ac36b16d9,7,I almost landed on the cake.,that I narrowly missed toppling onto the dessert.
5ea1bd7e16a0c70919660653,1,During a wedding,At a marriage ceremony
5ea1bd7e16a0c70919660653,2,a lady was pushed into a swimming pool,a woman was shoved into a pool
5ea1bd7e16a0c70919660653,3,by her aunt,by her relative
5ea1bd7e16a0c70919660653,4,as a bee was close to her.,because a bee was near her.
5ea1bd7e16a0c70919660653,5,She nearly fell,She almost toppled over
5ea1bd7e16a0c70919660653,6,on the wedding cake.,onto the nuptial cake.
5eb3138319f0500f2004d2e9,1,The cousin pushed her into the pond at a wedding,"At a wedding, her cousin shoved her into the water feature"
5eb3138319f0500f2004d2e9,2,to get her away from a bee,in an effort to distance her from a bee
5eb3138319f0500f2004d2e9,3,she narrowly missed the cake,she barely avoided colliding with the cake
5eb3138319f0500f2004d2e9,4,and her dress was ruined,resulting in her gown being spoiled
5f218e5462e3b6568de0f0e5,1,It was her cousin's wedding,The occasion was her cousin's nuptials
5f218e5462e3b6568de0f0e5,2,and her friend had pushed her into the water.,and her companion had nudged her into the pool.
5f218e5462e3b6568de0f0e5,3,It was a fancy wedding,The wedding was quite elegant
5f218e5462e3b6568de0f0e5,4,where everyone dressed to impress.,with all attendees wearing their finest attire.
5f218e5462e3b6568de0f0e5,5,She had a glass of champagne.,She held a flute of champagne.
5f218e5462e3b6568de0f0e5,6,Her dress was ruined.,Her gown was spoiled.
5f218e5462e3b6568de0f0e5,7,"When she went to gasp for air,","As she surfaced to breathe,"
5f218e5462e3b6568de0f0e5,8,someone says that she was very close to the landing on the cake.,a remark was made about her nearly crashing into the cake.
5f37748da58054204f5b433a,1,Was sitting by the edge of the pool at a wedding.,Sat at the pool's brink during a wedding ceremony.
5f37748da58054204f5b433a,2,Had a glass of champagne from your aunt.,Received a flute of champagne from your relative.
5f37748da58054204f5b433a,3,"A bee was flying in front of your face,","A bee buzzed right before your visage,"
5f37748da58054204f5b433a,4,"and your friend pushed you in the pool,","and your companion nudged you into the water,"
5f37748da58054204f5b433a,5,claiming she was trying to save you from the bee.,asserting it was to protect you from the insect.
5f37748da58054204f5b433a,6,Your dress was ruined.,Your attire was spoiled.
5f37748da58054204f5b433a,7,And your friend laughed,"Meanwhile, your friend chuckled"
5f37748da58054204f5b433a,8,and said a few more inches,and remarked that a little more distance
5f37748da58054204f5b433a,9,and you would have landed on the cake.,and you would've crashed into the dessert.
5f4f92a3ef108806270215c9,1,They are at a wedding reception,They find themselves at a nuptial celebration
5f4f92a3ef108806270215c9,2,and the protagonist is shoved into the pool,where the main character is pushed into the swimming area
5f4f92a3ef108806270215c9,3,because there's a bee.,due to the presence of a bee.
5f4f92a3ef108806270215c9,4,"She gets out of the pool,","She climbs out of the water,"
5f4f92a3ef108806270215c9,5,dries off,towels herself off
5f4f92a3ef108806270215c9,6,and the cousin is glad,and the relative expresses relief
5f4f92a3ef108806270215c9,7,she didn't fall on to the cake.,that she avoided toppling onto the dessert.
5f54b7bc649418811db24711,1,they fell into a pool,they plunged into a swimming area
5f54b7bc649418811db24711,2,during a wedding reception.,amidst a matrimonial celebration.
5f54b7bc649418811db24711,3,their friend saw a bee,their companion noticed a bee
5f54b7bc649418811db24711,4,and tried to stop her from being stung.,and attempted to prevent her from getting stung.
5f54b7bc649418811db24711,5,They fell into the water,They tumbled into the liquid
5f54b7bc649418811db24711,6,"and when they got out gasping for air,","and upon emerging, they were panting for breath,"
5f54b7bc649418811db24711,7,"they apologised,","they expressed their regrets,"
5f54b7bc649418811db24711,8,and the cousin said,and the relative remarked
5f54b7bc649418811db24711,9,a few inches more,just a few more inches
5f54b7bc649418811db24711,10,and they'd have landed on the cake.,and they would have crashed into the dessert.
5f60a56c328d6f05ede09874,1,[pushed into pool],[thrown into the swimming area]
5f60a56c328d6f05ede09874,2,[by best friend],[by her closest companion]
5f60a56c328d6f05ede09874,3,[at a wedding reception.],[during the marriage celebration.]
5f60a56c328d6f05ede09874,4,[saw a bee near her face],[noticed an insect close to her cheek]
5f60a56c328d6f05ede09874,5,[and tried to save her from being stung.],[attempting to prevent a sting.]
5f60a56c328d6f05ede09874,6,[fell a few inches from the cake.],[landed just short of the dessert.]
5f60a56c328d6f05ede09874,7,"[dressed to impress,]","[attired elegantly,]"
5f60a56c328d6f05ede09874,8,[yet the dress was ruined.],"[nevertheless, the gown was spoiled.]"
5f60a56c328d6f05ede09874,9,[wedding was at a fancy hotel garden.],[nuptials took place in an upscale hotel courtyard.]
5f65597823696e0e9bd8f63a,1,My best friend pushed me into the water,My closest companion shoved me into the pool
5f65597823696e0e9bd8f63a,2,at my cousin's wedding reception.,during the celebration of my cousin's nuptials.
5f65597823696e0e9bd8f63a,3,She did this,This act was carried out
5f65597823696e0e9bd8f63a,4,because there was a bee near my face,due to a bee hovering close to my face
5f65597823696e0e9bd8f63a,5,and she was afraid I'd get stung.,and her concern was that I might be stung.
5f65597823696e0e9bd8f63a,6,My aunt handed me a glass of champagne.,My aunt presented me with a flute of champagne.
5f65597823696e0e9bd8f63a,7,My dress was ruined.,My gown was completely spoiled.
5f65597823696e0e9bd8f63a,8,My friend laughed.,My buddy burst into laughter.
5f65597823696e0e9bd8f63a,9,As I was getting out,While I climbed out
5f65597823696e0e9bd8f63a,10,"and dried off,","and was toweling off,"
5f65597823696e0e9bd8f63a,11,my cousin said,my cousin remarked
5f65597823696e0e9bd8f63a,12,another couple of inches,a few more inches
5f65597823696e0e9bd8f63a,13,and I'd fall into the cake.,and I would have toppled into the cake.
5f901c39da08ae0598da82d5,1,My best friend pushed me into the pool.,My closest companion nudged me into the swimming area.
5f901c39da08ae0598da82d5,2,It was at my cousin's wedding reception,This occurred during my cousin's marriage celebration.
5f901c39da08ae0598da82d5,3,and everyone was dressed to impress.,Everyone was attired in their finest.
5f901c39da08ae0598da82d5,4,She did it to save me from a bee.,She acted to protect me from a bee sting.
5f901c39da08ae0598da82d5,5,My aunt had just given me a glass of champagne,"Just before, my aunt had handed me a flute of champagne"
5f901c39da08ae0598da82d5,6,and I told her to be careful.,and I cautioned her to handle it with care.
5f901c39da08ae0598da82d5,7,Sometimes friends don't think,"Occasionally, friends act without thinking"
5f901c39da08ae0598da82d5,8,and she gave me a little shove,and she nudged me gently
5f901c39da08ae0598da82d5,9,and I fell into the pool.,causing me to tumble into the water.
5f901c39da08ae0598da82d5,10,My friend just laughed.,My pal simply chuckled.
5f901c39da08ae0598da82d5,11,The first thing to do was get out,The immediate priority was to climb out
