segment_id,segment_text,p-caught
120,"“Mrs. Costa, please, take –”",52.17%
121,"“Get out!” I said, “Don’t you dare come near me.”",48.91%
122,I was so hysterical.,54.35%
123,I was banging my head against the wall and everything.,69.57%
124,They had to grab me.,46.74%
125,"Then they brought me to the office, see.",17.39%
126,"When Rita came in and saw me like that, she asked, “Mother, what happened?”",57.61%
127,"I said, “We lost Marie.",52.17%
128,Marie died.”,60.87%
129,"Well, that’s this one. This is a picture of Rita.",17.39%
130,She went down like lightning.,83.70%
131,"Dropped to the floor, and that’s a marble floor.",82.61%
132,She went down like lightning.,27.17%
133,"And the back of her leg, it felt just like a pole.",61.96%
134,"Hard like a pole, the back of her leg.",58.70%
135,And that girl is suffering.,47.83%
136,"Thirty – no, twenty-eight years since her sister died?",46.74%
137,"When she gets that pain, it’s like she has phlebitis from it.",81.52%
138,"She suffers – seven, eight, nine weeks at a time.",81.52%
139,"She can’t walk, she goes through such pain since then.",69.57%
140,And how did they figure how Marie died?,20.65%
141,"The girl who was walking with Marie,",55.43%
142,told the doctor that Marie was saying goodbye to Arlene.,79.35%
143,"And all Marie said to that girl was, “Oh, I’ve got a pain in my leg and I can’t see.”",91.30%
144,And then Marie collapsed.,79.35%
145,"Later, they said it was a blood clot.",96.74%
146,"I said, “Don’t you dare touch my daughter.",72.83%
147,I’ll burn this hospital down!,71.74%
148,I don’t care who’s in it.”,65.22%
149,"I said, “Don’t you dare touch my daughter.",75.00%
150,You want to find out what she died from.”,70.65%
151,"But if you touch my daughter, I’ll kill you.”",68.48%
152,I wouldn’t let them touch her.,68.48%
153,So when I got home – they took me home.,61.96%
154,I was screaming in the car.,52.17%
155,"I couldn’t get out, you know, I couldn’t –",46.74%
156,I was screaming!,55.43%
157,"Everybody came out, coming out of their doors because they could hear the screams.",60.87%
158,My husband was sitting on the step.,47.83%
159,"He asked, “What’s the matter? What happened to you?”",45.65%
160,"Well, my hair was all pulled, and my face – I was a mess.",41.30%
161,I didn’t know what I had done to myself.,35.87%
162,"I said, “Mike, we lost Marie. Marie died.” It was just a shock.",68.48%
163,My husband had a heart attack.,85.87%
164,"Yes, he had a heart attack.",58.70%
165,"Then my son, Michael, yeah. That night.",76.09%
166,"Right there, my Michael came, and my Michael collapsed.",85.87%
167,"He had a heart attack too, no kidding.",75.00%
168,"It was all – my two sisters were here, waiting until about half-past four.",54.35%
169,"They waited because they knew she was coming home that day, waiting for the call.",50.00%
170,"My younger sister had brought an orange for Marie, and I had never seen an orange like it. It was a big orange, like that.",57.61%
171,"She said, “Mary, look, when they call you, when you pick Marie up, let us know, and we’ll come over.”",30.43%
172,"I said, “All right.”",21.74%
173,"So, I got home and called everybody, told them what happened.",26.09%
174,I called my brother-in-law.,27.17%
175,He was an undertaker.,27.17%
176,My sister’s husband – he’s passed away now too. God rest his soul.,21.74%
177,Maybe you know him...,18.48%
178,"So they were waiting for my call, you know,",41.30%
179,"but instead, I sent my son James, he was little then.",53.26%
180,"I said, “Go tell Aunt Millie and Aunt Jenny.”",56.52%
181,"They had cleaned the pavement,",50.00%
182,"and done the cement work, and they were cleaning the pavement.",48.91%
183,"They said, “Here comes little Jamie,” and now they said,",53.26%
184,“Maybe he’s come to tell us Marie’s home.”,54.35%
185,"But when he got there, the poor kid’s eyes were all red.",55.43%
186,"They said, “James, what’s the matter, honey?",52.17%
187,Why are you crying?”,55.43%
188,"“Aunt Jenny, Aunt Millie, Marie died,” he said.",56.52%
189,"Well, my sisters and my mother, you know, they were all alive.",13.04%
190,It was a shock to everybody. That was a shock that –,19.57%
191,"The neighborhood – Annie at the store always says, “Mrs. Costa,” every time I go in there, she reminds me, “I just picture Marie standing at that step, looking over here.” She used to stand at that step.",38.04%
192,"She was a real quiet girl, pleasant, didn’t talk much,",35.87%
193,"but she was so good, I can’t even tell you.",34.78%
194,That’s all. So that’s what happened.,13.04%
