recall_id,keypoints,attempt,summary_text,segment_ids,correlation
summary_gpt4o_11_1.json,11,1,1. I was in the boy scouts. 2. We were racing at the pier. 3. There were about 8 or 9 of us. 4. We were doing the 50-yard dash. 5. I caught cramps going down the third time. 6. I yelled for help. 7. The fellows didn't believe me. 8. They thought I wanted to catch up. 9. The scoutmaster didn't pay attention. 10. Another guy walked up and jumped over. 11. He grabbed me and saved me.,"[1, 3, 4, 6, 2, 5, 7, 8, 9, 10, 14, 15, 16, 17, 18, 19]",0.6751
summary_gpt4o_4_5.json,4,5,"1. I was in the boy scouts doing a 50-yard dash at the pier. 2. I caught cramps and yelled for help, but no one believed me. 3. The scoutmaster saw me but did not pay attention. 4. A random guy jumped over and grabbed me, saving me.","[1, 2, 4, 5, 7, 8, 9, 14, 15, 16, 17, 18, 19]",0.6567
summary_gpt4o_11_7.json,11,7,1. I was in the boy scouts. 2. We were doing the 50-yard dash. 3. We raced at the pier. 4. There were about 8 or 9 of us. 5. I caught cramps during the third run. 6. I started yelling for help. 7. The fellows didn't believe me. 8. They thought I was just slowing down. 9. Everyone else kept going. 10. The scoutmaster didn't pay attention to me. 11. Another guy jumped over and grabbed me.,"[1, 2, 5, 4, 6, 7, 8, 9, 10, 11, 16, 17, 18, 19]",0.6559
summary_gpt4o_12_3.json,12,3,1. I was in the boy scouts at the time. 2. We were doing the 50-yard dash by the pier. 3. There were about 8 or 9 of us racing. 4. I caught cramps going down the third time. 5. I started yelling 'Help!' for assistance. 6. The fellows didn't believe I needed help. 7. They thought I was just trying to catch up. 8. All the other racers kept going without me. 9. The scoutmaster was watching but ignored me. 10. Another guy walked up while this was happening. 11. He jumped over and grabbed me for no reason. 12. I was saved by that guy who noticed my struggle.,"[1, 2, 5, 6, 7, 8, 9, 10, 11, 12, 14, 15, 16, 17, 18, 19]",0.6301
summary_gpt4o_11_5.json,11,5,1. I was in the boy scouts. 2. We were doing the 50-yard dash. 3. We were at the pier. 4. There were about 8 or 9 of us racing. 5. I caught cramps going down the third time. 6. I started yelling for help. 7. The fellows didn't believe me. 8. They thought I was faking to catch up. 9. They left me behind. 10. The scoutmaster didn't pay me any attention. 11. Another guy jumped in and grabbed me.,"[1, 2, 5, 4, 6, 7, 8, 9, 10, 11, 12, 14, 15, 16, 17, 18, 19]",0.5882
summary_gpt4o_12_8.json,12,8,"1. I was in the boy scouts. 2. We were doing the 50-yard dash. 3. We raced at the pier. 4. About 8 or 9 of us participated. 5. I caught cramps on the third lap. 6. I yelled for help. 7. The fellows did not believe me. 8. They thought I was slowing down on purpose. 9. The others left me behind. 10. The scoutmaster watched but ignored me. 11. Suddenly, another guy appeared. 12. He jumped in and saved me.","[1, 2, 5, 4, 6, 7, 8, 9, 10, 11, 12, 14, 15, 16, 17, 18, 19]",0.5882
summary_gpt4o_8_4.json,8,4,"1. I was in the boy scouts participating in a 50-yard dash. 2. We were racing on a pier marked off for the dash. 3. About 8 or 9 of us were running down and back. 4. The third time down, I caught cramps and yelled for help. 5. The others didn't believe me and thought I was trying to catch up. 6. Everyone continued racing, leaving me behind. 7. The scoutmaster watched but didn't pay attention to my struggle. 8. A guy who just arrived jumped in and grabbed me for no reason at all.","[1, 2, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 15, 16, 17, 18, 19]",0.5882
summary_gpt4o_7_4.json,7,4,1. I was in the boy scouts. 2. We were doing the 50-yard dash at the pier. 3. I caught cramps during the race. 4. I started yelling for help. 5. The others thought I was faking it. 6. The scoutmaster watched but ignored me. 7. Another guy jumped in and saved me.,"[1, 2, 3, 4, 5, 7, 8, 9, 10, 11, 14, 15, 16, 17, 18, 19]",0.576
summary_gpt4o_6_2.json,6,2,1. I was in the boy scouts. 2. We were racing in a 50-yard dash at the pier. 3. I caught cramps and yelled for help. 4. The other fellows didn't believe I needed help. 5. The scoutmaster ignored my calls for help. 6. A stranger jumped in and saved me.,"[1, 2, 3, 4, 5, 7, 8, 9, 10, 11, 14, 15, 16, 17, 18, 19]",0.576
summary_gpt4o_10_1.json,10,1,"1. I was in the boy scouts. 2. We were doing the 50-yard dash. 3. There were about 8 or 9 of us racing. 4. On the third run, I caught cramps. 5. I started yelling 'Help!' during the race. 6. The other scouts didn't believe me. 7. They left me behind as they continued. 8. The scoutmaster watched but ignored me. 9. A man arrived at the pier suddenly. 10. He jumped in and grabbed me.","[1, 2, 5, 6, 7, 8, 9, 11, 12, 14, 15, 16, 17, 18, 19]",0.5635
summary_gpt4o_8_5.json,8,5,1. I was in the boy scouts. 2. We were doing the 50-yard dash. 3. There were about 8 or 9 of us racing. 4. I caught cramps on the third run. 5. I yelled for help but no one believed me. 6. The other racers left me behind. 7. The scoutmaster ignored my struggle. 8. A stranger jumped in and saved me.,"[1, 2, 5, 6, 7, 8, 9, 11, 12, 14, 15, 16, 17, 18, 19]",0.5635
summary_gpt4o_5_6.json,5,6,"1. I was in the boy scouts participating in a 50-yard dash. 2. I caught cramps and yelled for help during the race. 3. The other boys didn't believe me and kept going. 4. The scoutmaster ignored my cries for help. 5. A stranger jumped in and grabbed me, saving me.","[1, 2, 5, 7, 8, 9, 10, 11, 12, 14, 15, 16, 17, 18, 19]",0.5474
summary_gpt4o_8_6.json,8,6,1. I was in the boy scouts during a 50-yard dash. 2. I caught cramps while running. 3. I started yelling for help. 4. My fellow scouts didn't believe me. 5. The scoutmaster didn't pay attention. 6. I started going down because of the cramps. 7. A new guy arrived unexpectedly. 8. He jumped in and grabbed me.,"[1, 2, 5, 7, 8, 9, 10, 11, 14, 15, 16, 13, 17, 18, 19]",0.5152
summary_gpt4o_12_6.json,12,6,1. I was in the boy scouts. 2. We were doing a 50-yard dash. 3. We were racing at the pier. 4. There were about 8 or 9 of us. 5. I caught cramps the third time. 6. I started yelling 'Help!' 7. The fellows didn't believe me. 8. They thought I was slowing down. 9. Everyone else kept going. 10. The scoutmaster was watching me. 11. He paid me no attention. 12. Another guy suddenly grabbed me.,"[1, 2, 5, 3, 4, 6, 7, 8, 9, 10, 11, 12, 14, 15, 16, 17, 18, 19]",0.5144
summary_gpt4o_10_2.json,10,2,1. I was in the boy scouts. 2. We were doing the 50-yard dash at the pier. 3. There were about 8 or 9 of us racing. 4. I caught cramps on the third run. 5. I started yelling for help. 6. The others did not believe me. 7. They thought I was trying to catch up. 8. They all left me behind. 9. The scoutmaster did not pay attention. 10. A stranger jumped in to save me.,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 15, 16, 17, 18, 19]",0.5144
summary_gpt4o_6_8.json,6,8,1. I was in the boy scouts during a 50-yard dash. 2. We were racing at the pier with about 8 or 9 of us. 3. I caught cramps and started yelling for help. 4. The fellows didn't believe I was in trouble. 5. The scoutmaster didn’t pay attention to me. 6. A guy who just arrived jumped in and saved me.,"[1, 2, 5, 3, 4, 6, 7, 8, 9, 10, 11, 12, 14, 15, 16, 17, 18, 19]",0.5144
summary_gpt4o_9_5.json,9,5,1. I was in the boy scouts. 2. We were doing a 50-yard dash at the pier. 3. There were about 8 or 9 of us racing. 4. I caught cramps the third time down. 5. I started yelling for help. 6. The fellows didn't believe me. 7. All of them kept going and left me. 8. The scoutmaster didn't pay attention. 9. A guy suddenly jumped in and grabbed me.,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 15, 16, 17, 18, 19]",0.5144
summary_gpt4o_12_7.json,12,7,1. I was in the boy scouts. 2. We were doing the 50-yard dash at the pier. 3. There were about 8 or 9 of us racing. 4. I caught cramps the third time going down. 5. I started yelling for help. 6. The others didn't believe me. 7. They thought I was trying to catch up. 8. Everyone left me behind. 9. The scoutmaster was watching me. 10. He didn't pay me any attention. 11. Another guy walked up unexpectedly. 12. He jumped over and grabbed me.,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 15, 16, 17, 18, 19]",0.5144
summary_gpt4o_10_7.json,10,7,1. I was in the boy scouts at the time. 2. We were doing a 50-yard dash at the pier. 3. About 8 or 9 of us were racing. 4. I got cramps during the third run. 5. I started yelling for help. 6. The others didn't believe I needed help. 7. They thought I was pretending. 8. The scoutmaster was watching me. 9. He didn't pay attention to my cries. 10. Another guy jumped in and grabbed me.,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 12, 10, 14, 15, 16, 17, 18, 19]",0.5144
summary_gpt4o_10_5.json,10,5,1. I was in the boy scouts at the time. 2. We were doing the 50-yard dash on the pier. 3. There were about 8 or 9 of us racing. 4. I caught cramps on the third run. 5. I started yelling for help. 6. The other fellows thought I was faking it. 7. They all kept going and left me behind. 8. The scoutmaster was watching me but ignored me. 9. A random guy walked up at that moment. 10. He jumped over and grabbed me.,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 15, 16, 17, 18, 19]",0.5144
summary_gpt4o_11_6.json,11,6,1. I was in the boy scouts. 2. We were doing a 50-yard dash at the pier. 3. There were about 8 or 9 of us racing. 4. I caught cramps on the third round. 5. I started yelling for help. 6. The fellows didn't believe me. 7. They thought I was trying to catch up. 8. All of them kept going. 9. The scoutmaster was watching me. 10. The scoutmaster didn't pay attention to me. 11. Another guy jumped over and grabbed me.,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 15, 16, 17, 18, 19]",0.5144
summary_gpt4o_14_3.json,14,3,1. I was in the boy scouts. 2. We were doing the 50-yard dash. 3. We were racing at the pier. 4. There were about 8 or 9 of us racing. 5. I caught cramps during the third dash. 6. I started yelling for help. 7. The others didn't believe me. 8. They thought I was just trying to catch up. 9. All of them kept going without me. 10. The scoutmaster was watching us. 11. The scoutmaster didn't pay attention to me. 12. Another guy walked up at that moment. 13. He jumped over and grabbed me. 14. I was saved by that guy.,"[1, 2, 3, 5, 4, 6, 7, 8, 9, 10, 11, 12, 14, 15, 16, 17, 18, 19]",0.5144
summary_gpt4o_14_1.json,14,1,1. I was in the boy scouts. 2. We were doing the 50-yard dash. 3. We were at the pier. 4. There were about 8 or 9 of us. 5. I caught cramps going down the third time. 6. I started yelling for help. 7. The fellows didn't believe me. 8. They thought I was just trying to catch up. 9. All of them kept going. 10. They left me behind. 11. The scoutmaster was watching me. 12. He didn't pay me any attention. 13. Another guy had just walked up. 14. He jumped over and grabbed me.,"[1, 2, 3, 5, 4, 6, 7, 8, 9, 10, 11, 12, 14, 15, 16, 17, 18, 19]",0.5144
summary_gpt4o_6_7.json,6,7,"1. I was participating in a 50-yard dash at the pier with the boy scouts. 2. There were eight or nine of us racing back and forth. 3. During the third run, I caught cramps and started yelling for help. 4. The other boys didn't believe me and thought I was faking to catch up. 5. The scoutmaster ignored my cries for help from the sidelines. 6. A random guy just appeared and jumped in to grab and help me.","[1, 2, 4, 5, 3, 6, 7, 8, 9, 10, 11, 12, 14, 15, 16, 17, 18, 19]",0.5144
summary_gpt4o_12_1.json,12,1,1. I was in the boy scouts. 2. We were doing the 50-yard dash race. 3. We were racing at the pier. 4. Eight or nine of us participated. 5. We raced back and forth multiple times. 6. I caught cramps on the third run. 7. I started yelling for help. 8. The others didn't believe me. 9. They thought I was slowing down intentionally. 10. They left me and continued racing. 11. The scoutmaster ignored my cries. 12. A passerby jumped in and saved me.,"[1, 2, 3, 5, 4, 6, 7, 8, 9, 10, 11, 12, 14, 15, 16, 17, 18, 19]",0.5144
summary_gpt4o_10_3.json,10,3,1. I was in the boy scouts. 2. We were doing the 50-yard dash at the pier. 3. There were about 8 or 9 of us racing. 4. I caught cramps during the race. 5. I started yelling for help. 6. The other fellows didn't believe me. 7. They thought I was trying to catch up. 8. Everyone kept going and left me. 9. The scoutmaster didn't pay attention to me. 10. A guy jumped in and grabbed me.,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 15, 16, 17, 18, 19]",0.5144
summary_gpt4o_13_4.json,13,4,"1. I was in the boy scouts. 2. We were doing a 50-yard dash race. 3. The race took place at the pier. 4. About 8 or 9 of us were racing. 5. On the third round, I caught cramps. 6. I started yelling for help. 7. The fellows didn't believe my cries. 8. They thought I was faking to catch up. 9. They kept going and left me behind. 10. The scoutmaster was watching me. 11. The scoutmaster did not help me. 12. A guy walked up out of nowhere. 13. He jumped in and saved me.","[1, 2, 3, 5, 4, 6, 7, 8, 9, 10, 11, 12, 14, 15, 16, 17, 18, 19]",0.5144
summary_gpt4o_13_3.json,13,3,1. I was in the boy scouts. 2. We were doing the 50-yard dash. 3. We were racing on the pier. 4. About 8 or 9 of us were participating. 5. I got cramps going down the third time. 6. I started yelling 'Help!' 7. The others didn't believe me. 8. They thought I was trying to catch up. 9. They left me behind. 10. The Scoutmaster was watching me. 11. He didn't pay me any attention. 12. Another guy walked up. 13. He jumped over and grabbed me.,"[1, 2, 3, 5, 4, 6, 7, 8, 9, 10, 11, 12, 14, 15, 16, 17, 18, 19]",0.5144
summary_gpt4o_12_5.json,12,5,1. I was in the boy scouts at the time. 2. We were doing the 50-yard dash. 3. We were racing at the pier. 4. There were about 8 or 9 of us racing. 5. I caught cramps on the third run. 6. I started yelling for help. 7. The fellows didn't believe me. 8. They thought I was just slowing down. 9. The fellows kept going and left me. 10. The scoutmaster was watching me. 11. The scoutmaster paid me no attention. 12. A guy jumped over and grabbed me.,"[1, 2, 5, 3, 4, 6, 7, 8, 9, 10, 11, 12, 14, 15, 16, 17, 18, 19]",0.5144
summary_gpt4o_15_4.json,15,4,1. I was in the boy scouts. 2. We were doing the 50-yard dash. 3. We were racing at the pier. 4. There were about 8 or 9 of us. 5. I caught cramps going down the third time. 6. I started yelling for help. 7. The fellows didn't believe me. 8. They thought I was just slowing down. 9. All of them kept going without me. 10. The scoutmaster was watching me. 11. The scoutmaster didn't pay attention to me. 12. Another guy walked up just that minute. 13. He jumped over to help me. 14. He grabbed me as I was going down. 15. I was rescued by that guy.,"[1, 2, 5, 3, 4, 6, 7, 8, 9, 10, 11, 12, 14, 15, 16, 17, 18, 19]",0.5144
summary_gpt4o_5_8.json,5,8,1. I was in the boy scouts doing the 50-yard dash at the pier. 2. I caught cramps during the race and yelled for help. 3. The other racers didn't believe I needed help and kept running. 4. The scoutmaster was watching but didn't respond to my cries. 5. A bystander jumped in and saved me from the water.,"[1, 2, 4, 5, 7, 8, 9, 10, 11, 12, 14, 15, 16, 17, 18, 19]",0.477
summary_gpt4o_5_4.json,5,4,1. I was in the boy scouts and we were doing a 50-yard dash at the pier. 2. I got cramps during the race and started yelling for help. 3. The other scouts thought I was joking and kept going. 4. The scoutmaster was watching but didn't notice my distress. 5. A guy who just arrived jumped in and grabbed me.,"[1, 2, 4, 5, 7, 8, 9, 10, 11, 12, 14, 15, 16, 17, 18, 19]",0.477
summary_gpt4o_4_8.json,4,8,1. I was in the boy scouts during the 50-yard dash at the pier. 2. I caught cramps and started yelling for help on the third dash. 3. The other boys and the scoutmaster didn't believe I needed help. 4. A random guy jumped in and saved me.,"[1, 2, 4, 5, 7, 8, 9, 10, 11, 12, 14, 15, 16, 17, 18, 19]",0.477
summary_gpt4o_10_4.json,10,4,1. I was in the boy scouts. 2. We were doing the 50-yard dash at the pier. 3. There were about 8 or 9 of us racing. 4. I caught cramps the third time going down. 5. I started yelling 'Help!' during the race. 6. The fellows didn't believe me and kept going. 7. The scoutmaster was watching but ignored me. 8. I began to go down as no one helped. 9. Another guy suddenly walked up. 10. He jumped in and grabbed me.,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 14, 15, 16, 13, 17, 18, 19]",0.4556
summary_gpt4o_9_3.json,9,3,1. I was in the boy scouts. 2. We were doing the 50-yard dash at the pier. 3. There were 8 or 9 of us racing. 4. I caught cramps on the third run. 5. I started yelling for help. 6. The other fellows didn't believe me. 7. The scoutmaster ignored me. 8. I started going down in the water. 9. Another guy jumped in and grabbed me.,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 14, 15, 16, 13, 17, 18, 19]",0.4556
summary_gpt4o_14_6.json,14,6,1. I was in the boy scouts at the time. 2. We were doing the 50-yard dash at the pier. 3. There were about 8 or 9 of us racing. 4. I caught cramps going down the third time. 5. I started yelling 'Help!' for assistance. 6. The fellows didn't believe me and kept going. 7. They thought I was just trying to catch up. 8. The scoutmaster was watching but ignored me. 9. I began to go down in the water. 10. Another guy walked up and saw me struggling. 11. He jumped over the pier to help me. 12. I was grateful for his immediate reaction. 13. He grabbed me and saved me from drowning. 14. I learned to always pay attention to cries for help.,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 10, 14, 15, 16, 13, 17, 18, 19]",0.4556
summary_gpt4o_8_8.json,8,8,1. I was in the boy scouts. 2. We were doing the 50-yard dash at the pier. 3. There were about 8 or 9 of us racing. 4. I caught cramps and yelled for help going down the third time. 5. The fellows didn't believe I needed help. 6. The scoutmaster was watching but didn't help me. 7. I started going down. 8. Another guy jumped over and grabbed me.,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 14, 15, 16, 13, 17, 18, 19]",0.4556
summary_gpt4o_4_6.json,4,6,1. I was participating in a 50-yard dash with the boy scouts. 2. I got cramps during the third round and called for help. 3. The other scouts and the scoutmaster did not believe I needed help. 4. A passing man jumped in and saved me.,"[1, 2, 3, 5, 7, 8, 9, 10, 11, 12, 14, 15, 16, 17, 18, 19]",0.432
summary_gpt4o_6_1.json,6,1,"1. I participated in a 50-yard dash at the pier with the boy scouts. 2. I got cramps during the third 50-yard dash. 3. I yelled for help, but my fellow scouts didn't believe me. 4. My fellow scouts left me struggling and continued racing. 5. The scoutmaster noticed me but didn't react. 6. A random guy jumped in and saved me.","[1, 2, 4, 5, 7, 8, 9, 11, 12, 14, 15, 16, 17, 18, 19]",0.4267
summary_gpt4o_10_8.json,10,8,1. I was in the boy scouts. 2. We were racing doing the 50-yard dash. 3. We were at the pier when we raced. 4. There were about 8 or 9 of us racing. 5. I caught cramps on the third round. 6. I started yelling for help. 7. The other fellows did not believe me. 8. Everybody kept going leaving me behind. 9. The scoutmaster watched but ignored me. 10. A guy suddenly jumped in and grabbed me.,"[1, 2, 3, 5, 4, 6, 7, 8, 9, 11, 12, 14, 15, 16, 17, 18, 19]",0.3743
summary_gpt4o_8_1.json,8,1,"1. I was in the boy scouts. 2. We were doing the 50-yard dash at the pier. 3. There were about 8 or 9 of us racing. 4. I caught cramps the third time racing. 5. I yelled for help, but they didn't believe me. 6. The other racers kept going and left me. 7. The scoutmaster was watching but ignored me. 8. A guy suddenly jumped in and grabbed me.","[1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 12, 14, 15, 16, 17, 18, 19]",0.3743
summary_gpt4o_8_3.json,8,3,"1. I was in the boy scouts. 2. We were racing the 50-yard dash at the pier. 3. There were about 8 or 9 of us racing. 4. I caught cramps on the third run. 5. I yelled for help, but no one believed me. 6. The other scouts kept racing, leaving me behind. 7. The scoutmaster ignored my situation. 8. A stranger jumped in to save me.","[1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 12, 14, 15, 16, 17, 18, 19]",0.3743
summary_gpt4o_11_8.json,11,8,1. I was in the boy scouts. 2. We were doing the 50-yard dash. 3. We were at the pier racing. 4. There were about 8 or 9 of us. 5. I caught cramps during the third race. 6. I started yelling for help. 7. The others didn't believe me. 8. The fellow racers left me behind. 9. The scoutmaster ignored me. 10. Another guy noticed me. 11. He jumped in and grabbed me.,"[1, 2, 5, 3, 4, 6, 7, 8, 9, 11, 12, 14, 15, 16, 17, 18, 19]",0.3743
summary_gpt4o_8_7.json,8,7,1. I was in the boy scouts. 2. We were doing a 50-yard dash at the pier. 3. About 8 or 9 of us were racing. 4. I caught cramps on the third dash. 5. I yelled 'Help!' but no one believed me. 6. The other fellows left me behind. 7. The scoutmaster didn't pay attention. 8. A guy jumped over and grabbed me.,"[1, 2, 3, 4, 5, 6, 7, 8, 9, 11, 12, 14, 15, 16, 17, 18, 19]",0.3743
summary_gpt4o_12_4.json,12,4,1. I was in the boy scouts. 2. We were doing the 50-yard dash. 3. There were about 8 or 9 of us racing. 4. I caught cramps during the race. 5. I started yelling for help. 6. The fellows didn't believe me. 7. They thought I was slowing down. 8. They all kept going and left me. 9. I started going down while shouting. 10. The scoutmaster was watching. 11. The scoutmaster ignored my situation. 12. A guy unexpectedly jumped in to save me.,"[1, 2, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19]",0.3743
summary_gpt4o_7_1.json,7,1,1. I was in the boy scouts. 2. We were doing the 50-yard dash at the pier. 3. I caught cramps and yelled for help. 4. The other scouts didn't believe me. 5. They all kept going and left me behind. 6. The scoutmaster watched but did nothing. 7. A guy suddenly jumped in and grabbed me.,"[1, 2, 3, 4, 5, 7, 8, 9, 10, 11, 12, 14, 15, 16, 17, 18, 19]",0.3529
summary_gpt4o_9_2.json,9,2,1. I was in the boy scouts. 2. We were doing the 50-yard dash at the pier. 3. I caught cramps during the third run. 4. I started yelling for help. 5. The fellows did not believe me. 6. They thought I was trying to catch up. 7. They left me behind. 8. The Scoutmaster watched me but did nothing. 9. Another guy jumped over and grabbed me.,"[1, 2, 3, 4, 5, 7, 8, 9, 10, 11, 12, 14, 15, 16, 17, 18, 19]",0.3529
summary_gpt4o_7_5.json,7,5,1. I was in the boy scouts. 2. We were doing the 50-yard dash at the pier. 3. I caught cramps and yelled for help. 4. The other fellows didn't believe me. 5. They all kept going and left me. 6. The scoutmaster ignored me too. 7. A random guy jumped in and grabbed me.,"[1, 2, 3, 4, 5, 7, 8, 9, 10, 11, 12, 14, 15, 16, 17, 18, 19]",0.3529
summary_gpt4o_5_2.json,5,2,1. I was in the boy scouts during a 50-yard dash race at the pier. 2. I caught cramps during the race and started yelling for help. 3. My fellow scouts thought I was joking and left me. 4. The scoutmaster saw me but didn't pay attention. 5. A passing guy suddenly jumped in and saved me.,"[1, 2, 3, 4, 5, 7, 8, 9, 10, 11, 12, 14, 15, 16, 17, 18, 19]",0.3529
summary_gpt4o_3_5.json,3,5,"1. I participated in a 50-yard dash at the pier with other boy scouts. 2. I caught cramps and yelled for help, but no one believed me. 3. A random guy jumped in to help me when I was in trouble.","[1, 2, 3, 4, 5, 7, 8, 9, 10, 11, 12, 14, 15, 16, 17, 18, 19]",0.3529
summary_gpt4o_5_1.json,5,1,1. I was in the Boy Scouts during the 50-yard dash at the pier. 2. There were about 8 or 9 of us racing back and forth. 3. I got cramps during the third race and shouted for help. 4. Nobody believed me and thought I was just slowing down. 5. A random guy jumped in and grabbed me.,"[1, 2, 4, 5, 6, 7, 8, 9, 10, 11, 12, 17, 18, 19]",0.3503
summary_gpt4o_10_6.json,10,6,1. I participated in a 50-yard dash race. 2. The event was held at the pier with my fellow scouts. 3. About 8 or 9 of us were racing together. 4. I caught cramps during the third round. 5. I yelled for help because of the cramps. 6. My friends thought I was pretending to catch up. 7. Everyone continued running and left me behind. 8. The scoutmaster saw me but ignored my situation. 9. A stranger unexpectedly jumped in to help me. 10. The stranger grabbed me and saved me from drowning.,"[2, 5, 4, 6, 7, 8, 9, 10, 11, 12, 14, 15, 16, 17, 18, 19]",0.342
summary_gpt4o_9_4.json,9,4,"1. I was in the boy scouts during a 50-yard dash at the pier. 2. There were about 8 or 9 of us participating in the race. 3. On the third lap, I caught cramps and yelled for help. 4. The others thought I was pretending and kept going. 5. The scoutmaster watched but did not pay attention to me. 6. I started going down into the water. 7. Another guy arrived and saw my situation. 8. He jumped in the water without hesitation. 9. He grabbed me and saved me from drowning.","[1, 2, 4, 6, 7, 8, 9, 10, 11, 14, 15, 16, 13, 17, 18, 19]",0.324
