segment_id,segment_text,p-caught
49,and I had the coat on my arm and her dress hanging on my arm.,12.87%
50,"She saw me from the windows, from Wolf Street.",13.86%
51,"She said, “My mother’s just coming.”",8.91%
52,"She was with the girls, saying goodbye to everyone – you know how it is.",8.91%
53,"They told me on the phone, it would be ten dollars more for her board.",9.90%
54,And to make sure I brought her girdle to put on.,8.91%
55,"I said, “All right, I’ll be right over.”",8.91%
56,And I went.,28.71%
57,"But when I got there, the nurse said to me, “Sit down, Mrs. Costa, sit here for a while.”",94.06%
58,"So I sat down, and I was praying for another lady in the hospital that had an operation for her gall bladder.",16.83%
59,"She lived near my sister, and she had ten children.",11.88%
60,They had said she was in very bad shape.,11.88%
61,"I prayed, “Oh dear God, don’t take that mother away from her children.”",11.88%
62,"I was praying for her, you know.",9.90%
63,Then a little nurse’s aide went to the closet and got some blankets.,10.89%
64,"I started getting the chills,",24.75%
65,"and I was thinking about it,",14.85%
66,"when the aide said to the nurse, “Oh, she’s going into a cold sweat now.”",39.60%
67,"The nurse hung up the phone and came to me. She said, “Mrs. Costa, has your daughter ever had a fainting spell?”",44.55%
68,"“Oh my God!” I said, “Don’t tell me you’re running for my daughter!”",41.58%
69,"“Yes,” she said, “come on in.”",23.76%
70,"So, I went into the room.",46.53%
71,And my daughter was on the bed with her bedroom slippers and her housecoat on.,50.50%
72,"And the beads of sweat – honest to God, not to exaggerate, they were that big.",79.21%
73,It came – just poured from her –,35.64%
74,"I said, “What did you do, kill my daughter?",82.18%
75,You killed her! You killed her!”,61.39%
76,That’s what I kept yelling.,62.38%
77,"And the doctor rushed in,",16.83%
78,"see, they were trying to get the doctor, you know.",16.83%
79,She was a lady doctor.,15.84%
80,"Dr. Schwartz actually did the operation, but she was his assistant, Dr. Montique.",14.85%
81,She was a lady doctor.,14.85%
82,"So, she came in and she said –",12.87%
83,"I said, “You killed my daughter – what did you do to her?”",71.29%
84,"She said, “We don’t know what happened, Mrs. Costa.”",41.58%
85,She took me away from the bed.,12.87%
86,"The nurse said to me, “Talk to her.”",17.82%
87,"I said, “Talk to her? My daughter’s dying, what am I supposed to tell her?”",25.74%
88,And I was screaming.,77.23%
89,My hair was all pulled out.,48.51%
90,"I went hysterical, you know what I mean? She was only eighteen years old.",78.22%
91,"Beautiful girl, you can see from her picture.",20.79%
92,"And just as I turned my back, my daughter passed away.",67.33%
93,She was getting ready to go home.,30.69%
94,I had the clothes and everything ready.,29.70%
95,My husband was waiting for her.,28.71%
96,"He came home, went upstairs to shave and wash, then sat on the step, waiting.",27.72%
97,“When is the mother coming?”,24.75%
98,The hospital kept calling.,22.77%
99,The people in the office didn’t know what had happened yet.,30.69%
100,"They kept calling the store, trying to reach us.",24.75%
101,"They asked, “When is the mother coming to pick up Marie?",30.69%
102,She’s discharged.”,25.74%
103,"And Rita said “That’s strange, the mother went to the hospital. She should be there.”",30.69%
104,So they came back to the hospital to look for us.,24.75%
105,"Rita said, “Gee, that’s strange,”",27.72%
106,"she said, “Mother must’ve gotten really worked up about Marie.”",24.75%
107,"You know, I’ve always had a bad heart.",23.76%
108,"“Mother must’ve gotten so upset about Marie, she probably made herself sick,” Rita thought.",28.71%
109,"So she came over with my son-in-law, in the car.",25.74%
110,"And I was in the main hallway, at the office.",22.77%
111,I was all pulled apart.,34.65%
112,One doctor wanted to give me a shot.,26.73%
113,"I said, “Get out of here,",40.59%
114,"I’ll kick you,” I said.",51.49%
115,"“You killed my daughter, now you want to kill me?”",50.50%
116,Another nurse came over.,34.65%
117,"See, they all knew me.",23.76%
118,"I had three operations in no time, not even a year.",23.76%
119,And I knew all the nurses.,22.77%
120,"“Mrs. Costa, please, take –”",40.59%
121,"“Get out!” I said, “Don’t you dare come near me.”",41.58%
122,I was so hysterical.,71.29%
123,I was banging my head against the wall and everything.,72.28%
124,They had to grab me.,51.49%
125,"Then they brought me to the office, see.",24.75%
126,"When Rita came in and saw me like that, she asked, “Mother, what happened?”",37.62%
127,"I said, “We lost Marie.",34.65%
128,Marie died.”,61.39%
129,"Well, that’s this one. This is a picture of Rita.",19.80%
130,She went down like lightning.,41.58%
131,"Dropped to the floor, and that’s a marble floor.",37.62%
132,She went down like lightning.,33.66%
133,"And the back of her leg, it felt just like a pole.",36.63%
134,"Hard like a pole, the back of her leg.",26.73%
135,And that girl is suffering.,28.71%
136,"Thirty – no, twenty-eight years since her sister died?",44.55%
137,"When she gets that pain, it’s like she has phlebitis from it.",46.53%
138,"She suffers – seven, eight, nine weeks at a time.",49.50%
139,"She can’t walk, she goes through such pain since then.",39.60%
140,And how did they figure how Marie died?,20.79%
141,"The girl who was walking with Marie,",20.79%
142,told the doctor that Marie was saying goodbye to Arlene.,21.78%
143,"And all Marie said to that girl was, “Oh, I’ve got a pain in my leg and I can’t see.”",21.78%
144,And then Marie collapsed.,23.76%
145,"Later, they said it was a blood clot.",54.46%
146,"I said, “Don’t you dare touch my daughter.",40.59%
147,I’ll burn this hospital down!,40.59%
148,I don’t care who’s in it.”,36.63%
149,"I said, “Don’t you dare touch my daughter.",41.58%
150,You want to find out what she died from.”,38.61%
151,"But if you touch my daughter, I’ll kill you.”",37.62%
152,I wouldn’t let them touch her.,19.80%
153,So when I got home – they took me home.,22.77%
154,I was screaming in the car.,26.73%
155,"I couldn’t get out, you know, I couldn’t –",20.79%
156,I was screaming!,22.77%
157,"Everybody came out, coming out of their doors because they could hear the screams.",23.76%
158,My husband was sitting on the step.,20.79%
159,"He asked, “What’s the matter? What happened to you?”",20.79%
160,"Well, my hair was all pulled, and my face – I was a mess.",24.75%
161,I didn’t know what I had done to myself.,20.79%
162,"I said, “Mike, we lost Marie. Marie died.” It was just a shock.",64.36%
163,My husband had a heart attack.,62.38%
164,"Yes, he had a heart attack.",40.59%
165,"Then my son, Michael, yeah. That night.",42.57%
166,"Right there, my Michael came, and my Michael collapsed.",61.39%
167,"He had a heart attack too, no kidding.",39.60%
168,"It was all – my two sisters were here, waiting until about half-past four.",24.75%
169,"They waited because they knew she was coming home that day, waiting for the call.",25.74%
170,"My younger sister had brought an orange for Marie, and I had never seen an orange like it. It was a big orange, like that.",23.76%
171,"She said, “Mary, look, when they call you, when you pick Marie up, let us know, and we’ll come over.”",21.78%
172,"I said, “All right.”",22.77%
173,"So, I got home and called everybody, told them what happened.",26.73%
174,I called my brother-in-law.,24.75%
175,He was an undertaker.,23.76%
176,My sister’s husband – he’s passed away now too. God rest his soul.,24.75%
177,Maybe you know him...,23.76%
178,"So they were waiting for my call, you know,",25.74%
179,"but instead, I sent my son James, he was little then.",23.76%
180,"I said, “Go tell Aunt Millie and Aunt Jenny.”",24.75%
181,"They had cleaned the pavement,",24.75%
182,"and done the cement work, and they were cleaning the pavement.",24.75%
183,"They said, “Here comes little Jamie,” and now they said,",25.74%
184,“Maybe he’s come to tell us Marie’s home.”,24.75%
185,"But when he got there, the poor kid’s eyes were all red.",24.75%
186,"They said, “James, what’s the matter, honey?",24.75%
187,Why are you crying?”,24.75%
188,"“Aunt Jenny, Aunt Millie, Marie died,” he said.",25.74%
189,"Well, my sisters and my mother, you know, they were all alive.",25.74%
190,It was a shock to everybody. That was a shock that –,42.57%
191,"The neighborhood – Annie at the store always says, “Mrs. Costa,” every time I go in there, she reminds me, “I just picture Marie standing at that step, looking over here.” She used to stand at that step.",36.63%
192,"She was a real quiet girl, pleasant, didn’t talk much,",33.66%
193,"but she was so good, I can’t even tell you.",34.65%
194,That’s all. So that’s what happened.,24.75%
