story,summary_idx,summary_text,narrative_len_chars,sum_logp,summary_len_chars,summary_len_tokens
hester_v1-park,0,"At 21, a designer prayed in a park for his disabled dad, who then took first steps in months.",2414,-101.65158881,93,23
hester_v1-park,1,A lunch-break prayer for a wheelchair-bound father became the turning point in his recovery.,2414,-80.556653597,92,17
hester_v1-park,2,"After months immobile, the narrator's father texted he walked right after a park prayer.",2414,-115.559671057,88,19
hester_v1-park,3,"Feeling urged to pray, a young worker asked God to help his father recover—and saw quick progress.",2414,-102.53462473,98,21
hester_v1-park,4,A father's first walker steps followed his child's quiet prayer under an oak tree.,2414,-92.98503376,82,17
hester_v1-park,5,The narrator links a sudden park prayer to his father's recovery from surgery and regained mobility.,2414,-97.3520516,100,18
hester_v1-park,6,"With his sister away and dad homebound, a young designer prayed and witnessed a breakthrough.",2414,-96.6955926,93,18
hester_v1-park,7,A man recovering from surgery began walking again after his child prayed during lunch.,2414,-77.741787345,86,15
hester_v1-park,8,A quiet plea for a father's independence was answered by a text: he had taken steps.,2414,-99.9481558,84,19
hester_v1-park,9,"Years after a seemingly answered prayer, the father walks unaided and enjoys life in his seventies.",2414,-93.2585949372,99,21
hester_v2-church,0,"At 22, a bookstore worker hears a voice urging prayer; Grandpa soon rises and recovers.",3226,-114.87349387,87,21
hester_v2-church,1,"A mysterious inner voice leads a young clerk to light a candle, after which Grandpa walks again.",3226,-101.98052118,96,20
hester_v2-church,2,"Alone at work, the narrator prays for a bedridden grandpa and returns to find him sitting up.",3226,-97.85240045,93,23
hester_v2-church,3,A nonreligious young adult follows a sudden call to church; Grandpa's recovery begins that day.,3226,-109.6582632,95,20
hester_v2-church,4,A candlelit prayer at an old church coincides with a bedridden grandfather regaining his strength.,3226,-86.142674113,98,20
hester_v2-church,5,The narrator's plea for healing is followed by Grandpa's sudden energy and years of renewed life.,3226,-90.751475237,97,20
hester_v2-church,6,"Prompted by an unseen voice, a bookstore clerk prays, sparking a lifelong belief in miracles.",3226,-95.669458485,93,20
hester_v2-church,7,"Grandpa rises after months bedridden, just after the narrator obeys a strange urge to pray.",3226,-103.91761624845,91,20
hester_v2-church,8,A family miracle reshapes the narrator's faith after a church prayer for an ailing grandfather.,3226,-89.7962379769,95,19
hester_v2-church,9,"Twenty years later, a prayer-linked recovery still reminds the narrator they are never alone.",3226,-96.60656271,93,17
panic,0,"Warehouse worker felt chest pressure, nearly fainted, and was rescued by an alert manager.",1890,-86.5898773453,90,18
panic,1,"After skipping food at work, narrator had a panic attack while stocking a warehouse.",1890,-90.02620903,84,16
panic,2,"Lightheaded and sweating on the warehouse floor, the narrator was caught before collapsing.",1890,-83.37237166,91,18
panic,3,"A manager noticed the narrator in distress, helped them sit, hydrate, and recover.",1890,-84.756094093,82,18
panic,4,"Chest tightness, pounding heart, and breathlessness turned out to be a panic attack.",1890,-54.9653476578,84,19
panic,5,"The narrator learned to eat, rest, and monitor stress after a scary workplace episode.",1890,-88.37638824,86,17
panic,6,An ordinary warehouse shift became frightening when panic symptoms struck suddenly.,1890,-75.28813257,83,12
panic,7,"Unable to call for help, the narrator was saved when their manager checked on them.",1890,-74.08632485,83,17
panic,8,Cold water and rest eased the narrator's panic attack after they nearly passed out.,1890,-84.3779422775,83,16
panic,9,A quick-thinking manager prevented a warehouse collapse from becoming much worse.,1890,-61.68534344,81,13
doSomething,0,"On the way to softball, a driver pulled into traffic, tailgated, and weaved behind the narrator.",3426,-95.576141453,96,23
doSomething,1,"A middle-aged man blocked Highway 24, then followed closely as the narrator drove to Homestead.",3426,-94.94898611,95,20
doSomething,2,"The narrator suspected a tailgating, weaving driver was drunk or ill and felt compelled to act.",3426,-83.441958892,95,20
doSomething,3,"Concerned about drunk driving and a possible medical emergency, the narrator flagged a sheriff.",3426,-79.80378551,95,17
doSomething,4,"At a stop sign, the narrator told deputies the driver behind him couldn't stay in his lane.",3426,-81.034043744,91,20
doSomething,5,"When the driver saw police being alerted, he stopped far back and began reversing down the road.",3426,-81.52603825,96,19
doSomething,6,"Deputies pursued the erratic driver, who reversed, then crept forward slowly and carefully.",3426,-91.85000353,91,18
doSomething,7,Lisa noticed the car riding their bumper as they drove north on Aboite Center toward the diamond.,3426,-101.26893263,97,20
doSomething,8,The narrator wrestled with getting involved but feared ignoring a drunk or sick driver.,3426,-91.06988649,87,16
doSomething,9,A risky drive to a church softball game ended with the narrator reporting an erratic motorist.,3426,-90.387822858,94,18
bear,0,"Farm-raised college friends go to Canada for bear hunting, but fear keeps them in the cabin.",4882,-93.295868928,92,20
bear,1,"Reluctant hunter draws high card, meets a huge bear, then realizes his gun is unloaded.",4882,-100.6117443,87,20
bear,2,A farm kid joins city friends on a Canadian bear hunt none of them actually wants to do.,4882,-97.29053393,88,19
bear,3,"After days hiding in a cabin, friends draw cards to decide who must bring back a bear.",4882,-90.76771017,86,19
bear,4,The narrator runs from a giant bear and tricks it into entering the cabin for his friends.,4882,-75.37101575,90,18
bear,5,"He shuts the cabin door on the bear: You skin him, I'll go get another one!",4882,-88.40390842,75,20
bear,6,"College buddies bond through farm hunts, then overreach with a spooky bear trip to Canada.",4882,-117.6788353,90,18
bear,7,"Afraid of mockery, the group makes one unlucky friend hunt a bear, and he delivers it alive.",4882,-113.81037045,92,21
bear,8,"An unloaded rifle turns a bear hunt into a sprint, ending with the bear trapped indoors.",4882,-90.28451385,88,18
bear,9,"His friends accept he kept his promise, but never invite him hunting again.",4882,-71.117277011,75,15
stein,0,"In 1925, a Black family’s new home was stoned in an Irish neighborhood, terrifying a 10-year-old.",7323,-87.713086506,97,26
stein,1,A girl sheltered her siblings from flying glass after racists hurled stones through their windows.,7323,-71.604214277377,98,19
stein,2,"Police told the family to move because neighbors didn’t want Black residents, offering no protection.",7323,-81.8775296,101,18
stein,3,"The mother demanded help at the precinct, then made police escort her home in a horse patrol wagon.",7323,-95.64177974,99,20
stein,4,"Facing hostile neighbors, the mother declared she had paid rent and would not leave without moving money.",7323,-91.2521246,105,19
stein,5,"A racist attack greeted the family’s move to Third and Wharton, but the mother stood her ground.",7323,-90.1354667377,96,21
stein,6,The narrator recalls praying and running to find her mother while stones smashed the new house.,7323,-88.0035779,95,17
stein,7,Authorities excused the violence as a bad Irish neighborhood and said they could do nothing.,7323,-81.42906654000001,92,17
stein,8,"The mother publicly challenged the crowd, saying she only wanted a home for her family.",7323,-68.64878665,87,17
stein,9,"Despite the terrifying welcome, neighbors later became kind when the father fell ill.",7323,-79.58647244,85,15
costa,0,"Marie, 18, died from a blood clot after appendicitis surgery as her mother arrived to take her home.",9181,-82.74438433254,100,25
costa,1,"A mother blames hospital staff for making her ether-sedated daughter get up, causing a fatal clot.",9181,-91.882260125,98,21
costa,2,"On discharge day, Marie collapsed with leg pain and blindness; doctors later cited a blood clot.",9181,-96.563258124,96,19
costa,3,"Mrs. Costa brought clothes and coffee plans for Marie, but found her sweating and dying in bed.",9181,-108.15624394,95,20
costa,4,The hospital kept calling for Marie’s pickup even as her mother learned Marie had died.,9181,-80.8809839,87,17
costa,5,"Marie’s death shattered the family: her father and brother had heart attacks, Rita collapsed.",9181,-88.9107899,93,19
costa,6,Rita fainted on the hospital’s marble floor and suffered recurring leg pain for decades afterward.,9181,-89.577101333,98,19
costa,7,"Mrs. Costa refused an autopsy, raging that the hospital had killed her beloved daughter.",9181,-76.23450192,88,17
costa,8,Relatives waiting to welcome Marie home instead heard from little James that she had died.,9181,-90.79158533,90,17
costa,9,"Twenty-eight years later, Marie’s mother still mourns, offering her first morning coffee to her.",9181,-90.53259422,96,20
