recall_id,clause_id,clause_text,rephrased_text
571a82d06a1c6300094c6a19,22,"because the ""old man never forgets anything""",owing to the chief's reputation for never forgetting a thing
571a82d06a1c6300094c6a19,23,so i put in for a transfer,thus I submitted a transfer request
571a82d06a1c6300094c6a19,24,and that was the end of my rookie career.,marking the conclusion of my initial years in law enforcement.
57a7337e913c710001977341,1,Rookie policeman got close to the chief’s daughter.,The new officer became acquainted with the chief's offspring.
57a7337e913c710001977341,2,She looked nice,She was quite attractive
57a7337e913c710001977341,3,but was a chatterbox.,yet she talked incessantly.
57a7337e913c710001977341,4,One day she said she was going to run away,She once mentioned her plans to elope
57a7337e913c710001977341,5,but didn’t,but refrained from doing so
57a7337e913c710001977341,6,and ended up at a police station,ultimately arriving at the precinct
57a7337e913c710001977341,7,after the rookie and her dad went looking for her.,following a search by her father and the novice cop.
57a7337e913c710001977341,8,They were relieved,They felt a sense of relief
57a7337e913c710001977341,9,as they only found her scarf in the park.,since they discovered only her scarf in the local park.
57a7337e913c710001977341,10,After she was found,Upon her discovery
57a7337e913c710001977341,11,the rookie felt all was well,the novice officer believed everything was in order
57a7337e913c710001977341,12,but another more experienced policeman said he should leave,"however, a seasoned officer advised him to depart"
57a7337e913c710001977341,13,as it seems the chief blamed him,implying that the chief held him responsible
57a7337e913c710001977341,14,and never forgot anyone who upset his daughter,and always remembered anyone who caused his daughter distress
57a7337e913c710001977341,15,so the rookie transferred.,leading to the young officer's transfer.
598d55aa8380cc00012a3a53,1,A young girl,A little girl
598d55aa8380cc00012a3a53,2,who is infatuated with a fit young police officer,deeply smitten with a robust young cop
598d55aa8380cc00012a3a53,3,has apparently run away.,seems to have vanished.
598d55aa8380cc00012a3a53,4,"Her father,","Her dad,"
598d55aa8380cc00012a3a53,5,"who is the young officer’s superior,","who holds a higher rank than the young cop,"
598d55aa8380cc00012a3a53,6,goes to challenge him.,confronts him about the situation.
598d55aa8380cc00012a3a53,7,"They search for her together,","Together, they set out to look for her,"
598d55aa8380cc00012a3a53,8,but she is found waiting at the police station.,only to discover she's been at the precinct all along.
598d55aa8380cc00012a3a53,9,"Fearful of further trouble,","Worried about potential complications,"
598d55aa8380cc00012a3a53,10,the rookie officer transfers out.,the novice policeman decides to transfer elsewhere.
59d54322c732930001d88b0f,1,"A police veteran had a daughter,","An experienced officer was the father of a girl,"
59d54322c732930001d88b0f,2,she was trying to impress a man with fitness,"who attempted to win over a gentleman through physical prowess,"
59d54322c732930001d88b0f,3,but he wasn’t interested.,yet he showed no interest.
59d54322c732930001d88b0f,4,She went missing,The daughter disappeared
59d54322c732930001d88b0f,5,"and they worked together to find her,","prompting them to join forces in the search for her,"
59d54322c732930001d88b0f,6,they found her scarf,"where they came across her shawl,"
59d54322c732930001d88b0f,7,and she was at the police station reading a book.,and discovered her at the precinct engrossed in literature.
59e52174e75b450001a69189,1,It was in my rookie year in the police force.,My first year on the force had just begun.
59e52174e75b450001a69189,2,"The police chief had a young daughter,","The head of the police had a daughter who was quite young,"
59e52174e75b450001a69189,3,I didn't like her very much.,I wasn't particularly fond of her.
59e52174e75b450001a69189,4,She was very charming until she opened her mouth.,Her charm dissipated the moment she spoke.
59e52174e75b450001a69189,5,She ran away.,She disappeared one day.
59e52174e75b450001a69189,6,The police chief came to me.,The chief of police approached me for help.
59e52174e75b450001a69189,7,"We went to search for her,","Together, we set out to find her,"
59e52174e75b450001a69189,8,"strategising,","planning carefully,"
59e52174e75b450001a69189,9,and went to the place where we found her scarf.,and made our way to where her scarf was discovered.
59e52174e75b450001a69189,10,"She was at the police station,","Turns out, she was at the precinct,"
59e52174e75b450001a69189,11,she hadn't run away.,she hadn't actually fled.
59e52174e75b450001a69189,12,The deputy police chief (Frank Mitchell) warned me to transfer,Deputy Chief Frank Mitchell cautioned me about a transfer
59e52174e75b450001a69189,13,because when the police chief has got an idea in his head it doesn't go away.,"because once something is in the chief's mind, it stays there."
59e52174e75b450001a69189,14,"So I transferred,","Thus, I made the move to another department,"
59e52174e75b450001a69189,15,that was the end of my police rookie year.,and that marked the conclusion of my inaugural year in law enforcement.
5a27eee353fc4b0001414fe8,1,The narrator is a rookie police officer with a Chief.,The storyteller is a novice cop with a superior.
5a27eee353fc4b0001414fe8,2,The chief has a daughter,The superior has a daughter.
5a27eee353fc4b0001414fe8,3,but rookie is not keen on her,"However, the novice isn't fond of her"
5a27eee353fc4b0001414fe8,4,as she talks too much.,because she is overly talkative.
5a27eee353fc4b0001414fe8,5,She told the chief she was running away.,She informed the superior of her plans to elope.
5a27eee353fc4b0001414fe8,6,They go and look for her,They set out to search for her
5a27eee353fc4b0001414fe8,7,and find her scarf,and come across her scarf
5a27eee353fc4b0001414fe8,8,but not her.,but she is nowhere to be found.
5a27eee353fc4b0001414fe8,9,On returning she is at the police station.,"Upon their return, she is present at the police department."
5a27eee353fc4b0001414fe8,10,Another officer tells the rookie that the Chief will be out to get him now,A fellow officer warns the novice that the Chief will seek retribution against him
5a27eee353fc4b0001414fe8,11,"and he should leave,","and advises him to depart,"
5a27eee353fc4b0001414fe8,12,so he does.,which he promptly does.
5a5e03dd8e62590001762542,1,Back in the day I was a rookie,"In the past, I was a novice"
5a5e03dd8e62590001762542,2,and my chief was a veteran,with my superior being an experienced officer
5a5e03dd8e62590001762542,3,he had a daughter who liked me.,his daughter took a liking to me.
5a5e03dd8e62590001762542,4,She was nice,She was pleasant
5a5e03dd8e62590001762542,5,until she opened her mouth,until she began to speak
5a5e03dd8e62590001762542,6,she was a chatterbox.,as she talked incessantly.
5a5e03dd8e62590001762542,7,One day she ran away,"Eventually, she disappeared"
5a5e03dd8e62590001762542,8,because her father kept scolding her about me,due to her father's constant reprimands concerning me
5a5e03dd8e62590001762542,9,"he was angry with me,","he harbored resentment towards me,"
5a5e03dd8e62590001762542,10,so I suggested we look for her.,thus I proposed that we search for her.
5a5e03dd8e62590001762542,11,We found her scarf in a park,Her scarf was discovered in a park
5a5e03dd8e62590001762542,12,but not her.,but she was nowhere to be found.
5a5e03dd8e62590001762542,13,She hadn't run away,It turned out she hadn't eloped
5a5e03dd8e62590001762542,14,she was back at the police station reading a book.,"instead, she was at the precinct engrossed in a book."
5a5e03dd8e62590001762542,15,The deputy suggested I should transfer,The assistant chief recommended my reassignment
5a5e03dd8e62590001762542,16,as the old man had a long memory.,since the old man's memory was notably retentive.
5a5e03dd8e62590001762542,17,I did,I complied
5a5e03dd8e62590001762542,18,and that was the end of my rookie year.,marking the conclusion of my initial year on the force.
5b3f93fc1388aa0001a80aaf,1,When I was a rookie police officer,During my early years as a law enforcement officer
5b3f93fc1388aa0001a80aaf,2,the chief was a veteran.,our leader was an experienced individual.
5b3f93fc1388aa0001a80aaf,3,He had caught an important criminal,He had apprehended a significant lawbreaker
5b3f93fc1388aa0001a80aaf,4,and won an award.,and received a commendation.
5b3f93fc1388aa0001a80aaf,5,Back then I was a fitness enthusiast.,"At that time, I was very passionate about physical fitness."
5b3f93fc1388aa0001a80aaf,6,He had a daughter,He was the father of a young woman
5b3f93fc1388aa0001a80aaf,7,who showed an interest in me,who took a liking to me
5b3f93fc1388aa0001a80aaf,8,but I hadn't noticed.,though it escaped my attention.
5b3f93fc1388aa0001a80aaf,9,She was a charming girl,She was quite enchanting
5b3f93fc1388aa0001a80aaf,10,until she opened her mouth.,until she began to speak.
5b3f93fc1388aa0001a80aaf,11,She was a chatterbox.,She just wouldn't stop talking.
5b3f93fc1388aa0001a80aaf,12,Goodness she could talk.,"Indeed, she was quite the conversationalist."
5b3f93fc1388aa0001a80aaf,13,One day she had left a note,"One occasion, she left behind a message"
5b3f93fc1388aa0001a80aaf,14,saying she was going to run away,indicating her intent to elope
5b3f93fc1388aa0001a80aaf,15,because he was always scolding her.,due to his constant reprimands.
5b3f93fc1388aa0001a80aaf,16,He came to my apartment,He showed up at my living space
5b3f93fc1388aa0001a80aaf,17,big intimidating look on his face.,with a daunting expression.
5b3f93fc1388aa0001a80aaf,18,I said I would help to look for her,I offered my assistance in the search for her
5b3f93fc1388aa0001a80aaf,19,but then he could do what he feels is right.,but also suggested he take whatever action he deemed appropriate.
5b3f93fc1388aa0001a80aaf,20,I was strategizing.,I was making plans.
5b3f93fc1388aa0001a80aaf,21,"We looked where we thought she would go,","We searched the places we suspected she might visit,"
5b3f93fc1388aa0001a80aaf,22,by the park,near the local green space
5b3f93fc1388aa0001a80aaf,23,and found her scarf.,and stumbled upon her shawl.
5b3f93fc1388aa0001a80aaf,24,But then we couldn't find a trace.,"Yet, no further signs of her were found."
5b3f93fc1388aa0001a80aaf,25,We turned,We pivoted
5b3f93fc1388aa0001a80aaf,26,and she was in the police station reading a book.,only to discover her at the station engrossed in literature.
5b3f93fc1388aa0001a80aaf,27,She hadn't run away.,She hadn't actually fled.
5b3f93fc1388aa0001a80aaf,28,Another officer told me,A colleague advised me
5b3f93fc1388aa0001a80aaf,29,you had better transfer,it would be wise to seek a transfer
5b3f93fc1388aa0001a80aaf,30,"because he never forgets anything once he has it in his mind,",since he's the type to never let go of something once it's on his mind.
5b52fb6cb3c9400001f23bb5,1,A rookie in the police,A newcomer to the law enforcement team
5b52fb6cb3c9400001f23bb5,2,This is a story about his first year in the force.,This narrative unfolds his initial year on duty.
5b52fb6cb3c9400001f23bb5,3,He had a boss who was a veteran.,His superior was an experienced officer.
5b52fb6cb3c9400001f23bb5,4,His boss had a young daughter,This superior had a daughter who was quite young
5b52fb6cb3c9400001f23bb5,5,Who it seems had a thing for the rookie,It appeared she had taken a liking to the new officer
5b52fb6cb3c9400001f23bb5,6,As he was a fitness enthusiast.,Particularly because he was devoted to physical fitness.
5b52fb6cb3c9400001f23bb5,7,When the boss's daughter went missing,Upon the disappearance of the superior's daughter
5b52fb6cb3c9400001f23bb5,8,The boss thought that the rookie had something to do with it,The superior suspected the newcomer might be involved
5b52fb6cb3c9400001f23bb5,9,And went to the rookie's apartment looking for the boss's daughter.,And decided to search the newcomer's flat for his missing child.
5b52fb6cb3c9400001f23bb5,10,She wasn't there,"However, she was not present there"
5b52fb6cb3c9400001f23bb5,11,So the rookie helped the boss look for his daughter.,"Thus, the newcomer joined the search with the superior for his child."
5b52fb6cb3c9400001f23bb5,12,They found her scarf near a park,They stumbled upon her scarf adjacent to a park
5b52fb6cb3c9400001f23bb5,13,And eventually located her at the police station reading a book.,And ultimately found her at the precinct engrossed in a book.
5b52fb6cb3c9400001f23bb5,14,The rookie's manager Frank Mitchell advised the rookie to transfer,"Frank Mitchell, the newcomer's supervisor, suggested a departmental move"
5b52fb6cb3c9400001f23bb5,15,As the boss never forgot anything,Since the superior was known to hold a long memory
5b52fb6cb3c9400001f23bb5,16,And the rookie would always have trouble if he stayed.,And the newcomer would perpetually face difficulties if he remained.
5b52fb6cb3c9400001f23bb5,17,The rookie took the advice and transferred.,"Heeding the counsel, the newcomer requested a transfer."
5bc127e62c0e6700013f2a08,1,"The author recalls their rookie year,","The writer reminisces about their first year,"
5bc127e62c0e6700013f2a08,2,in which they fell in love with the chief's daughter.,during which they became enamored with the leader's offspring.
5bc127e62c0e6700013f2a08,3,"She said she would run away,","She declared her intent to elope,"
5bc127e62c0e6700013f2a08,4,causing the chief to confront the author,prompting the leader to challenge the writer
5bc127e62c0e6700013f2a08,5,so they could find her together.,in order to jointly locate her.
5bc127e62c0e6700013f2a08,6,"Turns out, she hadn't run away at all.","As it happened, she never actually fled."
5bc127e62c0e6700013f2a08,7,"Nevertheless, the author transferred.","Regardless, the writer changed their posting."
5c3f18cf105d550001417ef0,1,There was a rookie in the police,A newcomer had joined the police force
5c3f18cf105d550001417ef0,2,and also a senior veteran.,accompanied by an experienced old-timer.
5c3f18cf105d550001417ef0,3,The daughter of the veteran liked the rookie,The old-timer's daughter took a liking to the newcomer
5c3f18cf105d550001417ef0,4,but he thought she was a chatterbox,yet he found her excessively talkative
5c3f18cf105d550001417ef0,5,and was not interested.,and showed no interest in return.
5c3f18cf105d550001417ef0,6,She told him her father always scolded her about him,She confessed that her father constantly reprimanded her regarding the newcomer
5c3f18cf105d550001417ef0,7,so she was going to run away.,which led her to contemplate fleeing.
5c3f18cf105d550001417ef0,8,The rookie and veteran went looking,The newcomer and the old-timer set out to search for her
5c3f18cf105d550001417ef0,9,and found her shaft,and stumbled upon her hideout
5c3f18cf105d550001417ef0,10,but not her.,but she was nowhere to be found.
5c3f18cf105d550001417ef0,11,They returned to the police station,They made their way back to the station
5c3f18cf105d550001417ef0,12,and she was there reading a book.,only to discover her engrossed in a book.
5c3f18cf105d550001417ef0,13,The deputy said I should move,The assistant remarked that I needed to relocate
5c3f18cf105d550001417ef0,14,the boss doesn't forget things,as the chief has a long memory
5c3f18cf105d550001417ef0,15,so that was the end of the rookie's time there.,marking the conclusion of the newcomer's tenure there.
5c71ca9bf6c9fe00013ef0b5,1,It was my rookie year at a Police Station.,My first year was spent at a Police Precinct.
5c71ca9bf6c9fe00013ef0b5,2,The captain there was a veteran and had received commendations for bravery and for capturing a criminal.,"The precinct's captain, a seasoned officer, had been honored for his valor and for apprehending a felon."
5c71ca9bf6c9fe00013ef0b5,3,His daughter liked me.,His daughter took a liking to me.
5c71ca9bf6c9fe00013ef0b5,4,I was a fitness fanatic.,I was obsessed with staying in shape.
5c71ca9bf6c9fe00013ef0b5,5,But I didn't like her.,"However, I wasn't fond of her."
5c71ca9bf6c9fe00013ef0b5,6,She talked far too much.,She was excessively talkative.
5c71ca9bf6c9fe00013ef0b5,7,One day she left me a message saying that she was going to run away.,"One day, she left a note indicating her plans to elope."
5c71ca9bf6c9fe00013ef0b5,8,As her father (my boss) was always telling her off about her infatuation with me.,"Her father, who was my superior, frequently scolded her for her crush on me."
5c71ca9bf6c9fe00013ef0b5,9,Her father came to my apartment that evening.,"That evening, her father visited my flat."
5c71ca9bf6c9fe00013ef0b5,10,And was very intimidating.,He came across as quite threatening.
5c71ca9bf6c9fe00013ef0b5,11,But I was able to calm him down.,"Nevertheless, I managed to soothe his nerves."
5c71ca9bf6c9fe00013ef0b5,12,And suggested that we team up and look for her.,I proposed that we join forces to search for her.
5c71ca9bf6c9fe00013ef0b5,13,He agreed with this.,He consented to the idea.
5c71ca9bf6c9fe00013ef0b5,14,And we started searching at a point where her scarf had been discovered.,So we initiated our search from the location where her scarf was found.
5c71ca9bf6c9fe00013ef0b5,15,We were unsuccessful.,Our efforts to find her proved fruitless.
5c71ca9bf6c9fe00013ef0b5,16,I encouraged him to keep looking.,I urged him to persist in the search.
5c71ca9bf6c9fe00013ef0b5,17,And we headed back to the Police Station.,We then made our way back to the precinct.
5c71ca9bf6c9fe00013ef0b5,18,"His daughter was in there, sitting in a chair, with a book in her hand.","There, his daughter was seated, engrossed in a book."
5c71ca9bf6c9fe00013ef0b5,19,Although that situation was resolved.,Even though the issue was settled.
5c71ca9bf6c9fe00013ef0b5,20,I was soon warned by her father's Deputy that my boss wouldn't forget this.,The captain's second-in-command soon cautioned me that my superior would not let the incident slide.
5c71ca9bf6c9fe00013ef0b5,21,And would likely blame me for the situation.,And he would probably hold me responsible for the ordeal.
5c71ca9bf6c9fe00013ef0b5,22,He (the deputy) suggested that I transfer away from that Station.,The deputy recommended that I seek a transfer from that precinct.
5c71ca9bf6c9fe00013ef0b5,23,I took his advice.,"Heeding his counsel,"
5c71ca9bf6c9fe00013ef0b5,24,And did so.,I proceeded to do just that.
5c71ca9bf6c9fe00013ef0b5,25,And concluded my rookie year at another Station.,"Thus, I wrapped up my inaugural year at a different station."
5c8808098d2bbf0017e4b527,1,I was a rookie cop.,I had just started my career in law enforcement.
5c8808098d2bbf0017e4b527,2,My boss was very experienced.,The chief had a wealth of experience.
5c8808098d2bbf0017e4b527,3,A young person was reported missing.,There was a report of a missing juvenile.
5c8808098d2bbf0017e4b527,4,"Turns out she didn't run away,","It appeared she hadn't eloped,"
5c8808098d2bbf0017e4b527,5,but turned herself in to the police station.,"instead, she presented herself at the precinct."
5c8808098d2bbf0017e4b527,6,Someone told me to leave the force,An individual suggested I resign from my position
5c8808098d2bbf0017e4b527,7,since my boss never forgets anything.,because my superior has an infallible memory.
5c8808098d2bbf0017e4b527,8,"I did,","So I followed that advice,"
5c8808098d2bbf0017e4b527,9,I quit.,I handed in my resignation.
5cb1fdb11a4c6a0015fdcdf7,1,I was a rookie policeman,I had just started my career in law enforcement
5cb1fdb11a4c6a0015fdcdf7,2,and my senior was boss,with my superior officer in charge
5cb1fdb11a4c6a0015fdcdf7,3,his daughter went missing,when his daughter disappeared
5cb1fdb11a4c6a0015fdcdf7,4,she had a crush on me,she harbored feelings for me
5cb1fdb11a4c6a0015fdcdf7,5,she read a book,she was engrossed in reading a novel
5cb1fdb11a4c6a0015fdcdf7,6,she lost her scarf,her scarf went missing
5cb1fdb11a4c6a0015fdcdf7,7,then the chief came to my house,"subsequently, the commander visited my residence"
5cb1fdb11a4c6a0015fdcdf7,8,we went to the place her scarf was found,we proceeded to the location where her scarf was recovered
5cb1fdb11a4c6a0015fdcdf7,9,but she turned up in the police station,"however, she reappeared at the precinct"
5cb1fdb11a4c6a0015fdcdf7,10,sat on a chair,seated on a bench
5cb1fdb11a4c6a0015fdcdf7,11,that was the end of my rookie days,marking the conclusion of my initial period as a policeman
5cb4c4ac0f6de500010beda7,1,I was rookie police officer,I had just started as a novice cop
5cb4c4ac0f6de500010beda7,2,and the chief had a daughter.,with the chief being the father of a girl.
5cb4c4ac0f6de500010beda7,3,She was a chatterbox.,The girl was known for being extremely talkative.
5cb4c4ac0f6de500010beda7,4,She ran away,She went missing one day
5cb4c4ac0f6de500010beda7,5,and we found her scarf near the police station.,and her scarf was discovered close to the precinct.
5cb4c4ac0f6de500010beda7,6,"Then we found her with a book in her hands,","Later, we located her clutching a novel,"
5cb4c4ac0f6de500010beda7,7,she had not run away.,it turned out she hadn't actually fled.
5cb4c4ac0f6de500010beda7,8,That was the end of my rookie days.,This incident marked the conclusion of my early career in law enforcement.
5cbf5803d2051000017d02fa,1,Back in the day in my time in the police force my manager/chief had a daughter.,"During my tenure with the police department, the chief, who was my superior, had a daughter."
5cbf5803d2051000017d02fa,2,I was in my rookie era.,"At that time, I was just starting out as a novice officer."
5cbf5803d2051000017d02fa,3,I was a fitness enthusiast and his daughter was after me.,"Being an avid gym-goer, I caught the attention of his daughter."
5cbf5803d2051000017d02fa,4,"She was a chatterbox,","She was quite the conversationalist,"
5cbf5803d2051000017d02fa,5,she never stopped talking.,incessantly engaging in talk without pause.
5cbf5803d2051000017d02fa,6,"One day he turned up at my house and said she had gone missing,","One particular day, he appeared at my doorstep announcing her disappearance,"
5cbf5803d2051000017d02fa,7,I said we best go and look.,to which I responded that we should immediately commence a search.
5cbf5803d2051000017d02fa,8,We found a scarf and carried on looking,We stumbled upon her scarf and persisted in our search
5cbf5803d2051000017d02fa,9,but it turns out she was at the police station.,only to discover she had been at the station all along.
5cbf5803d2051000017d02fa,10,After this I was told to relocate and transfer,"Subsequently, I received orders to move and switch locations"
5cbf5803d2051000017d02fa,11,"and the chief never forgets,","and the chief, with his long memory,"
5cbf5803d2051000017d02fa,12,so that’s it I transferred and left.,ensured that I was transferred and thus I departed.
5ce059ad3f8060001509faaa,1,The narrator was a rookie police man.,The storyteller was a novice officer.
5ce059ad3f8060001509faaa,2,His chief of police had caught really bad men.,His superior had apprehended some very dangerous criminals.
5ce059ad3f8060001509faaa,3,The narrator was a fitness enthusiast.,The storyteller was passionate about physical fitness.
5ce059ad3f8060001509faaa,4,The chiefs daughter took a liking to him.,The superior's daughter grew fond of him.
5ce059ad3f8060001509faaa,5,One day his daughter ran away after being scolded.,"One day, she vanished after receiving a reprimand."
5ce059ad3f8060001509faaa,6,The chief came to the narrators house.,The superior visited the storyteller's residence.
5ce059ad3f8060001509faaa,7,The chief was angry.,The superior was furious.
5ce059ad3f8060001509faaa,8,The narrator strategized.,The storyteller devised a plan.
5ce059ad3f8060001509faaa,9,The narrator said let's go and look for her together.,The storyteller proposed that they search for her together.
5ce059ad3f8060001509faaa,10,If we don't find her do what you will.,"He said if she remains missing, do as you see fit."
5ce059ad3f8060001509faaa,11,They looked and looked.,They searched tirelessly.
5ce059ad3f8060001509faaa,12,Eventually they found her at the police station with a pink scarf.,"Ultimately, they discovered her at the precinct adorned with a pink scarf."
5ce059ad3f8060001509faaa,13,She had not run away.,It turned out she hadn't fled.
5ce059ad3f8060001509faaa,14,The narrator was told that he should leave the department.,The storyteller was advised to depart from the force.
5ce059ad3f8060001509faaa,15,The narrator should transfer somewhere else because the chief will not forget what happened.,The storyteller was recommended to relocate because the superior would remember the incident.
5ce059ad3f8060001509faaa,16,His daughters liking for him was a factor.,Her affection for him played a role.
5ce059ad3f8060001509faaa,17,The narrator took the advise.,The storyteller heeded the advice.
5ce059ad3f8060001509faaa,18,The narrator transferred departments.,The storyteller switched to a different division.
5ce059ad3f8060001509faaa,19,That was the end of his stage as a rookie.,Thus concluded his early days as a novice.
5cf6ad46041d260015e5d794,1,Rookie police officer falls for the old police chief's daughter.,Novice cop develops an affection for the veteran police chief's offspring.
5cf6ad46041d260015e5d794,2,She likes fitness.,She has a passion for physical exercise.
5cf6ad46041d260015e5d794,3,She gets in trouble at home for dating the rookie.,She faces domestic issues for her relationship with the new officer.
5cf6ad46041d260015e5d794,4,She appears to run away.,It seems as though she has eloped.
5cf6ad46041d260015e5d794,5,"The rookie and chief look for her,","The novice and the chief search for her,"
5cf6ad46041d260015e5d794,6,using a lost scarf near a park as a starting point.,initiating their search at a park where they found her misplaced scarf.
5cf6ad46041d260015e5d794,7,"They find her reading a book in a police station,","They discover her engrossed in a book at the precinct,"
5cf6ad46041d260015e5d794,8,she hadn't run away.,indicating she didn't actually flee.
5cf6ad46041d260015e5d794,9,"The deputy suggests that the rookie should transfer,","The assistant officer advises the novice to consider a transfer,"
5cf6ad46041d260015e5d794,10,which he does.,and he proceeds with the transfer.
5d2d5401d2f71900159663c1,1,"Back in my days,","During my earlier years,"
5d2d5401d2f71900159663c1,2,I was a rookie officer.,I served as a novice officer.
5d2d5401d2f71900159663c1,3,I had a boss,My superior was a man
5d2d5401d2f71900159663c1,4,who had a daughter,who had a young daughter
5d2d5401d2f71900159663c1,5,that was a chatterbox.,known for her incessant talking.
5d2d5401d2f71900159663c1,6,One day he shows up at my door,One particular day he arrived at my residence
5d2d5401d2f71900159663c1,7,"and I strategize a way to find her,","and I concocted a plan to locate her,"
5d2d5401d2f71900159663c1,8,from her scarf.,using her scarf as a clue.
5d2d5401d2f71900159663c1,9,Eventually we find her,"After some time, we succeeded in finding her"
5d2d5401d2f71900159663c1,10,but she was not in trouble.,though she was not in any danger.
5d2d5401d2f71900159663c1,11,My boss Eric gives me an ultimatum,My supervisor Eric presented me with a choice
5d2d5401d2f71900159663c1,12,to transfer to a different department,to move to another division
5d2d5401d2f71900159663c1,13,which I take.,which I accepted.
5d2d5401d2f71900159663c1,14,That is the end of my rookie year.,Thus concluded my initial year as an officer.
5d5c250a0274020016e2333a,1,"When I was a rookie at the police station,","During my early days at the precinct,"
5d5c250a0274020016e2333a,2,"the chief, who was then a veteran won an award for bravery.",the seasoned chief received a commendation for his courageous acts.
5d5c250a0274020016e2333a,3,The chief had a daughter,This chief was the father of a young woman
5d5c250a0274020016e2333a,4,who was attracted to me because of my love of fitness.,who found herself drawn to me due to my passion for physical fitness.
5d5c250a0274020016e2333a,5,However the chief's daughter was a chatterbox,"Yet, this young woman was known for her incessant talking"
5d5c250a0274020016e2333a,6,and I therefore did not return her feelings.,which led me to not reciprocate her affection.
5d5c250a0274020016e2333a,7,One day she left a note,"Eventually, she left behind a message"
5d5c250a0274020016e2333a,8,saying she was running away,indicating her intention to elope
5d5c250a0274020016e2333a,9,after her father had been scolding her about me.,following a reprimand from her father concerning me.
5d5c250a0274020016e2333a,10,"We went to look for her,","We initiated a search for her,"
5d5c250a0274020016e2333a,11,going to where he had found her scarf.,tracking down the location where her scarf was discovered.
