recall_id,clause_id,clause_text
5ec848e98af2e014101df8e5,5,His daughter had her eye on me.
5ec848e98af2e014101df8e5,6,I wasn’t interested
5ec848e98af2e014101df8e5,7,because as charming as she was
5ec848e98af2e014101df8e5,8,she was a chatterbox.
5ec848e98af2e014101df8e5,9,She told me she would run away
5ec848e98af2e014101df8e5,10,as her father wanted her to date me
5ec848e98af2e014101df8e5,11,and I wouldn’t.
5ec848e98af2e014101df8e5,12,Her father came to me saying she had run away.
5ec848e98af2e014101df8e5,13,I said I would help look for her
5ec848e98af2e014101df8e5,14,and if we couldn’t find her
5ec848e98af2e014101df8e5,15,he could do whatever he needed too.
5ec848e98af2e014101df8e5,16,We looked at the park where her scarf was found.
5ec848e98af2e014101df8e5,17,We looked all around but couldn’t find her.
5ec848e98af2e014101df8e5,18,When we got back to the station
5ec848e98af2e014101df8e5,19,she was there sitting in a car reading a book.
5ec848e98af2e014101df8e5,20,The deputy told me I should transfer
5ec848e98af2e014101df8e5,21,as once the chief had something in his mind
5ec848e98af2e014101df8e5,22,he wouldn’t forget it.
5ec848e98af2e014101df8e5,23,I transferred
5ec848e98af2e014101df8e5,24,and that was the end of my rookie year.
6107acc592df914a921e2b41,1,back when the writer was a rookie
6107acc592df914a921e2b41,2,"he had a police chief who was a veteran,"
6107acc592df914a921e2b41,3,he once caught a big criminal.
6107acc592df914a921e2b41,4,the writer was big into fitness.
6107acc592df914a921e2b41,5,"there was a girl who was charming but a chatterbox,"
6107acc592df914a921e2b41,6,she disappeared
6107acc592df914a921e2b41,7,"and they went searching,"
6107acc592df914a921e2b41,8,when they got back to the police station
6107acc592df914a921e2b41,9,"she was there,"
6107acc592df914a921e2b41,10,"reading a book,"
6107acc592df914a921e2b41,11,...something about laying low
6107acc592df914a921e2b41,12,and that was the end of the rookie year.
59e52174e75b450001a69189,1,It was in my rookie year in the police force.
59e52174e75b450001a69189,2,"The police chief had a young daughter,"
59e52174e75b450001a69189,3,I didn't like her very much.
59e52174e75b450001a69189,4,She was very charming until she opened her mouth.
59e52174e75b450001a69189,5,She ran away.
59e52174e75b450001a69189,6,The police chief came to me.
59e52174e75b450001a69189,7,"We went to search for her,"
59e52174e75b450001a69189,8,"strategising,"
59e52174e75b450001a69189,9,and went to the place where we found her scarf.
59e52174e75b450001a69189,10,"She was at the police station,"
59e52174e75b450001a69189,11,she hadn't run away.
59e52174e75b450001a69189,12,The deputy police chief (Frank Mitchell) warned me to transfer
59e52174e75b450001a69189,13,because when the police chief has got an idea in his head it doesn't go away.
59e52174e75b450001a69189,14,"So I transferred,"
59e52174e75b450001a69189,15,that was the end of my police rookie year.
5eab1e2cc8c0ac0d8262feaf,1,Back when I was a rookie at the police station.
5eab1e2cc8c0ac0d8262feaf,2,"There was a deputy that had a daughter,"
5eab1e2cc8c0ac0d8262feaf,3,she was trying to impress me
5eab1e2cc8c0ac0d8262feaf,4,but she was a chatterbox.
5eab1e2cc8c0ac0d8262feaf,5,One day she went missing
5eab1e2cc8c0ac0d8262feaf,6,and we ended up in the police station
5eab1e2cc8c0ac0d8262feaf,7,- sitting on a bench.
5eab1e2cc8c0ac0d8262feaf,8,"She never left all along,"
5eab1e2cc8c0ac0d8262feaf,9,"the Deputy, Mitchell told me to change over,"
5eab1e2cc8c0ac0d8262feaf,10,and that was the rest of my rookie days.
611c96b7f768a98f30d44812,1,The narrator is a rookie police man.
611c96b7f768a98f30d44812,2,The daughter of the Chief likes him
611c96b7f768a98f30d44812,3,but runs away
611c96b7f768a98f30d44812,4,as her father is always scolding her.
611c96b7f768a98f30d44812,5,He then goes looking for her
611c96b7f768a98f30d44812,6,but find her reading a book in the police station.
611c96b7f768a98f30d44812,7,He is then told
611c96b7f768a98f30d44812,8,that he had better leave the police.
5fa154fd4cbe97227182aff7,1,I was a rookie police officer
5fa154fd4cbe97227182aff7,2,and my commanding officer was a veteran.
5fa154fd4cbe97227182aff7,3,His daughter liked me
5fa154fd4cbe97227182aff7,4,and would always try to get my attention.
5fa154fd4cbe97227182aff7,5,I wasn't very fond of her
5fa154fd4cbe97227182aff7,6,because she was a chatterbox.
5fa154fd4cbe97227182aff7,7,"One day, she ran away from home"
5fa154fd4cbe97227182aff7,8,because her father argued about me with her.
5fa154fd4cbe97227182aff7,9,He arrived at my door
5fa154fd4cbe97227182aff7,10,and asked me to help look for her.
5fa154fd4cbe97227182aff7,11,We started searching
5fa154fd4cbe97227182aff7,12,but only found her scarf.
5fa154fd4cbe97227182aff7,13,We went back to the station
5fa154fd4cbe97227182aff7,14,to find her reading a book.
5fa154fd4cbe97227182aff7,15,She had decided not to run away.
5fa154fd4cbe97227182aff7,16,He was still upset with me for some reason
5fa154fd4cbe97227182aff7,17,and I was warned by a fellow officer
5fa154fd4cbe97227182aff7,18,that I need to transfer
5fa154fd4cbe97227182aff7,19,and I did.
5bc127e62c0e6700013f2a08,1,"The author recalls their rookie year,"
5bc127e62c0e6700013f2a08,2,in which they fell in love with the chief's daughter.
5bc127e62c0e6700013f2a08,3,"She said she would run away,"
5bc127e62c0e6700013f2a08,4,causing the chief to confront the author
5bc127e62c0e6700013f2a08,5,so they could find her together.
5bc127e62c0e6700013f2a08,6,"Turns out, she hadn't run away at all."
5bc127e62c0e6700013f2a08,7,"Nevertheless, the author transferred."
5ce059ad3f8060001509faaa,1,The narrator was a rookie police man.
5ce059ad3f8060001509faaa,2,His chief of police had caught really bad men.
5ce059ad3f8060001509faaa,3,The narrator was a fitness enthusiast.
5ce059ad3f8060001509faaa,4,The chiefs daughter took a liking to him.
5ce059ad3f8060001509faaa,5,One day his daughter ran away after being scolded.
5ce059ad3f8060001509faaa,6,The chief came to the narrators house.
5ce059ad3f8060001509faaa,7,The chief was angry.
5ce059ad3f8060001509faaa,8,The narrator strategized.
5ce059ad3f8060001509faaa,9,The narrator said let's go and look for her together.
5ce059ad3f8060001509faaa,10,If we don't find her do what you will.
5ce059ad3f8060001509faaa,11,They looked and looked.
5ce059ad3f8060001509faaa,12,Eventually they found her at the police station with a pink scarf.
5ce059ad3f8060001509faaa,13,She had not run away.
5ce059ad3f8060001509faaa,14,The narrator was told that he should leave the department.
5ce059ad3f8060001509faaa,15,The narrator should transfer somewhere else because the chief will not forget what happened.
5ce059ad3f8060001509faaa,16,His daughters liking for him was a factor.
5ce059ad3f8060001509faaa,17,The narrator took the advise.
5ce059ad3f8060001509faaa,18,The narrator transferred departments.
5ce059ad3f8060001509faaa,19,That was the end of his stage as a rookie.
5f0a1d89eb65250d7d9eedb4,1,The chief of police is well respected in the community
5f0a1d89eb65250d7d9eedb4,2,and has a stunning daughter.
5f0a1d89eb65250d7d9eedb4,3,She is lovely
5f0a1d89eb65250d7d9eedb4,4,and pretty.
5f0a1d89eb65250d7d9eedb4,5,But when she opens her mouth
5f0a1d89eb65250d7d9eedb4,6,"she becomes unattractive,"
5f0a1d89eb65250d7d9eedb4,7,she talks too much.
5f0a1d89eb65250d7d9eedb4,8,"Goodness,"
5f0a1d89eb65250d7d9eedb4,9,she is a chatter box.
5f0a1d89eb65250d7d9eedb4,10,"One day she decided to run away,"
5f0a1d89eb65250d7d9eedb4,11,because of her chief police father scolding her all the time.
5f0a1d89eb65250d7d9eedb4,12,He came to me after she left
5f0a1d89eb65250d7d9eedb4,13,and demanded I search for her.
5f0a1d89eb65250d7d9eedb4,14,I said I'll do what I can
5f0a1d89eb65250d7d9eedb4,15,and then if we can't find her
5f0a1d89eb65250d7d9eedb4,16,you can do whatever you feel is right.
5f0a1d89eb65250d7d9eedb4,17,We looked in a park where we last found her scarf
5f0a1d89eb65250d7d9eedb4,18,and then nothing.
5f0a1d89eb65250d7d9eedb4,19,"We returned to a police station,"
5f0a1d89eb65250d7d9eedb4,20,"and there she was, holding a book in her hand."
5f0a1d89eb65250d7d9eedb4,21,The officer there told me I better transfer
5f0a1d89eb65250d7d9eedb4,22,because that old man never forgets a thing.
5f0a1d89eb65250d7d9eedb4,23,I already transferred
5f0a1d89eb65250d7d9eedb4,24,and that was the end of my rookie year.
5f4560c565e28d13e5dd5d56,1,The narrator was a police officer
5f4560c565e28d13e5dd5d56,2,and his chief had a daughter.
5f4560c565e28d13e5dd5d56,3,The chief's daughter wanted to get close to the narrator
5f4560c565e28d13e5dd5d56,4,but her father was against it.
5f4560c565e28d13e5dd5d56,5,The daughter ran away from home.
5f4560c565e28d13e5dd5d56,6,The chief officer scolded the police
5f4560c565e28d13e5dd5d56,7,and they started searching for the girl at the park.
5f4560c565e28d13e5dd5d56,8,They found her scarf only.
5f4560c565e28d13e5dd5d56,9,They found the girl at the police station
5f4560c565e28d13e5dd5d56,10,busy reading a book.
5f4560c565e28d13e5dd5d56,11,The deputy officer told the rookie to stay away
5f4560c565e28d13e5dd5d56,12,from the daughter of the chief officer.
60471ddd0b6ed718cb843760,1,Back in the day
60471ddd0b6ed718cb843760,2,when he was a rookie
60471ddd0b6ed718cb843760,3,there was a lady
60471ddd0b6ed718cb843760,4,that went missing
60471ddd0b6ed718cb843760,5,only to find out
60471ddd0b6ed718cb843760,6,that she was not actually missing.
60471ddd0b6ed718cb843760,7,The detective
60471ddd0b6ed718cb843760,8,had a daughter
60471ddd0b6ed718cb843760,9,as well.
5f411693e388cd26c8000e90,1,A young rookie cop
5f411693e388cd26c8000e90,2,had trouble
5f411693e388cd26c8000e90,3,with a chief’s daughter
5f411693e388cd26c8000e90,4,who followed him.
5f411693e388cd26c8000e90,5,She was angry
5f411693e388cd26c8000e90,6,with her father
5f411693e388cd26c8000e90,7,who was always scolding her.
5f411693e388cd26c8000e90,8,She said
5f411693e388cd26c8000e90,9,she was going to run away.
5f411693e388cd26c8000e90,10,The rookie and father
5f411693e388cd26c8000e90,11,went in search
5f411693e388cd26c8000e90,12,and found her scarf.
5f411693e388cd26c8000e90,13,Eventually they went back
5f411693e388cd26c8000e90,14,to the police station
5f411693e388cd26c8000e90,15,where the girl was
5f411693e388cd26c8000e90,16,and was reading a book.
5f411693e388cd26c8000e90,17,Another officer told the rookie
5f411693e388cd26c8000e90,18,the chief would never forget
5f411693e388cd26c8000e90,19,so he had better move on.
5f411693e388cd26c8000e90,20,He did move
5f411693e388cd26c8000e90,21,and that was the end
5f411693e388cd26c8000e90,22,of his rookie year.
5d833b0e6642ee0001bfa9cb,1,working in police force
5d833b0e6642ee0001bfa9cb,2,and met a girl
5d833b0e6642ee0001bfa9cb,3,who was the chiefs daughter.
5d833b0e6642ee0001bfa9cb,4,he didnt like her
5d833b0e6642ee0001bfa9cb,5,as she had a big mouth.
5ea2c41d59f5e906e5eea326,1,Back in the days when he was a rookie police officer
5ea2c41d59f5e906e5eea326,2,he worked under a chief who was a veteran.
5ea2c41d59f5e906e5eea326,3,The veteran had a young daughter
5ea2c41d59f5e906e5eea326,4,who became obsessed with the rookie police officer.
5ea2c41d59f5e906e5eea326,5,The rookie didn’t like her much
5ea2c41d59f5e906e5eea326,6,because she talked too much.
5ea2c41d59f5e906e5eea326,7,The daughter was always scolded by her dad
5ea2c41d59f5e906e5eea326,8,for always talking to and obsessing over the rookie
5ea2c41d59f5e906e5eea326,9,so she sent the rookie a message saying she was going to run away.
5ea2c41d59f5e906e5eea326,10,The rookie spoke to his chief about finding her
5ea2c41d59f5e906e5eea326,11,"and said he would help,"
5ea2c41d59f5e906e5eea326,12,chief accepted
5ea2c41d59f5e906e5eea326,13,and they traced her to a park
5ea2c41d59f5e906e5eea326,14,where they found her scarf.
5ea2c41d59f5e906e5eea326,15,But in the end it turns out she didn’t run away
5ea2c41d59f5e906e5eea326,16,and was found with a book in her hands.
5ea2c41d59f5e906e5eea326,17,A fellow officer told the rookie he should transfer
5ea2c41d59f5e906e5eea326,18,because of all of the issues
5ea2c41d59f5e906e5eea326,19,and the rookie agreed
5ea2c41d59f5e906e5eea326,20,and transferred.
604637ce7d3ec8090f32cbed,1,Back in the day.
604637ce7d3ec8090f32cbed,2,There was a guy who was a rookie at a police station.
604637ce7d3ec8090f32cbed,3,The captain had a daughter that liked this new rookie.
604637ce7d3ec8090f32cbed,4,"Well, he was a gym enthusiast."
604637ce7d3ec8090f32cbed,5,But he never quite liked the girl.
604637ce7d3ec8090f32cbed,6,She looked good until she opened her mouth.
604637ce7d3ec8090f32cbed,7,She was quite the chatterbox and she never kept quiet.
604637ce7d3ec8090f32cbed,8,She said she would run away if he doesn't give her a chance.
604637ce7d3ec8090f32cbed,9,And really one time she disappeared and the captain came looking for her at his place.
604637ce7d3ec8090f32cbed,10,He promised to do harm to him if he doesn't find her.
604637ce7d3ec8090f32cbed,11,He had a plan of where to look this was to distract him.
604637ce7d3ec8090f32cbed,12,They found her scarf and not her.
604637ce7d3ec8090f32cbed,13,"Only to find her at the station on a chair, reading a book."
604637ce7d3ec8090f32cbed,14,He was warned to lay low or disappear because the captain never forgets.
604637ce7d3ec8090f32cbed,15,Then he transferred to another station.
5fc4cb35621804962c7d21df,1,The narrator was a rookie in a police station
5fc4cb35621804962c7d21df,2,and the chief was a veteran.
5fc4cb35621804962c7d21df,3,He had a daughter
5fc4cb35621804962c7d21df,4,"who was a real chatterbox,"
5fc4cb35621804962c7d21df,5,could talk a lot anyway
5fc4cb35621804962c7d21df,6,she took a shine to the rookie
5fc4cb35621804962c7d21df,7,and they were not too keen.
5fc4cb35621804962c7d21df,8,"She told the rookie that her father was not ok with her interest in the rookie,"
5fc4cb35621804962c7d21df,9,she threatened to run away.
5fc4cb35621804962c7d21df,10,The veteran went to the rookies house
5fc4cb35621804962c7d21df,11,"and when the rookie offered to help look for her,"
5fc4cb35621804962c7d21df,12,he seemed ok with this.
5fc4cb35621804962c7d21df,13,"They searched for her,"
5fc4cb35621804962c7d21df,14,found a scarf
5fc4cb35621804962c7d21df,15,and then went to the police station
5fc4cb35621804962c7d21df,16,to find her sitting there reading a book.
5fc4cb35621804962c7d21df,17,Another officer advised the rookie to transfer
5fc4cb35621804962c7d21df,18,"as the veteran never forgets,"
5fc4cb35621804962c7d21df,19,so they moved
5fc4cb35621804962c7d21df,20,and that was the end of the rookies time.
601882967b43c4142c33867c,1,The narrator was a rookie police officer.
601882967b43c4142c33867c,2,The chief of police at his station was an angry man with a daughter.
601882967b43c4142c33867c,3,The daughter was enamoured by the rookie police officer.
601882967b43c4142c33867c,4,Although he thought her to be a chatter box.
601882967b43c4142c33867c,5,She told him that if he didn't reciprocate then she would run away.
601882967b43c4142c33867c,6,Which she did.
601882967b43c4142c33867c,7,The police chief blamed the rookie.
601882967b43c4142c33867c,8,Although they teamed up to find the girl.
601882967b43c4142c33867c,9,They found her at the police station with a book in her hand.
601882967b43c4142c33867c,10,On his next shift the rookie was advised to transfer station.
601882967b43c4142c33867c,11,Because the chief was an angry man that never forgets.
601882967b43c4142c33867c,12,And he blamed the rookie for his daughter's behaviour.
601882967b43c4142c33867c,13,So the rookie did just that.
601882967b43c4142c33867c,14,And that was the end of his rookie career.
5f86ebc47c32d005ad582abd,1,"There was a Policeman,"
5f86ebc47c32d005ad582abd,2,a good one
5f86ebc47c32d005ad582abd,3,but he hadn't won a medal or award for bravery.
5f86ebc47c32d005ad582abd,4,HE had a daughter
5f86ebc47c32d005ad582abd,5,whom the writer really liked.
5f86ebc47c32d005ad582abd,6,"She was witty, intelligent and beautiful (or words to that effect)."
5f86ebc47c32d005ad582abd,7,The Policeman didn't want the writer to be friends
5f86ebc47c32d005ad582abd,8,or have a relationship with the daughter.
5f86ebc47c32d005ad582abd,9,She went missing one day.
5f86ebc47c32d005ad582abd,10,The writer proposed he would look for her.
5f86ebc47c32d005ad582abd,11,Maybe the Policeman went too.
5f86ebc47c32d005ad582abd,12,They found a scarf belonging to her
5f86ebc47c32d005ad582abd,13,and I can't remember if they actually found her.
5f86ebc47c32d005ad582abd,14,My memory is worse than I thought.
612c0ddf54ad4f6744e875b7,1,"Back in the days,"
612c0ddf54ad4f6744e875b7,2,I was a rookie in the police force.
612c0ddf54ad4f6744e875b7,3,The chief was something.
612c0ddf54ad4f6744e875b7,4,I was a fitness enthusiast.
612c0ddf54ad4f6744e875b7,5,He has a daughter
612c0ddf54ad4f6744e875b7,6,who was talking to me.
612c0ddf54ad4f6744e875b7,7,She was a charmer
612c0ddf54ad4f6744e875b7,8,until she opened her mouth.
612c0ddf54ad4f6744e875b7,9,Then she ran away.
612c0ddf54ad4f6744e875b7,10,The superintendent came to my house
612c0ddf54ad4f6744e875b7,11,with an intimidating look.
612c0ddf54ad4f6744e875b7,12,We decided to look for her
612c0ddf54ad4f6744e875b7,13,and found her scarf at a park
612c0ddf54ad4f6744e875b7,14,but not her.
612c0ddf54ad4f6744e875b7,15,Then we found her at a police station
612c0ddf54ad4f6744e875b7,16,reading a book.
612c0ddf54ad4f6744e875b7,17,She hadn’t run away.
612c0ddf54ad4f6744e875b7,18,Someone at the station told me
612c0ddf54ad4f6744e875b7,19,I should leave
612c0ddf54ad4f6744e875b7,20,as he didn’t forget anything.
612c0ddf54ad4f6744e875b7,21,So I did.
612c0ddf54ad4f6744e875b7,22,That was the end of my rookie year.
5fbaf990efe4a5bcf223f9d7,1,a girl was a rookie
5fbaf990efe4a5bcf223f9d7,2,and had an argument with a boss gf
5fbaf990efe4a5bcf223f9d7,3,and the girlfriend disappeared
5fbaf990efe4a5bcf223f9d7,4,"but at the end they found,"
5fbaf990efe4a5bcf223f9d7,5,the rookie girl had to transfer
5fbaf990efe4a5bcf223f9d7,6,because the boss did not forget easily.
5b52fb6cb3c9400001f23bb5,1,A rookie in the police
5b52fb6cb3c9400001f23bb5,2,This is a story about his first year in the force.
5b52fb6cb3c9400001f23bb5,3,He had a boss who was a veteran.
5b52fb6cb3c9400001f23bb5,4,His boss had a young daughter
5b52fb6cb3c9400001f23bb5,5,Who it seems had a thing for the rookie
5b52fb6cb3c9400001f23bb5,6,As he was a fitness enthusiast.
5b52fb6cb3c9400001f23bb5,7,When the boss's daughter went missing
5b52fb6cb3c9400001f23bb5,8,The boss thought that the rookie had something to do with it
5b52fb6cb3c9400001f23bb5,9,And went to the rookie's apartment looking for the boss's daughter.
5b52fb6cb3c9400001f23bb5,10,She wasn't there
5b52fb6cb3c9400001f23bb5,11,So the rookie helped the boss look for his daughter.
5b52fb6cb3c9400001f23bb5,12,They found her scarf near a park
5b52fb6cb3c9400001f23bb5,13,And eventually located her at the police station reading a book.
5b52fb6cb3c9400001f23bb5,14,The rookie's manager Frank Mitchell advised the rookie to transfer
5b52fb6cb3c9400001f23bb5,15,As the boss never forgot anything
5b52fb6cb3c9400001f23bb5,16,And the rookie would always have trouble if he stayed.
5b52fb6cb3c9400001f23bb5,17,The rookie took the advice and transferred.
60ef0945a694c106c9e47ca2,1,A man was in his first year (rookie year) as a police officer.
60ef0945a694c106c9e47ca2,2,The Chief's daughter was interested in him.
60ef0945a694c106c9e47ca2,3,He didn't really like her.
60ef0945a694c106c9e47ca2,4,He thought she talked too much.
60ef0945a694c106c9e47ca2,5,The daughter gave him a note.
60ef0945a694c106c9e47ca2,6,The note told him that she would run away.
60ef0945a694c106c9e47ca2,7,Her Dad was scolding her about him.
60ef0945a694c106c9e47ca2,8,"Later, the daughter was lost."
60ef0945a694c106c9e47ca2,9,The Chief confronted the man.
60ef0945a694c106c9e47ca2,10,The man offered to help search for her.
60ef0945a694c106c9e47ca2,11,They found her scarf.
60ef0945a694c106c9e47ca2,12,They couldn't find her.
60ef0945a694c106c9e47ca2,13,"When they returned to the police station, they found her there."
60ef0945a694c106c9e47ca2,14,The man was told that the Chief suspected something.
60ef0945a694c106c9e47ca2,15,"Once he had something in his head, he wouldn't let it go."
5cb4c4ac0f6de500010beda7,1,I was rookie police officer
5cb4c4ac0f6de500010beda7,2,and the chief had a daughter.
5cb4c4ac0f6de500010beda7,3,She was a chatterbox.
5cb4c4ac0f6de500010beda7,4,She ran away
5cb4c4ac0f6de500010beda7,5,and we found her scarf near the police station.
5cb4c4ac0f6de500010beda7,6,"Then we found her with a book in her hands,"
5cb4c4ac0f6de500010beda7,7,she had not run away.
5cb4c4ac0f6de500010beda7,8,That was the end of my rookie days.
5b3f93fc1388aa0001a80aaf,1,When I was a rookie police officer
5b3f93fc1388aa0001a80aaf,2,the chief was a veteran.
5b3f93fc1388aa0001a80aaf,3,He had caught an important criminal
5b3f93fc1388aa0001a80aaf,4,and won an award.
5b3f93fc1388aa0001a80aaf,5,Back then I was a fitness enthusiast.
5b3f93fc1388aa0001a80aaf,6,He had a daughter
5b3f93fc1388aa0001a80aaf,7,who showed an interest in me
5b3f93fc1388aa0001a80aaf,8,but I hadn't noticed.
5b3f93fc1388aa0001a80aaf,9,She was a charming girl
5b3f93fc1388aa0001a80aaf,10,until she opened her mouth.
5b3f93fc1388aa0001a80aaf,11,She was a chatterbox.
5b3f93fc1388aa0001a80aaf,12,Goodness she could talk.
5b3f93fc1388aa0001a80aaf,13,One day she had left a note
5b3f93fc1388aa0001a80aaf,14,saying she was going to run away
5b3f93fc1388aa0001a80aaf,15,because he was always scolding her.
5b3f93fc1388aa0001a80aaf,16,He came to my apartment
5b3f93fc1388aa0001a80aaf,17,big intimidating look on his face.
5b3f93fc1388aa0001a80aaf,18,I said I would help to look for her
5b3f93fc1388aa0001a80aaf,19,but then he could do what he feels is right.
5b3f93fc1388aa0001a80aaf,20,I was strategizing.
5b3f93fc1388aa0001a80aaf,21,"We looked where we thought she would go,"
5b3f93fc1388aa0001a80aaf,22,by the park
5b3f93fc1388aa0001a80aaf,23,and found her scarf.
5b3f93fc1388aa0001a80aaf,24,But then we couldn't find a trace.
5b3f93fc1388aa0001a80aaf,25,We turned
5b3f93fc1388aa0001a80aaf,26,and she was in the police station reading a book.
5b3f93fc1388aa0001a80aaf,27,She hadn't run away.
5b3f93fc1388aa0001a80aaf,28,Another officer told me
5b3f93fc1388aa0001a80aaf,29,you had better transfer
5b3f93fc1388aa0001a80aaf,30,"because he never forgets anything once he has it in his mind,"
5b3f93fc1388aa0001a80aaf,31,"and I did,"
5b3f93fc1388aa0001a80aaf,32,I transferred.
5b3f93fc1388aa0001a80aaf,33,And that was the end of my rookie year.
571a82d06a1c6300094c6a19,1,When I started as a rookie policeman
571a82d06a1c6300094c6a19,2,I was introduced to my boss
571a82d06a1c6300094c6a19,3,who happened to be a war veteran.
