recall_id,clause_id,clause_text
611641c6583d8bab5012dee0,16,as she had a habit of doing things this likes this
611641c6583d8bab5012dee0,17,so i did keep a low profile in the future.
6116c9e9f3490c79002fda6e,1,"When growing up,"
6116c9e9f3490c79002fda6e,2,she was a tomboy.
6116c9e9f3490c79002fda6e,3,Mrs. Baker was the local cat lady
6116c9e9f3490c79002fda6e,4,with 20 or so cats.
6116c9e9f3490c79002fda6e,5,Mrs. Baker had a boy living with her
6116c9e9f3490c79002fda6e,6,"who liked the author,"
6116c9e9f3490c79002fda6e,7,but she didn't catch on.
6116c9e9f3490c79002fda6e,8,He had very poor manners.
6116c9e9f3490c79002fda6e,9,One day he threatened to run away
6116c9e9f3490c79002fda6e,10,because Mrs. Baker nagged him constantly.
6116c9e9f3490c79002fda6e,11,"Mrs. Baker came to the author about it,"
6116c9e9f3490c79002fda6e,12,"and the author talked her down,"
6116c9e9f3490c79002fda6e,13,suggesting they go look for him
6116c9e9f3490c79002fda6e,14,and call the police if needed.
6116c9e9f3490c79002fda6e,15,"they found his baseball cap,"
6116c9e9f3490c79002fda6e,16,but no other traces.
6116c9e9f3490c79002fda6e,17,Later they found him in a treehouse
6116c9e9f3490c79002fda6e,18,reading a comic-
6116c9e9f3490c79002fda6e,19,he hadn't run away.
6116c9e9f3490c79002fda6e,20,"The sheriff, Dawson, suggested that the author lie low"
6116c9e9f3490c79002fda6e,21,because Mrs. Baker never forgets once she gets someone into her head.
6116c9e9f3490c79002fda6e,22,So the author laid low.
6116c9e9f3490c79002fda6e,23,this was the second time.
5a56222f8e6259000175b271,1,Mrs baker was the cat lady in my neighbourhood
5a56222f8e6259000175b271,2,when i was growing up.
5a56222f8e6259000175b271,3,She had at least 20 cats.
5a56222f8e6259000175b271,4,"Her told me her grandson liked me,"
5a56222f8e6259000175b271,5,although I didn’t notice;
5a56222f8e6259000175b271,6,i was a tomboy.
5a56222f8e6259000175b271,7,One day she thought he’d run off
5a56222f8e6259000175b271,8,so we went looking for him.
5a56222f8e6259000175b271,9,"We couldn’t find him,"
5a56222f8e6259000175b271,10,but when we got back to my treehouse he was there.
5a56222f8e6259000175b271,11,"The local sherif (?) said I need to be careful,"
5a56222f8e6259000175b271,12,Mrs Baker never forgets anything.
5d27b8fee5af0b00157f41a6,1,In a neighborhood
5d27b8fee5af0b00157f41a6,2,"where Mrs Baker lived,"
5d27b8fee5af0b00157f41a6,3,she was a cat lady
5d27b8fee5af0b00157f41a6,4,that had a grandson
5d27b8fee5af0b00157f41a6,5,that went missing.
6107acc592df914a921e2b41,1,there was a lady
6107acc592df914a921e2b41,2,"called mrs baker,"
6107acc592df914a921e2b41,3,"she was the local cat lady,"
6107acc592df914a921e2b41,4,"she had a grandson,"
6107acc592df914a921e2b41,5,the writer was a tomboy.
6107acc592df914a921e2b41,6,the grandson had very poor manners.
6107acc592df914a921e2b41,7,he disappeared one day
6107acc592df914a921e2b41,8,"and the lady asked the writer to help find him,"
6107acc592df914a921e2b41,9,"she advised not going to the police till they look,"
6107acc592df914a921e2b41,10,"they find him in a tree reading a comic,"
6107acc592df914a921e2b41,11,the police arrive later
6107acc592df914a921e2b41,12,and tell the writer to lay low
6107acc592df914a921e2b41,13,because the old lady doesn't forget things.
5fa154fd4cbe97227182aff7,1,Mrs Baker was the town's cat Lady.
5fa154fd4cbe97227182aff7,2,She had around 20 cats.
5fa154fd4cbe97227182aff7,3,Her grandson tried to befriend me
5fa154fd4cbe97227182aff7,4,but I was not fond of his bad manners.
5fa154fd4cbe97227182aff7,5,He threatened to run away
5fa154fd4cbe97227182aff7,6,and Mrs Baker asked me to look for him.
5fa154fd4cbe97227182aff7,7,I agreed
5fa154fd4cbe97227182aff7,8,and we searched.
5fa154fd4cbe97227182aff7,9,We later found him reading a book at the treehouse.
5fa154fd4cbe97227182aff7,10,He decided not to run away.
5ce059ad3f8060001509faaa,1,Mrs Baker was a cat lady
5ce059ad3f8060001509faaa,2,who had 20 cats in her time
5ce059ad3f8060001509faaa,3,she had a grandson
5ce059ad3f8060001509faaa,4,who threatened to run away.
5ce059ad3f8060001509faaa,5,The narrator of the story went out to look for his
5ce059ad3f8060001509faaa,6,and eventually found him up a tree
5ce059ad3f8060001509faaa,7,on a tree branch near the tree house
5ce059ad3f8060001509faaa,8,reading a comic book.
5ce059ad3f8060001509faaa,9,He had a ginger cat with him.
5ce059ad3f8060001509faaa,10,The police officer came over
5ce059ad3f8060001509faaa,11,and said he had better lay low
5ce059ad3f8060001509faaa,12,as the cat lady never forgets what happens
5ce059ad3f8060001509faaa,13,and may be on the look out for him.
5ce059ad3f8060001509faaa,14,the boy did as he was told
5ce059ad3f8060001509faaa,15,and laid low for the evening.
5ce059ad3f8060001509faaa,16,It was the second time
5ce059ad3f8060001509faaa,17,he had pretended to try and run away.
60721c2da01b3a616edba9a7,1,Mrs Baker was the neighbourhood cat lady.
60721c2da01b3a616edba9a7,2,She had a nephew.
60721c2da01b3a616edba9a7,3,Who liked me.
60721c2da01b3a616edba9a7,4,And nagged her about it.
60721c2da01b3a616edba9a7,5,I invited him over to my tree house.
60721c2da01b3a616edba9a7,6,To trick him.
60721c2da01b3a616edba9a7,7,So the Sheriff could get him.
60721c2da01b3a616edba9a7,8,We thought he had run away.
60721c2da01b3a616edba9a7,9,Only to find him inside the tree house.
5f0a1d89eb65250d7d9eedb4,1,Mrs baker lived is the friendly neighborhood cat lady.
5f0a1d89eb65250d7d9eedb4,2,She was a tomboy back in the day.
5f0a1d89eb65250d7d9eedb4,3,She had a charming friend called Devin who had really bad manners.
5f0a1d89eb65250d7d9eedb4,4,Goodness his manners were bad.
5f0a1d89eb65250d7d9eedb4,5,So one day he lost his cat and decided to run away.
5f0a1d89eb65250d7d9eedb4,6,She went looking for him but he ended up being in a treehouse club.
5f0a1d89eb65250d7d9eedb4,7,She never forgets anything and this was the second time.
5f4560c565e28d13e5dd5d56,1,It is a story about a woman
5f4560c565e28d13e5dd5d56,2,who owned a cat.
5f4560c565e28d13e5dd5d56,3,She had a tomboy grand son.
5f4560c565e28d13e5dd5d56,4,The narrator tried to befriend the boy
5f4560c565e28d13e5dd5d56,5,but the boy had no manners.
5f4560c565e28d13e5dd5d56,6,He ran away from home
5f4560c565e28d13e5dd5d56,7,and was reported missing at the police station.
5f4560c565e28d13e5dd5d56,8,It turned out he didn't run away.
5f4560c565e28d13e5dd5d56,9,The sheriff told the narrator to stay out of the woman's way.
60471ddd0b6ed718cb843760,1,Detective Dawson said
60471ddd0b6ed718cb843760,2,he should lay low
60471ddd0b6ed718cb843760,3,"as, once the lady had it in her head"
60471ddd0b6ed718cb843760,4,she would not let it go.
60471ddd0b6ed718cb843760,5,She had many cats
60471ddd0b6ed718cb843760,6,and a treehouse.
56b39f0b2bac74000c89df22,1,Mrs Baker had 20 cats
56b39f0b2bac74000c89df22,2,and lived in same neighbourhood as storyteller/narrator.
56b39f0b2bac74000c89df22,3,She had a grandson
56b39f0b2bac74000c89df22,4,who was trying to befriend the narrator
56b39f0b2bac74000c89df22,5,but she wasn't interested
56b39f0b2bac74000c89df22,6,as he had poor manners.
56b39f0b2bac74000c89df22,7,One day the grandson told narrator
56b39f0b2bac74000c89df22,8,he was going to run away
56b39f0b2bac74000c89df22,9,"because Mrs Baker kept nagging, about narrator."
56b39f0b2bac74000c89df22,10,Later Mrs B went to narrator's treehouse
56b39f0b2bac74000c89df22,11,(a tabby cat was with her)
56b39f0b2bac74000c89df22,12,wanting to call the police
56b39f0b2bac74000c89df22,13,because grandson was missing.
56b39f0b2bac74000c89df22,14,Narrator suggested they go and look for him first
56b39f0b2bac74000c89df22,15,"before calling police,"
56b39f0b2bac74000c89df22,16,so they did
56b39f0b2bac74000c89df22,17,but only found his baseball cap.
56b39f0b2bac74000c89df22,18,The sheriff was called
56b39f0b2bac74000c89df22,19,but when Mrs B and narrator got back to the treehouse
56b39f0b2bac74000c89df22,20,her grandson was there reading a comic.
56b39f0b2bac74000c89df22,21,The sheriff told someone
56b39f0b2bac74000c89df22,22,(not sure if it was the narrator or grandson)
56b39f0b2bac74000c89df22,23,to lay lie
56b39f0b2bac74000c89df22,24,as Mrs B never forgot anything.
60e7568c4852517f1a4135a1,1,Mrs Baker was a neighbour
60e7568c4852517f1a4135a1,2,"who had twenty cats,"
60e7568c4852517f1a4135a1,3,or at least they just lived with her.
60e7568c4852517f1a4135a1,4,She had a charming grandson
60e7568c4852517f1a4135a1,5,that the person didn't take to
60e7568c4852517f1a4135a1,6,because he didn't have good manners.
60e7568c4852517f1a4135a1,7,He said his grandmother was always nagging him about the person
60e7568c4852517f1a4135a1,8,and one day he said he was going to run away.
60e7568c4852517f1a4135a1,9,The person was in their tree house
60e7568c4852517f1a4135a1,10,and the grandmother asked for help to find her grandson.
60e7568c4852517f1a4135a1,11,The person went with the grandmother to an old mill
60e7568c4852517f1a4135a1,12,"and found the grandsons hat,"
60e7568c4852517f1a4135a1,13,they trailed for a while
60e7568c4852517f1a4135a1,14,but didn't find him.
60e7568c4852517f1a4135a1,15,When they got back to the tree house
60e7568c4852517f1a4135a1,16,the grandson was sitting on a branch.
60e7568c4852517f1a4135a1,17,The sheriff told the person to lie low
60e7568c4852517f1a4135a1,18,because the grandmother never forgot anything.
603e398b791c600929143195,1,I stayed in an old neighbourhood
603e398b791c600929143195,2,and my neighbour was an old cat lady
603e398b791c600929143195,3,- well she adopted some
603e398b791c600929143195,4,or given them a home.
603e398b791c600929143195,5,She had a grandson
603e398b791c600929143195,6,and back then I was a tomboy
603e398b791c600929143195,7,But he started liking
603e398b791c600929143195,8,and I was not into him at first
603e398b791c600929143195,9,he was a good looking lad
603e398b791c600929143195,10,"but as time goes you would see that he had bad manners,"
603e398b791c600929143195,11,goodness he had bad manners.
603e398b791c600929143195,12,one day he wrote a note saying he was running away
603e398b791c600929143195,13,saying that she was nagging him about me.
603e398b791c600929143195,14,She came to my house with a cat
603e398b791c600929143195,15,and I told her to calm down
603e398b791c600929143195,16,I will look for him first
603e398b791c600929143195,17,and if I dont find him you can call the police.
5a4c063dac413f0001e607ec,1,Mrs Baker was the street cat lady
5a4c063dac413f0001e607ec,2,and gave homes to around 20 cats.
5a4c063dac413f0001e607ec,3,Her grandson wanted to be friends with the author
5a4c063dac413f0001e607ec,4,but the author didn’t really want to be friends.
5a4c063dac413f0001e607ec,5,One day the grandson went missing
5a4c063dac413f0001e607ec,6,"and Mrs Baker came looking for him,"
5a4c063dac413f0001e607ec,7,bringing her tabby cat.
5a4c063dac413f0001e607ec,8,"They tried to find him,"
5a4c063dac413f0001e607ec,9,with the author saying if they couldn’t then she could call the police.
5a4c063dac413f0001e607ec,10,It turns out he was in the treehouse reading a book.
5dc5c2dfe0089e56432b4d6c,1,There was a cat lady
5dc5c2dfe0089e56432b4d6c,2,who had 20 cats
5dc5c2dfe0089e56432b4d6c,3,her grandson went missing one day
5dc5c2dfe0089e56432b4d6c,4,and she went to a tree house
5dc5c2dfe0089e56432b4d6c,5,to try
5dc5c2dfe0089e56432b4d6c,6,and find him.
604637ce7d3ec8090f32cbed,1,"Okay,"
604637ce7d3ec8090f32cbed,2,so there was a young lady
604637ce7d3ec8090f32cbed,3,who was tomboyish.
604637ce7d3ec8090f32cbed,4,She lived in a neighborhood
604637ce7d3ec8090f32cbed,5,that had a lady with 20 cats.
604637ce7d3ec8090f32cbed,6,There was a boy
604637ce7d3ec8090f32cbed,7,who came to live with the lady.
604637ce7d3ec8090f32cbed,8,He quite liked the tomboyish girl
604637ce7d3ec8090f32cbed,9,and one day disappeared.
604637ce7d3ec8090f32cbed,10,But they found him reading in a tree house.
604637ce7d3ec8090f32cbed,11,The lady I assume blamed her for the boy's disappearance.
604637ce7d3ec8090f32cbed,12,The sheriff then told the girl to lay low for some time
604637ce7d3ec8090f32cbed,13,because the lady doesn't forget
604637ce7d3ec8090f32cbed,14,and she holds grudges.
62e968ffd7078370fb3ce83a,1,Neighbour called Mrs Baker
62e968ffd7078370fb3ce83a,2,resident cat lady
62e968ffd7078370fb3ce83a,3,"had twenty something cats,"
62e968ffd7078370fb3ce83a,4,had a grandson
62e968ffd7078370fb3ce83a,5,who she thought might be interested in me.
62e968ffd7078370fb3ce83a,6,but i wasn't interested.
62e968ffd7078370fb3ce83a,7,She Came to the tree house
62e968ffd7078370fb3ce83a,8,"looking for him,"
62e968ffd7078370fb3ce83a,9,"big fat grey tabby cat in tow,"
62e968ffd7078370fb3ce83a,10,thought he'd run away.
62e968ffd7078370fb3ce83a,11,"We couldn't find him,"
62e968ffd7078370fb3ce83a,12,"then found a baseball cap,"
62e968ffd7078370fb3ce83a,13,then found him down by the mill-
62e968ffd7078370fb3ce83a,14,he hadn't run away
62e968ffd7078370fb3ce83a,15,but he was sitting in a tree reading -
62e968ffd7078370fb3ce83a,16,he told me that he needed to get away from her nagging
62e968ffd7078370fb3ce83a,17,about us getting together.
62e968ffd7078370fb3ce83a,18,Then the police came
62e968ffd7078370fb3ce83a,19,and told me that she never forgets anything.
62e968ffd7078370fb3ce83a,20,That's the second time.
60aac2137954982efe1026c0,1,There was an old lady
60aac2137954982efe1026c0,2,who kept a lot of cats in the neighborhood.
60aac2137954982efe1026c0,3,She had a grandson.
60aac2137954982efe1026c0,4,The grandson wanted to befriend the author
60aac2137954982efe1026c0,5,because they were a tomboy;
60aac2137954982efe1026c0,6,"however, the author never thought about it"
60aac2137954982efe1026c0,7,because he had bad manners.
60aac2137954982efe1026c0,8,One day the boy decided to run away
60aac2137954982efe1026c0,9,because of the author.
60aac2137954982efe1026c0,10,The old lady came to the authors treehouse
60aac2137954982efe1026c0,11,with a tabby cat
60aac2137954982efe1026c0,12,and they decided to look for him.
60aac2137954982efe1026c0,13,They managed to find the boys cap
60aac2137954982efe1026c0,14,but didn't find him
60aac2137954982efe1026c0,15,and returned.
60aac2137954982efe1026c0,16,"When they returned, they found the boy in the treehouse club."
60aac2137954982efe1026c0,17,The sheriff (Dawson) warned the author
60aac2137954982efe1026c0,18,that the old lady didn't easily forget things
60aac2137954982efe1026c0,19,once they are stuck in her head.
5fbaf990efe4a5bcf223f9d7,1,there was a lady
5fbaf990efe4a5bcf223f9d7,2,who loved cats
5fbaf990efe4a5bcf223f9d7,3,and had a grandson.
5fbaf990efe4a5bcf223f9d7,4,and there was a girl
5fbaf990efe4a5bcf223f9d7,5,who was a tomboy.
5fbaf990efe4a5bcf223f9d7,6,the grandson liked the tomboy girl
5fbaf990efe4a5bcf223f9d7,7,"but the girl did not,"
5fbaf990efe4a5bcf223f9d7,8,so one day the grandson disappeared
5fbaf990efe4a5bcf223f9d7,9,and the lady and the girl looked for him
5fbaf990efe4a5bcf223f9d7,10,until they found him in a tree house
5fbaf990efe4a5bcf223f9d7,11,"reading a comic book,"
5fbaf990efe4a5bcf223f9d7,12,the sheriff from the town warned the girl
5fbaf990efe4a5bcf223f9d7,13,to lay low a bit
5fbaf990efe4a5bcf223f9d7,14,because the lady does not forget
5fbaf990efe4a5bcf223f9d7,15,and she did.
6038d61ed98e9525e3365a7c,1,"Mrs. Baker the cat lady next door,"
6038d61ed98e9525e3365a7c,2,"who had adopted at least 20 cats,"
6038d61ed98e9525e3365a7c,3,had a grandson
6038d61ed98e9525e3365a7c,4,who like me.
6038d61ed98e9525e3365a7c,5,"I didn't know he liked me,"
6038d61ed98e9525e3365a7c,6,I was a tomboy back then.
6038d61ed98e9525e3365a7c,7,Her grandson had horrible manners.
6038d61ed98e9525e3365a7c,8,"One day Mrs. Baker came over,"
6038d61ed98e9525e3365a7c,9,"with a big cat in hand,"
6038d61ed98e9525e3365a7c,10,because she thought her grandson had gone missing.
6038d61ed98e9525e3365a7c,11,"She came to my treehouse,"
6038d61ed98e9525e3365a7c,12,I advised she go to the police if she couldn't find him.
6038d61ed98e9525e3365a7c,13,We went to look for him
6038d61ed98e9525e3365a7c,14,where he dropped his baseball cap.
6038d61ed98e9525e3365a7c,15,We came back to find him in the treehouse
6038d61ed98e9525e3365a7c,16,comic book in hand.
5b082f3d61cde20001b6706e,1,I had a neighbour called Mrs Baker
5b082f3d61cde20001b6706e,2,who was a crazy cat lady.
5b082f3d61cde20001b6706e,3,She had at least 20 cats
5b082f3d61cde20001b6706e,4,"or had rehomed some,"
5b082f3d61cde20001b6706e,5,she lived with her grandson.
5b082f3d61cde20001b6706e,6,I was a tomboy.
5b082f3d61cde20001b6706e,7,The grandson wanted to be my friend
5b082f3d61cde20001b6706e,8,but I didn't like him.
5b082f3d61cde20001b6706e,9,He was not nice
5b082f3d61cde20001b6706e,10,"and had poor manners,"
5b082f3d61cde20001b6706e,11,goodness gracious me he had poor manners.
5b082f3d61cde20001b6706e,12,One day he left a note saying he had run away
5b082f3d61cde20001b6706e,13,the grandmother came to me to ask to help find him
5b082f3d61cde20001b6706e,14,she kept nagging.
5b082f3d61cde20001b6706e,15,I said we will look for him
5b082f3d61cde20001b6706e,16,and then call the police if needed.
5b082f3d61cde20001b6706e,17,We went looking
5b082f3d61cde20001b6706e,18,and found his baseball cap at the old mill
5b082f3d61cde20001b6706e,19,but no trace of him.
5b082f3d61cde20001b6706e,20,We went to the treehouse club
5b082f3d61cde20001b6706e,21,and found him reading a comic.
5b082f3d61cde20001b6706e,22,Sherriff Dawson said I should stay low for a while
5b082f3d61cde20001b6706e,23,as the old lady doesn't forget
5b082f3d61cde20001b6706e,24,so I laid low out of sight.
5b082f3d61cde20001b6706e,25,That was the second time.
5ddc561ea1679a000e75f05c,1,Mrs Baker was the resident cat lady.
5ddc561ea1679a000e75f05c,2,She had adopted 20 -
5ddc561ea1679a000e75f05c,3,or had helped find them a home.
5ddc561ea1679a000e75f05c,4,She had a grandson who liked me
5ddc561ea1679a000e75f05c,5,and I was a tomboy.
5ddc561ea1679a000e75f05c,6,"One day, the grandson was missing."
5ddc561ea1679a000e75f05c,7,"Mrs Baker came to look for him,"
5ddc561ea1679a000e75f05c,8,a fat tabby cat in tow.
5ddc561ea1679a000e75f05c,9,We found his baseball cap
5ddc561ea1679a000e75f05c,10,but no other trace.
5ddc561ea1679a000e75f05c,11,Finally we found him reading a comic book in the treehouse.
5ea20fd571038c119083a8df,1,Mrs Baker still lived in my old neighbourhood.
5ea20fd571038c119083a8df,2,She hoarded all different types of cats.
5ea20fd571038c119083a8df,3,She had up to twenty two at any one time.
5ea20fd571038c119083a8df,4,I recall visiting her.
5ea20fd571038c119083a8df,5,Her grand son was present.
5ea20fd571038c119083a8df,6,I remember that he had terrible manners.
5ea20fd571038c119083a8df,7,"Really, really awful manners."
5ea20fd571038c119083a8df,8,Terrible!
5ea20fd571038c119083a8df,9,But he always helped his gran rescue her cats.
5ea20fd571038c119083a8df,10,The cats were from beyond our hideout.
5ea20fd571038c119083a8df,11,Way beyond the old treehouse.
5ea20fd571038c119083a8df,12,One cat got stuck in a treetop.
5ea20fd571038c119083a8df,13,We had a treehouse in that treetop.
5ea20fd571038c119083a8df,14,We used to spend summers in that treehouse.
5ea20fd571038c119083a8df,15,What fun!
5ea20fd571038c119083a8df,16,He was able to climb to the top.
5ea20fd571038c119083a8df,17,He could gently lift cats to safety.
5ea20fd571038c119083a8df,18,I could only climb up half way.
5ea20fd571038c119083a8df,19,"Tomboy, that's what Mrs Baker used to call me."
5ea20fd571038c119083a8df,20,"Her shrill tone of ""Tomboy"", still rings in my ears today."
5ea20fd571038c119083a8df,21,All these years later.
5ea20fd571038c119083a8df,22,"Once, the cat lady, (for that what we called her), rang the police!"
5ea20fd571038c119083a8df,23,She thought we were stuck in the tree.
5ea20fd571038c119083a8df,24,"""What you doing up there, tomboy"", she yelled at me."
5ea20fd571038c119083a8df,25,She was on the phone to the police.
5ea20fd571038c119083a8df,26,"Arriving as though there was a hostage seige, two police cars swooped down the gravelly rough pathways."
5ea20fd571038c119083a8df,27,The pathways were through the tall lofty trees.
5ea20fd571038c119083a8df,28,The sound of the fire brigade was ringing out behind them.
5ea20fd571038c119083a8df,29,Everyone came out of their cottages.
5ea20fd571038c119083a8df,30,"They were peering, and mumbling to each other over the fences."
5ea20fd571038c119083a8df,31,They were pointing at our treehouse.
5ea20fd571038c119083a8df,32,And that's all I can remember.
