segment_id,segment_text,p-caught
124,They had to grab me.,52.05%
125,"Then they brought me to the office, see.",43.86%
126,"When Rita came in and saw me like that, she asked, “Mother, what happened?”",53.80%
127,"I said, “We lost Marie.",63.16%
128,Marie died.”,58.48%
129,"Well, that’s this one. This is a picture of Rita.",38.01%
130,She went down like lightning.,42.69%
131,"Dropped to the floor, and that’s a marble floor.",40.94%
132,She went down like lightning.,40.94%
133,"And the back of her leg, it felt just like a pole.",45.61%
134,"Hard like a pole, the back of her leg.",44.44%
135,And that girl is suffering.,42.69%
136,"Thirty – no, twenty-eight years since her sister died?",50.88%
137,"When she gets that pain, it’s like she has phlebitis from it.",57.31%
138,"She suffers – seven, eight, nine weeks at a time.",55.56%
139,"She can’t walk, she goes through such pain since then.",52.63%
140,And how did they figure how Marie died?,34.50%
141,"The girl who was walking with Marie,",34.50%
142,told the doctor that Marie was saying goodbye to Arlene.,34.50%
143,"And all Marie said to that girl was, “Oh, I’ve got a pain in my leg and I can’t see.”",34.50%
144,And then Marie collapsed.,38.60%
145,"Later, they said it was a blood clot.",80.70%
146,"I said, “Don’t you dare touch my daughter.",47.95%
147,I’ll burn this hospital down!,45.03%
148,I don’t care who’s in it.”,43.86%
149,"I said, “Don’t you dare touch my daughter.",45.61%
150,You want to find out what she died from.”,45.03%
151,"But if you touch my daughter, I’ll kill you.”",43.86%
152,I wouldn’t let them touch her.,39.77%
153,So when I got home – they took me home.,34.50%
154,I was screaming in the car.,34.50%
155,"I couldn’t get out, you know, I couldn’t –",34.50%
156,I was screaming!,34.50%
157,"Everybody came out, coming out of their doors because they could hear the screams.",34.50%
158,My husband was sitting on the step.,35.09%
159,"He asked, “What’s the matter? What happened to you?”",35.09%
160,"Well, my hair was all pulled, and my face – I was a mess.",34.50%
161,I didn’t know what I had done to myself.,34.50%
162,"I said, “Mike, we lost Marie. Marie died.” It was just a shock.",87.72%
163,My husband had a heart attack.,88.89%
164,"Yes, he had a heart attack.",59.65%
165,"Then my son, Michael, yeah. That night.",59.06%
166,"Right there, my Michael came, and my Michael collapsed.",86.55%
167,"He had a heart attack too, no kidding.",56.73%
168,"It was all – my two sisters were here, waiting until about half-past four.",41.52%
169,"They waited because they knew she was coming home that day, waiting for the call.",41.52%
170,"My younger sister had brought an orange for Marie, and I had never seen an orange like it. It was a big orange, like that.",41.52%
171,"She said, “Mary, look, when they call you, when you pick Marie up, let us know, and we’ll come over.”",40.94%
172,"I said, “All right.”",40.94%
173,"So, I got home and called everybody, told them what happened.",41.52%
174,I called my brother-in-law.,40.94%
175,He was an undertaker.,40.94%
176,My sister’s husband – he’s passed away now too. God rest his soul.,40.94%
177,Maybe you know him...,40.94%
178,"So they were waiting for my call, you know,",40.94%
179,"but instead, I sent my son James, he was little then.",40.94%
180,"I said, “Go tell Aunt Millie and Aunt Jenny.”",40.94%
181,"They had cleaned the pavement,",40.94%
182,"and done the cement work, and they were cleaning the pavement.",40.94%
183,"They said, “Here comes little Jamie,” and now they said,",40.94%
184,“Maybe he’s come to tell us Marie’s home.”,40.94%
185,"But when he got there, the poor kid’s eyes were all red.",40.94%
186,"They said, “James, what’s the matter, honey?",40.94%
187,Why are you crying?”,40.94%
188,"“Aunt Jenny, Aunt Millie, Marie died,” he said.",40.94%
189,"Well, my sisters and my mother, you know, they were all alive.",43.27%
190,It was a shock to everybody. That was a shock that –,78.95%
191,"The neighborhood – Annie at the store always says, “Mrs. Costa,” every time I go in there, she reminds me, “I just picture Marie standing at that step, looking over here.” She used to stand at that step.",71.35%
192,"She was a real quiet girl, pleasant, didn’t talk much,",70.76%
193,"but she was so good, I can’t even tell you.",71.35%
194,That’s all. So that’s what happened.,38.60%
