segment_id,segment_text,p-caught
84,"She said, “We don’t know what happened, Mrs. Costa.”",72.16%
85,She took me away from the bed.,31.96%
86,"The nurse said to me, “Talk to her.”",45.36%
87,"I said, “Talk to her? My daughter’s dying, what am I supposed to tell her?”",42.27%
88,And I was screaming.,59.79%
89,My hair was all pulled out.,54.64%
90,"I went hysterical, you know what I mean? She was only eighteen years old.",63.92%
91,"Beautiful girl, you can see from her picture.",18.56%
92,"And just as I turned my back, my daughter passed away.",91.75%
93,She was getting ready to go home.,45.36%
94,I had the clothes and everything ready.,30.93%
95,My husband was waiting for her.,45.36%
96,"He came home, went upstairs to shave and wash, then sat on the step, waiting.",35.05%
97,“When is the mother coming?”,13.40%
98,The hospital kept calling.,37.11%
99,The people in the office didn’t know what had happened yet.,37.11%
100,"They kept calling the store, trying to reach us.",34.02%
101,"They asked, “When is the mother coming to pick up Marie?",24.74%
102,She’s discharged.”,12.37%
103,"And Rita said “That’s strange, the mother went to the hospital. She should be there.”",19.59%
104,So they came back to the hospital to look for us.,9.28%
105,"Rita said, “Gee, that’s strange,”",11.34%
106,"she said, “Mother must’ve gotten really worked up about Marie.”",17.53%
107,"You know, I’ve always had a bad heart.",14.43%
108,"“Mother must’ve gotten so upset about Marie, she probably made herself sick,” Rita thought.",25.77%
109,"So she came over with my son-in-law, in the car.",35.05%
110,"And I was in the main hallway, at the office.",30.93%
111,I was all pulled apart.,12.37%
112,One doctor wanted to give me a shot.,32.99%
113,"I said, “Get out of here,",28.87%
114,"I’ll kick you,” I said.",29.90%
115,"“You killed my daughter, now you want to kill me?”",35.05%
116,Another nurse came over.,17.53%
117,"See, they all knew me.",6.19%
118,"I had three operations in no time, not even a year.",3.09%
119,And I knew all the nurses.,3.09%
120,"“Mrs. Costa, please, take –”",23.71%
121,"“Get out!” I said, “Don’t you dare come near me.”",26.80%
122,I was so hysterical.,23.71%
123,I was banging my head against the wall and everything.,47.42%
124,They had to grab me.,42.27%
125,"Then they brought me to the office, see.",15.46%
126,"When Rita came in and saw me like that, she asked, “Mother, what happened?”",32.99%
127,"I said, “We lost Marie.",63.92%
128,Marie died.”,44.33%
129,"Well, that’s this one. This is a picture of Rita.",4.12%
130,She went down like lightning.,34.02%
131,"Dropped to the floor, and that’s a marble floor.",34.02%
132,She went down like lightning.,9.28%
133,"And the back of her leg, it felt just like a pole.",23.71%
134,"Hard like a pole, the back of her leg.",18.56%
135,And that girl is suffering.,14.43%
136,"Thirty – no, twenty-eight years since her sister died?",9.28%
137,"When she gets that pain, it’s like she has phlebitis from it.",19.59%
138,"She suffers – seven, eight, nine weeks at a time.",24.74%
139,"She can’t walk, she goes through such pain since then.",17.53%
140,And how did they figure how Marie died?,5.15%
141,"The girl who was walking with Marie,",8.25%
142,told the doctor that Marie was saying goodbye to Arlene.,18.56%
143,"And all Marie said to that girl was, “Oh, I’ve got a pain in my leg and I can’t see.”",28.87%
144,And then Marie collapsed.,26.80%
145,"Later, they said it was a blood clot.",35.05%
146,"I said, “Don’t you dare touch my daughter.",31.96%
147,I’ll burn this hospital down!,30.93%
148,I don’t care who’s in it.”,24.74%
149,"I said, “Don’t you dare touch my daughter.",29.90%
150,You want to find out what she died from.”,28.87%
151,"But if you touch my daughter, I’ll kill you.”",26.80%
152,I wouldn’t let them touch her.,29.90%
153,So when I got home – they took me home.,30.93%
154,I was screaming in the car.,31.96%
155,"I couldn’t get out, you know, I couldn’t –",28.87%
156,I was screaming!,30.93%
157,"Everybody came out, coming out of their doors because they could hear the screams.",30.93%
158,My husband was sitting on the step.,16.49%
159,"He asked, “What’s the matter? What happened to you?”",12.37%
160,"Well, my hair was all pulled, and my face – I was a mess.",11.34%
161,I didn’t know what I had done to myself.,11.34%
162,"I said, “Mike, we lost Marie. Marie died.” It was just a shock.",64.95%
163,My husband had a heart attack.,48.45%
164,"Yes, he had a heart attack.",37.11%
165,"Then my son, Michael, yeah. That night.",25.77%
166,"Right there, my Michael came, and my Michael collapsed.",44.33%
167,"He had a heart attack too, no kidding.",24.74%
168,"It was all – my two sisters were here, waiting until about half-past four.",14.43%
169,"They waited because they knew she was coming home that day, waiting for the call.",10.31%
170,"My younger sister had brought an orange for Marie, and I had never seen an orange like it. It was a big orange, like that.",15.46%
171,"She said, “Mary, look, when they call you, when you pick Marie up, let us know, and we’ll come over.”",3.09%
172,"I said, “All right.”",3.09%
173,"So, I got home and called everybody, told them what happened.",21.65%
174,I called my brother-in-law.,17.53%
175,He was an undertaker.,17.53%
176,My sister’s husband – he’s passed away now too. God rest his soul.,8.25%
177,Maybe you know him...,8.25%
178,"So they were waiting for my call, you know,",10.31%
179,"but instead, I sent my son James, he was little then.",21.65%
180,"I said, “Go tell Aunt Millie and Aunt Jenny.”",18.56%
181,"They had cleaned the pavement,",9.28%
182,"and done the cement work, and they were cleaning the pavement.",9.28%
183,"They said, “Here comes little Jamie,” and now they said,",9.28%
184,“Maybe he’s come to tell us Marie’s home.”,12.37%
185,"But when he got there, the poor kid’s eyes were all red.",17.53%
186,"They said, “James, what’s the matter, honey?",15.46%
187,Why are you crying?”,19.59%
188,"“Aunt Jenny, Aunt Millie, Marie died,” he said.",20.62%
189,"Well, my sisters and my mother, you know, they were all alive.",14.43%
190,It was a shock to everybody. That was a shock that –,20.62%
191,"The neighborhood – Annie at the store always says, “Mrs. Costa,” every time I go in there, she reminds me, “I just picture Marie standing at that step, looking over here.” She used to stand at that step.",22.68%
192,"She was a real quiet girl, pleasant, didn’t talk much,",16.49%
193,"but she was so good, I can’t even tell you.",16.49%
194,That’s all. So that’s what happened.,5.15%
