segment_id,segment_text,p-caught
67,"The nurse hung up the phone and came to me. She said, “Mrs. Costa, has your daughter ever had a fainting spell?”",61.21%
68,"“Oh my God!” I said, “Don’t tell me you’re running for my daughter!”",43.97%
69,"“Yes,” she said, “come on in.”",35.34%
70,"So, I went into the room.",58.62%
71,And my daughter was on the bed with her bedroom slippers and her housecoat on.,66.38%
72,"And the beads of sweat – honest to God, not to exaggerate, they were that big.",91.38%
73,It came – just poured from her –,42.24%
74,"I said, “What did you do, kill my daughter?",90.52%
75,You killed her! You killed her!”,76.72%
76,That’s what I kept yelling.,53.45%
77,"And the doctor rushed in,",14.66%
78,"see, they were trying to get the doctor, you know.",13.79%
79,She was a lady doctor.,15.52%
80,"Dr. Schwartz actually did the operation, but she was his assistant, Dr. Montique.",15.52%
81,She was a lady doctor.,16.38%
82,"So, she came in and she said –",14.66%
83,"I said, “You killed my daughter – what did you do to her?”",78.45%
84,"She said, “We don’t know what happened, Mrs. Costa.”",37.93%
85,She took me away from the bed.,19.83%
86,"The nurse said to me, “Talk to her.”",19.83%
87,"I said, “Talk to her? My daughter’s dying, what am I supposed to tell her?”",25.86%
88,And I was screaming.,62.07%
89,My hair was all pulled out.,44.83%
90,"I went hysterical, you know what I mean? She was only eighteen years old.",68.10%
91,"Beautiful girl, you can see from her picture.",18.97%
92,"And just as I turned my back, my daughter passed away.",79.31%
93,She was getting ready to go home.,44.83%
94,I had the clothes and everything ready.,21.55%
95,My husband was waiting for her.,31.03%
96,"He came home, went upstairs to shave and wash, then sat on the step, waiting.",27.59%
97,“When is the mother coming?”,25.86%
98,The hospital kept calling.,27.59%
99,The people in the office didn’t know what had happened yet.,28.45%
100,"They kept calling the store, trying to reach us.",26.72%
101,"They asked, “When is the mother coming to pick up Marie?",28.45%
102,She’s discharged.”,25.86%
103,"And Rita said “That’s strange, the mother went to the hospital. She should be there.”",22.41%
104,So they came back to the hospital to look for us.,20.69%
105,"Rita said, “Gee, that’s strange,”",25.00%
106,"she said, “Mother must’ve gotten really worked up about Marie.”",20.69%
107,"You know, I’ve always had a bad heart.",19.83%
108,"“Mother must’ve gotten so upset about Marie, she probably made herself sick,” Rita thought.",23.28%
109,"So she came over with my son-in-law, in the car.",33.62%
110,"And I was in the main hallway, at the office.",19.83%
111,I was all pulled apart.,20.69%
112,One doctor wanted to give me a shot.,19.83%
113,"I said, “Get out of here,",26.72%
114,"I’ll kick you,” I said.",31.03%
115,"“You killed my daughter, now you want to kill me?”",41.38%
116,Another nurse came over.,24.14%
117,"See, they all knew me.",21.55%
118,"I had three operations in no time, not even a year.",19.83%
119,And I knew all the nurses.,19.83%
120,"“Mrs. Costa, please, take –”",29.31%
121,"“Get out!” I said, “Don’t you dare come near me.”",32.76%
122,I was so hysterical.,55.17%
123,I was banging my head against the wall and everything.,61.21%
124,They had to grab me.,38.79%
125,"Then they brought me to the office, see.",21.55%
126,"When Rita came in and saw me like that, she asked, “Mother, what happened?”",42.24%
127,"I said, “We lost Marie.",33.62%
128,Marie died.”,36.21%
129,"Well, that’s this one. This is a picture of Rita.",15.52%
130,She went down like lightning.,84.48%
131,"Dropped to the floor, and that’s a marble floor.",77.59%
132,She went down like lightning.,31.03%
133,"And the back of her leg, it felt just like a pole.",78.45%
134,"Hard like a pole, the back of her leg.",55.17%
135,And that girl is suffering.,32.76%
136,"Thirty – no, twenty-eight years since her sister died?",32.76%
137,"When she gets that pain, it’s like she has phlebitis from it.",64.66%
138,"She suffers – seven, eight, nine weeks at a time.",63.79%
139,"She can’t walk, she goes through such pain since then.",49.14%
140,And how did they figure how Marie died?,19.83%
141,"The girl who was walking with Marie,",18.97%
142,told the doctor that Marie was saying goodbye to Arlene.,21.55%
143,"And all Marie said to that girl was, “Oh, I’ve got a pain in my leg and I can’t see.”",23.28%
144,And then Marie collapsed.,29.31%
145,"Later, they said it was a blood clot.",69.83%
146,"I said, “Don’t you dare touch my daughter.",48.28%
147,I’ll burn this hospital down!,49.14%
148,I don’t care who’s in it.”,37.93%
149,"I said, “Don’t you dare touch my daughter.",48.28%
150,You want to find out what she died from.”,44.83%
151,"But if you touch my daughter, I’ll kill you.”",42.24%
152,I wouldn’t let them touch her.,41.38%
153,So when I got home – they took me home.,25.86%
154,I was screaming in the car.,27.59%
155,"I couldn’t get out, you know, I couldn’t –",25.86%
156,I was screaming!,27.59%
157,"Everybody came out, coming out of their doors because they could hear the screams.",24.14%
158,My husband was sitting on the step.,18.10%
159,"He asked, “What’s the matter? What happened to you?”",17.24%
160,"Well, my hair was all pulled, and my face – I was a mess.",17.24%
161,I didn’t know what I had done to myself.,16.38%
162,"I said, “Mike, we lost Marie. Marie died.” It was just a shock.",55.17%
163,My husband had a heart attack.,87.07%
164,"Yes, he had a heart attack.",53.45%
165,"Then my son, Michael, yeah. That night.",43.97%
166,"Right there, my Michael came, and my Michael collapsed.",86.21%
167,"He had a heart attack too, no kidding.",54.31%
168,"It was all – my two sisters were here, waiting until about half-past four.",24.14%
169,"They waited because they knew she was coming home that day, waiting for the call.",23.28%
170,"My younger sister had brought an orange for Marie, and I had never seen an orange like it. It was a big orange, like that.",23.28%
171,"She said, “Mary, look, when they call you, when you pick Marie up, let us know, and we’ll come over.”",20.69%
172,"I said, “All right.”",20.69%
173,"So, I got home and called everybody, told them what happened.",20.69%
174,I called my brother-in-law.,19.83%
175,He was an undertaker.,19.83%
176,My sister’s husband – he’s passed away now too. God rest his soul.,19.83%
177,Maybe you know him...,19.83%
178,"So they were waiting for my call, you know,",21.55%
179,"but instead, I sent my son James, he was little then.",22.41%
180,"I said, “Go tell Aunt Millie and Aunt Jenny.”",22.41%
181,"They had cleaned the pavement,",22.41%
182,"and done the cement work, and they were cleaning the pavement.",21.55%
183,"They said, “Here comes little Jamie,” and now they said,",21.55%
184,“Maybe he’s come to tell us Marie’s home.”,22.41%
185,"But when he got there, the poor kid’s eyes were all red.",22.41%
186,"They said, “James, what’s the matter, honey?",21.55%
187,Why are you crying?”,22.41%
188,"“Aunt Jenny, Aunt Millie, Marie died,” he said.",22.41%
189,"Well, my sisters and my mother, you know, they were all alive.",20.69%
190,It was a shock to everybody. That was a shock that –,36.21%
191,"The neighborhood – Annie at the store always says, “Mrs. Costa,” every time I go in there, she reminds me, “I just picture Marie standing at that step, looking over here.” She used to stand at that step.",30.17%
192,"She was a real quiet girl, pleasant, didn’t talk much,",23.28%
193,"but she was so good, I can’t even tell you.",22.41%
194,That’s all. So that’s what happened.,18.97%
