recall_id,clause_id,clause_text,rephrased_text
563a76bfbe9cac0005aab326,28,but instead of going in he dashed to one side,"but rather than entering, he veered to the side"
563a76bfbe9cac0005aab326,29,and the bear went in the cabin.,leading the bear inside the lodge.
563a76bfbe9cac0005aab326,30,They never forgot he had delivered a bear as agreed.,The memory of him fulfilling the agreement to bring back a bear remained unforgettable.
5660c8ff9df648001102f010,1,He met a group of friends initially in school in 1949.,"In 1949, he initially encountered a circle of friends at school."
5660c8ff9df648001102f010,2,"He was a farm boy,","He hailed from a rural background,"
5660c8ff9df648001102f010,3,they were city boys.,while they were urban dwellers.
5660c8ff9df648001102f010,4,The friends liked to come out to the farm,These friends enjoyed visiting the farm
5660c8ff9df648001102f010,5,"and do country related chores,","to engage in rural tasks,"
5660c8ff9df648001102f010,6,hunting and such.,such as hunting and the like.
5660c8ff9df648001102f010,7,He never enjoyed it,He found no pleasure in it
5660c8ff9df648001102f010,8,as it wasn't a new experience for him,since it wasn't novel to him
5660c8ff9df648001102f010,9,as it was for the city friends.,unlike for his urban companions.
5660c8ff9df648001102f010,10,One day they decided to go to Canada,"Eventually, they resolved to travel to Canada"
5660c8ff9df648001102f010,11,and got a flight there to hunt for bears.,and boarded a plane there to pursue bear hunting.
5660c8ff9df648001102f010,12,They hiked for a long time,They trekked for an extended period
5660c8ff9df648001102f010,13,and arrived at a cabin in the north woods.,and reached a secluded cabin in the northern forest.
5660c8ff9df648001102f010,14,They decided they didn't want to go bear hunting,They concluded that bear hunting was not what they wanted to do
5660c8ff9df648001102f010,15,but had to do something,yet felt compelled to engage in some activity
5660c8ff9df648001102f010,16,because they told everyone they'd go near hunting,having proclaimed their intentions to partake in hunting to everyone
5660c8ff9df648001102f010,17,so thought they had to go back with a bear.,and believed they needed to return with a bear.
5660c8ff9df648001102f010,18,They cut the cards to decide who would hunt for the bear,They drew cards to select who would go on the bear hunt
5660c8ff9df648001102f010,19,and the rest would skin and prepare the bear for taking home.,while the others would be tasked with skinning and readying the bear for the journey home.
5660c8ff9df648001102f010,20,He went to find a bear,He set out to locate a bear
5660c8ff9df648001102f010,21,"but the gun didn't work,","only to discover the firearm malfunctioned,"
5660c8ff9df648001102f010,22,so he ran,"prompting him to flee,"
5660c8ff9df648001102f010,23,but the bear chased him back to the cabin.,and the bear pursued him all the way back to the cabin.
573c6b96b3a71f00146df8c4,1,They all met in 1949,"In 1949, they all came together"
573c6b96b3a71f00146df8c4,2,and went to the same school,attending the same educational institution
573c6b96b3a71f00146df8c4,3,and became friends.,where they struck up a friendship.
573c6b96b3a71f00146df8c4,4,He lived on a farm,His home was a rural farmstead
573c6b96b3a71f00146df8c4,5,and they lived in the city,while they resided in an urban setting
573c6b96b3a71f00146df8c4,6,- they used to visit him on the farm,regularly making trips to see him at the farm
573c6b96b3a71f00146df8c4,7,and they liked to hunt,with a fondness for hunting activities
573c6b96b3a71f00146df8c4,8,but he didn't.,"which he, however, did not share."
573c6b96b3a71f00146df8c4,9,They had an idea to go on a trip to Canada to hunt bears,They conceived a plan to venture to Canada for a bear hunting expedition
573c6b96b3a71f00146df8c4,10,so they went there.,"thus, they made the journey."
573c6b96b3a71f00146df8c4,11,They had to go across a lake to get to the woods,Crossing a lake was necessary to reach the forest
573c6b96b3a71f00146df8c4,12,and had to walk what felt like five hundred miles to get to their cabin.,and they trekked a distance that seemed to span five hundred miles to their lodge.
573c6b96b3a71f00146df8c4,13,The walk was scary,The trek was filled with trepidation
573c6b96b3a71f00146df8c4,14,so it put them off wanting to go hunting for bears,which dampened their enthusiasm for the bear hunt
573c6b96b3a71f00146df8c4,15,as they were all spooked out.,leaving them thoroughly unnerved.
573c6b96b3a71f00146df8c4,16,So for a few days they just stayed in the cabin together,"Consequently, they spent several days confined to the lodge"
573c6b96b3a71f00146df8c4,17,and played cards.,engaging in card games.
573c6b96b3a71f00146df8c4,18,Then they realised that if they didn't bring back a bear people wouldn't believe them,"Eventually, they recognized that without a bear, their story might not be believed"
573c6b96b3a71f00146df8c4,19,and would probably make fun of them.,and they risked being the subject of ridicule.
573c6b96b3a71f00146df8c4,20,So they played the high cards game,"Hence, they resorted to the high card game"
573c6b96b3a71f00146df8c4,21,and who ever picked the highest card had to go and hunt the bear alone,where the one drawing the highest card was tasked with the solitary bear hunt
573c6b96b3a71f00146df8c4,22,and bring it back to the cabin dead.,and had the duty of returning with the bear deceased.
573c6b96b3a71f00146df8c4,23,The others would skin the bear,The rest would undertake the skinning of the bear
573c6b96b3a71f00146df8c4,24,and prepare it to take back as a trophy.,and ready it to be brought back as proof of their conquest.
573c6b96b3a71f00146df8c4,25,The story teller got the high card,The narrator drew the highest card
573c6b96b3a71f00146df8c4,26,so had to go out and hunt.,and thus was obligated to embark on the hunt.
573c6b96b3a71f00146df8c4,27,"He went out and took a gun,","Armed with a firearm, he set out"
573c6b96b3a71f00146df8c4,28,found a bear bigger than he'd even seen on pictures.,and encountered a bear of unprecedented size compared to any he had seen in images.
573c6b96b3a71f00146df8c4,29,He went to shoot it,He aimed to fire at it
573c6b96b3a71f00146df8c4,30,and realised that he hadn't loaded the gun,only to realize the firearm was not loaded
573c6b96b3a71f00146df8c4,31,so ran instead.,prompting him to flee instead.
573c6b96b3a71f00146df8c4,32,He got back to the cabin just in time,He managed to return to the lodge in the nick of time
573c6b96b3a71f00146df8c4,33,and slammed the door.,hastily securing the entrance behind him.
573c6b96b3a71f00146df8c4,34,They didn't go bear hunting again.,They never pursued bear hunting thereafter.
576020968ddaf40006ce9746,1,There were 4 friends that met at school.,Four companions came together during their school days.
576020968ddaf40006ce9746,2,The narrator was a farm boy and the other 3 from the city.,"The storyteller grew up on a farm, while the rest hailed from urban areas."
576020968ddaf40006ce9746,3,They admire the farm life especially hunting and used to hang out on the farm.,"They held a fascination for rural life, particularly hunting, and would often gather at the farm."
576020968ddaf40006ce9746,4,"The narrator would take them out hunting, even though he himself wasn't that interested.","Although hunting didn't particularly interest him, the storyteller would lead them on hunts."
576020968ddaf40006ce9746,5,They eventually decided they wanted to go bear hunting in Canada.,They ultimately resolved to pursue bear hunting in the Canadian wilderness.
576020968ddaf40006ce9746,6,They hired a remote cabin that required them to travel (by canoe and hiking) for several days.,"They leased an isolated cabin, reaching it after days of canoeing and trekking."
576020968ddaf40006ce9746,7,On arrival they got nervous as it all seemed very spooky.,"Upon their arrival, they felt uneasy due to the cabin's ominous atmosphere."
576020968ddaf40006ce9746,8,They spent several days in the cabin playing cards.,"They passed several days within the cabin, engaged in card games."
576020968ddaf40006ce9746,9,Eventually one of them thought they would be made fun of if they returned without a bear.,"Eventually, one feared ridicule for returning bearless and proposed they should hunt."
576020968ddaf40006ce9746,10,So they cut the cards to decide who would go out and hunt.,"To determine the hunter, they resorted to drawing cards."
576020968ddaf40006ce9746,11,It was the narrator.,Fate chose the storyteller as the hunter.
576020968ddaf40006ce9746,12,He went hunting and on eventually finding a bear discovered that the gun wasn't loaded.,"In pursuit of a bear, he realized too late that his firearm was unloaded."
576020968ddaf40006ce9746,13,The bear chased him all the way back to the cabin.,"A chase ensued, with the bear hot on his heels back to the cabin."
576020968ddaf40006ce9746,14,He screamed at his colleagues to open the door.,He bellowed to his friends to unlock the door.
576020968ddaf40006ce9746,15,They opened it and the bear ran in.,"As they complied, the bear charged inside."
576020968ddaf40006ce9746,16,He shouted that they could skin the bear.,He proclaimed that now they could claim the bear's hide.
576020968ddaf40006ce9746,17,They agreed he'd lived up to his part of the bargain.,They conceded that he had fulfilled his part of the deal.
576020968ddaf40006ce9746,18,But they never invited him hunting again.,"However, they refrained from asking him to join future hunting expeditions."
58945874b5496d00018cfe1c,1,Four friends from their childhood used to go hunting on a farm,A quartet of lifelong pals routinely engaged in hunting at a farm
58945874b5496d00018cfe1c,2,(three guys from the city).,(a trio of urban dwellers).
58945874b5496d00018cfe1c,3,They decided to go bear hunting in Canada,They opted for a bear hunting adventure in Canada
58945874b5496d00018cfe1c,4,and hired a cabin in the wood,securing a lodge amidst the forest
58945874b5496d00018cfe1c,5,which were spooky.,which had an eerie atmosphere.
58945874b5496d00018cfe1c,6,Once of them who didn't even want to go hunting,"One among them, who was reluctant to partake in the hunt"
58945874b5496d00018cfe1c,7,was chosen to hunt a bear,ended up being selected to pursue a bear
58945874b5496d00018cfe1c,8,for the others to skin.,so that the rest could process the catch.
58945874b5496d00018cfe1c,9,He found a big old bear,"He encountered a sizable, aged bear"
58945874b5496d00018cfe1c,10,but couldn't shoot it,yet failed to fire at it
58945874b5496d00018cfe1c,11,because he forgot to load the rifle.,owing to his oversight in loading the firearm.
58945874b5496d00018cfe1c,12,The bear chased him back to the cabin.,The bear pursued him to the safety of the lodge.
58945874b5496d00018cfe1c,13,He shouted to open the door,He yelled for the door to be opened
58945874b5496d00018cfe1c,14,and then swerved,then made a sharp turn
58945874b5496d00018cfe1c,15,and the bear went inside!,causing the bear to enter instead!
5a0c4184fe645f0001e9f5dd,1,A story about a man and three friends in 1949.,This tale revolves around a man and his three companions in the year 1949.
5a0c4184fe645f0001e9f5dd,2,The man knew the other three men from high school.,The man was acquainted with the trio since their high school days.
5a0c4184fe645f0001e9f5dd,3,They each went to different schools.,Each of them attended separate educational institutions.
5a0c4184fe645f0001e9f5dd,4,Then they went to the same college.,"Subsequently, they all enrolled in the same university."
5a0c4184fe645f0001e9f5dd,5,The man lived on a farm.,The individual resided on agricultural land.
5a0c4184fe645f0001e9f5dd,6,His 3 friends were from the city.,"In contrast, his three acquaintances hailed from an urban environment."
5a0c4184fe645f0001e9f5dd,7,The friends liked to go hunting.,The trio had a fondness for hunting expeditions.
5a0c4184fe645f0001e9f5dd,8,"Even though he did not like hunting, they persuaded him to go bear hunting.","Despite his aversion to hunting, they convinced him to participate in a bear hunt."
5a0c4184fe645f0001e9f5dd,9,They arranged to go up to a cabin in the woods.,They made plans to stay at a secluded cabin in the forest.
5a0c4184fe645f0001e9f5dd,10,They planned to hunt for bears.,Their objective was to pursue bears.
5a0c4184fe645f0001e9f5dd,11,They got to the cabin.,"Upon arrival at the cabin,"
5a0c4184fe645f0001e9f5dd,12,They found it to be very creepy.,They perceived it as exceedingly eerie.
5a0c4184fe645f0001e9f5dd,13,None of the men wanted to go hunting in the end.,"Ultimately, none wished to proceed with the hunt."
5a0c4184fe645f0001e9f5dd,14,They stayed in the cabin for 3 days without leaving.,"They remained confined to the cabin for a trio of days, never venturing out."
5a0c4184fe645f0001e9f5dd,15,Then the three friends decided that they must go hunting.,"Eventually, the three companions resolved that they must undertake the hunt."
5a0c4184fe645f0001e9f5dd,16,People back home knew they had come to hunt a bear.,The folks back in their hometown were aware of their bear hunting expedition.
5a0c4184fe645f0001e9f5dd,17,So they had to take a bear home.,"Consequently, they felt compelled to return with a bear."
5a0c4184fe645f0001e9f5dd,18,They decided to draw cards.,They agreed to select cards at random.
5a0c4184fe645f0001e9f5dd,19,The one who got the highest card would go out and kill the bear.,The individual drawing the highest card would be tasked with slaying the bear.
5a0c4184fe645f0001e9f5dd,20,The rest would skin and chop up the bear to take home.,The others would be responsible for butchering and preparing the bear for transport.
5a0c4184fe645f0001e9f5dd,21,The man drew the highest card.,The highest card was drawn by the man.
5a0c4184fe645f0001e9f5dd,22,So he had to take a gun and hunt a bear.,"Thus, he was obligated to arm himself and seek out a bear."
5a0c4184fe645f0001e9f5dd,23,He struggled at first to find any bear.,"Initially, he had difficulty locating any bears."
5a0c4184fe645f0001e9f5dd,24,But after several hours he spotted a bear.,"However, after a prolonged search, he finally sighted one."
5a0c4184fe645f0001e9f5dd,25,"When he went to fire the gun, there were no bullets in it.","As he attempted to shoot, he discovered the gun was devoid of bullets."
5a0c4184fe645f0001e9f5dd,26,The bear chased him back to the cabin.,He was pursued by the bear all the way back to the cabin.
5a0c4184fe645f0001e9f5dd,27,And the friends never asked him to go hunting again.,"Following this incident, his friends never again proposed a hunting trip."
5a63713163394a00015555aa,1,In 1949,During 1949
5a63713163394a00015555aa,2,I was at high school,I attended secondary school
5a63713163394a00015555aa,3,and I met some friends.,where I encountered a few companions.
5a63713163394a00015555aa,4,Then we went hunting,"Subsequently, we embarked on a hunt"
5a63713163394a00015555aa,5,for some bears,targeting bears
5a63713163394a00015555aa,6,in the woods.,within the forest.
5a63713163394a00015555aa,7,It is who you know,It's the connections you have
5a63713163394a00015555aa,8,and not what you know.,rather than the knowledge you possess.
5a63713163394a00015555aa,9,The big bears came,The large bears emerged
5a63713163394a00015555aa,10,and they did scare me,and indeed they frightened me
5a63713163394a00015555aa,11,a little bit.,to some extent.
5a9d223b89de8200013f1893,1,I met three friends in 1949 at college.,"In 1949, during my college years, I befriended three individuals."
5a9d223b89de8200013f1893,2,We had been to the same primary school but went to different high schools.,"Although we shared the same elementary school, our paths diverged in high school."
5a9d223b89de8200013f1893,3,"We had all been athletes, so bonded at college over this.",Our common history as athletes led to a strong connection at the university.
5a9d223b89de8200013f1893,4,I had grown up on a farm but the other three guys were city folk.,"While I was raised on a farm, the other three hailed from urban environments."
5a9d223b89de8200013f1893,5,They loved to come out to the farm and help with chores and to go hunting rabbits and squirrels and be in nature.,"They enjoyed visiting the farm to assist with various tasks and to hunt small game like rabbits and squirrels, relishing the natural surroundings."
5a9d223b89de8200013f1893,6,I wasn't keen on hunting but wanted to be part of group and it made the guys happy.,"Hunting wasn't really my thing, but I joined in to feel included and to see my friends happy."
5a9d223b89de8200013f1893,7,"After several years, the guys said they would love to go on a bear hunt and told everyone we were going.","Years later, they expressed a desire to pursue bear hunting and announced our plans to everyone."
5a9d223b89de8200013f1893,8,I didn't want to but went along with it.,"Reluctantly, I agreed to participate."
5a9d223b89de8200013f1893,9,"We took a plane from Fort Wayne up to Canada and then canoes in to the North Woods, we had to back pack for 500 miles.","Our journey began with a flight from Fort Wayne to Canada, followed by canoeing into the North Woods, culminating in a 500-mile trek."
5a9d223b89de8200013f1893,10,Finally we got to a cabin where we had had groceries and stuff delivered.,"At last, we arrived at a cabin where we had arranged for the delivery of food and supplies."
5a9d223b89de8200013f1893,11,It was really spooky in the cabin and we were all spooked about going out day or night.,"The cabin's eerie atmosphere unnerved us, making us hesitant to venture out at any time."
5a9d223b89de8200013f1893,12,So we sat around playing cards and not being able to sleep.,"Consequently, we spent our time indoors playing card games and struggling to sleep."
5a9d223b89de8200013f1893,13,The others felt we would lose face if we didn't come back with a bear so we drew cards and the person with the high card had to go hunt a bear.,"Concerned about our reputation, we decided that someone must hunt a bear, so we used a card draw to determine who it would be."
5a9d223b89de8200013f1893,14,Wouldn't you know it!,As luck would have it!
5a9d223b89de8200013f1893,15,I got the high card and had to go out with the shotgun.,The draw resulted in me having to venture into the woods armed with a shotgun.
5a9d223b89de8200013f1893,16,I was in the woods for hours but there was no sign of a bear.,"I scoured the forest for hours, yet no bears were to be found."
5a9d223b89de8200013f1893,17,I heard a noise and turned around and saw a big old bear.,"Suddenly, a noise caught my attention, and I spun around to face an enormous bear."
5a9d223b89de8200013f1893,18,I had never seen one so big.,It was the largest bear I had ever encountered.
5a9d223b89de8200013f1893,19,"I pulled the trigger on the gun, but I had forgotten to load it!","When I attempted to fire the shotgun, I realized I had forgotten to load it!"
5a9d223b89de8200013f1893,20,"The bear started to run at me so I ran as fast as I could, with the bear on my tail all the way back to the cabin.","The bear charged at me, prompting me to sprint back to the cabin as fast as possible, the bear hot on my heels."
5a9d223b89de8200013f1893,21,"I shouted ""Open the door, open the door!"" and the guys opened the door and as I reached it I turned right and the bear ran in the cabin and I shouted you guys can skin him!","Yelling for the door to be opened, I made a sharp turn upon reaching it, causing the bear to continue straight into the cabin, where I then exclaimed they could take care of the skinning!"
5a9d223b89de8200013f1893,22,The guys never asked me to go hunting again.,"After that incident, my friends never again suggested I join them for a hunt."
5b119f161e55760001b9daac,1,"A group of college friends that met prior to 1949,","A circle of university peers who became friends before 1949,"
5b119f161e55760001b9daac,2,originally acquainted through high school sports,initially got to know each other through high school athletics
5b119f161e55760001b9daac,3,and ended up going to the same college.,and subsequently attended the same university.
5b119f161e55760001b9daac,4,1 farm boy and 3 city boys.,The group consisted of one farm boy and three urban lads.
5b119f161e55760001b9daac,5,They all used to go out,They would often go out together
5b119f161e55760001b9daac,6,"and hang out together on the farm,","to spend time on the farm, socializing,"
5b119f161e55760001b9daac,7,help with chores,assist with the farm work
5b119f161e55760001b9daac,8,and then go out hunting for rabbits and squirrels.,and then set out to hunt rabbits and squirrels.
5b119f161e55760001b9daac,9,They got onto talking,"During their conversations,"
5b119f161e55760001b9daac,10,and planning a visit to Canada,they concocted plans for a trip to Canada
5b119f161e55760001b9daac,11,to go and hunt bears.,with the aim of bear hunting.
5b119f161e55760001b9daac,12,Farm boy didnt want to go,The farm boy was reluctant to join
5b119f161e55760001b9daac,13,as he had no interest,"since it didn't pique his interest,"
5b119f161e55760001b9daac,14,but he did go as not to let the group down.,yet he participated to avoid disappointing the others.
5b119f161e55760001b9daac,15,They stayed in an old cabin in the woods,They lodged in a rustic cabin amidst the forest
5b119f161e55760001b9daac,16,"and all of them were quite unnerved by the general spookiness of the area,","and were all somewhat disturbed by the eerie surroundings,"
5b119f161e55760001b9daac,17,so they didnt go hunting at all.,which led them to abandon their hunting plans.
5b119f161e55760001b9daac,18,"They stayed in and played cards,","Instead, they stayed indoors playing card games,"
5b119f161e55760001b9daac,19,eating and drinking the days away.,whiling away the time with food and drink.
5b119f161e55760001b9daac,20,They got to the last day,"On their final day,"
5b119f161e55760001b9daac,21,and had to pick cards as to who was actually going to go out,they had to draw cards to decide who would venture out
5b119f161e55760001b9daac,22,and find a bear for them to take back with them.,to track down a bear to bring home.
5b119f161e55760001b9daac,23,Farm boy got the highest card,The farm boy drew the highest card
5b119f161e55760001b9daac,24,"so had to go out looking for a bear,","and was thus compelled to search for a bear,"
5b119f161e55760001b9daac,25,even though he hadnt wanted to go on the trip at all in the first place!,despite his initial reluctance to even join the excursion!
5b119f161e55760001b9daac,26,"He had an old gun from the cabin with him,","Armed with an antiquated firearm from the cabin,"
5b119f161e55760001b9daac,27,and eventually came across a bear.,he ultimately encountered a bear.
5b119f161e55760001b9daac,28,He turned to shoot the bear,He aimed to fire at the bear
5b119f161e55760001b9daac,29,and had actually forgotten to load the gun!,only to realize he had neglected to load the weapon!
5b119f161e55760001b9daac,30,"He started running as the bear chased him down,","He bolted, with the bear in hot pursuit,"
5b119f161e55760001b9daac,31,as fast as he could run to try and get back to the cabin.,racing as swiftly as possible back to the cabin.
5b119f161e55760001b9daac,32,"He shouted out for the other guys to open the door,","He yelled for his companions to unlock the door,"
5b119f161e55760001b9daac,33,and as he got to the door he stepped aside,"and as he neared the entrance, he dodged to the side"
5b119f161e55760001b9daac,34,and the bear ran into the cabin where the guys were.,causing the bear to barrel into the cabin with his friends inside.
5b119f161e55760001b9daac,35,He closed the door on them!,He swiftly shut the door behind them!
5b119f161e55760001b9daac,36,"He said he has not been asked on a hunting trip ever since,","He jokes that he hasn't been invited on a hunting expedition since then,"
5b119f161e55760001b9daac,37,and this was 30+ years ago now.,and that was over three decades ago.
5ba3dde51ce477000117a55e,1,"There were 4 friends who all met at school in 1949,","Four companions became acquainted during their school days in 1949,"
5ba3dde51ce477000117a55e,2,but all went to different schools growing up.,though they each attended separate schools throughout their childhood.
5ba3dde51ce477000117a55e,3,1 grew up on a farm,One was raised on a rural farmstead
5ba3dde51ce477000117a55e,4,and 3 lived in the city.,while the other three resided in an urban environment.
5ba3dde51ce477000117a55e,5,"The 3 from the city used to like to go to the other friend's farm to hunt squirrels and rabbits,","The trio from the urban area often enjoyed visiting the rural friend's farm to pursue squirrels and rabbits,"
5ba3dde51ce477000117a55e,6,but the friend from the farm didn't care much for hunting.,"however, the farm-dwelling friend was not fond of the hunting activity."
5ba3dde51ce477000117a55e,7,The 3 friends from the city suggested going hiking in the mountains to hunt bears.,The urban trio proposed a mountain hiking trip to track and hunt bears.
5ba3dde51ce477000117a55e,8,The friend from the farm did not want to go,The rural friend was reluctant to join the expedition
5ba3dde51ce477000117a55e,9,but agreed to go anyway to be part of the group.,yet consented to participate to maintain camaraderie with the group.
5ba3dde51ce477000117a55e,10,They travelled by canoe for about a day and a half,They journeyed via canoe for roughly a day and a half
5ba3dde51ce477000117a55e,11,"and then hiked what appeared to be another 500 miles, according to the friend from the farm",followed by what seemed to the farm friend like an additional trek of 500 miles
5ba3dde51ce477000117a55e,12,and stayed in a cabin.,before settling into a woodland cabin.
5ba3dde51ce477000117a55e,13,After 3 or 4 days they had not ventured out to hunt a bear,"Despite spending three to four days at the location, they hadn't ventured out in pursuit of a bear"
5ba3dde51ce477000117a55e,14,as none of them really wanted to.,since none truly harbored the desire to do so.
5ba3dde51ce477000117a55e,15,One of the friends said they needed to go home with a bear,One companion insisted they must return with a bear
5ba3dde51ce477000117a55e,16,as a lot of people knew they were coming to hunt bears,given that many were aware of their bear hunting intentions
5ba3dde51ce477000117a55e,17,"and would give them a hard time about it if they came home empty handed,","and would ridicule them if they returned without a catch,"
5ba3dde51ce477000117a55e,18,so they agreed to get a bear.,leading them to collectively decide to procure a bear.
5ba3dde51ce477000117a55e,19,They cut cards to decide which of them would go and get the bear,They resorted to drawing cards to determine who would undertake the task of capturing the bear
5ba3dde51ce477000117a55e,20,and the remaining 3 friends would skin it.,while the other three would be responsible for its skinning.
5ba3dde51ce477000117a55e,21,"The friend from the farm, who did not even want to go hunting, drew the card","Ironically, the farm friend, who was initially averse to the hunt, selected the card"
5ba3dde51ce477000117a55e,22,which meant he had to go and get the bear.,signifying that he was the one tasked with the bear's capture.
5ba3dde51ce477000117a55e,23,"He found a bear, the biggest he'd ever seen,","He encountered a bear, larger than any he had seen before,"
5ba3dde51ce477000117a55e,24,and went to shoot it with his gun,and attempted to shoot it with his firearm
5ba3dde51ce477000117a55e,25,"but had forgotten to load it,","only to realize he had neglected to load it,"
5ba3dde51ce477000117a55e,26,so started running away from the bear.,prompting him to flee from the pursuing bear.
5ba3dde51ce477000117a55e,27,"The bear chased him back to the cabin,","The bear followed him all the way back to the cabin,"
5ba3dde51ce477000117a55e,28,and they ended up trapping the bear inside the cabin.,resulting in the bear being confined within the structure.
5ba3dde51ce477000117a55e,29,The friend who went to get the bear told the others to get on with their part of the deal,The bear-chased friend instructed his companions to fulfill their part of the agreement
5ba3dde51ce477000117a55e,30,and he would go and get another one.,while he ventured out to capture another bear.
5ba3dde51ce477000117a55e,31,The friends from the city never invited the friend from the farm hunting again.,"Subsequently, the urban friends never again extended a hunting invitation to their farm-raised companion."
5bc879d3836d560001fc421a,1,A boy met three other boys slightly before they all attended college together in 1949.,A young man encountered three peers just before they commenced their college journey together in 1949.
5bc879d3836d560001fc421a,2,The boy telling the story grew up on a farm.,The narrator of this tale was raised on a rural farm.
5bc879d3836d560001fc421a,3,The other three grew up in the city.,"His three companions, in contrast, were urban dwellers from birth."
5bc879d3836d560001fc421a,4,For this reason the city boys were quite keen on the idea of hunting.,"Consequently, the urbanites harbored a strong fascination with the pursuit of game."
5bc879d3836d560001fc421a,5,The farm boy was not so thrilled as this was quite normal to his general way of life.,"Conversely, the rural youth found little excitement in hunting, as it was a routine part of his daily existence."
5bc879d3836d560001fc421a,6,They would hunt together on his property.,Their hunting expeditions would take place on his family's land.
5bc879d3836d560001fc421a,7,Even though the boy wasn't keen he did it to fit in with the group.,"Despite his lack of enthusiasm, he participated to assimilate with his new friends."
5bc879d3836d560001fc421a,8,One day they all decided to take a trip to northern Canada to try to hunt a bear.,"On one occasion, they collectively resolved to venture to the northern reaches of Canada in quest of a bear."
5bc879d3836d560001fc421a,9,The boy was still not keen but was pressured to go with his group.,"Reluctantly, the farm-raised boy yielded to the collective will of his companions."
5bc879d3836d560001fc421a,10,They flew out of Fort Wayne and headed to northern Canada together.,"Departing from Fort Wayne, they embarked on their joint expedition to the Canadian north."
5bc879d3836d560001fc421a,11,They went to some woods where they had rented a spooky looking cabin.,They settled into a foreboding cabin they had leased within a dense forest.
5bc879d3836d560001fc421a,12,For days the boys could not bring themselves to go and look for the bear as they were scared by their surrounding.,"For several days, trepidation prevented the young men from venturing out in search of the bear."
5bc879d3836d560001fc421a,13,So they played cards and drank and slept.,"Instead, they occupied themselves with card games, libations, and rest."
5bc879d3836d560001fc421a,14,Before they were due to come home they were worried that people would make fun of them if they came back and had not brought a bear.,"As their return loomed, anxiety mounted over the potential ridicule for not having captured a bear."
5bc879d3836d560001fc421a,15,So they drew cards and the boy telling the story unfortunately drew the short straw (so to speak).,"In response, they resorted to a card draw, and fate dictated that the storyteller select the losing card."
5bc879d3836d560001fc421a,16,He went out into the woods and found a bear.,He ventured into the forest and encountered a bear.
5bc879d3836d560001fc421a,17,The bear chased him all the way back to the cabin.,The bear pursued him relentlessly back to the safety of their cabin.
5bc879d3836d560001fc421a,18,He let the bear into the cabin and said there you go boys there a bear to skin ill go and get another one.,"Upon reaching the cabin, he admitted the bear and proclaimed, 'There's your bear to skin; I'll fetch another,' to his astonished friends."
5bc879d3836d560001fc421a,19,Surprisingly none of his friends ever invited him hunting again.,"Unexpectedly, none of his companions extended another hunting invitation thereafter."
5bf1c9d332cb3b0001f6f1c3,1,I knew some acquaintances,I was acquainted with some individuals
5bf1c9d332cb3b0001f6f1c3,2,and then when I went to a new school,and upon attending a new educational institution
