recall_id,clause_id,clause_text,rephrased_text
55ad3f2dfdf99b563a2471c8,26,We then spent as much time as we could with my grandpa,"From then on, we maximized our time spent with my grandfather"
55ad3f2dfdf99b563a2471c8,27,as he made his recovery,throughout his convalescence
55ad3f2dfdf99b563a2471c8,28,and learnt to enjoy the time we had together.,and learned to cherish our moments together.
55ad3f2dfdf99b563a2471c8,29,He continued to live on for many years,He went on to live for several more years
55ad3f2dfdf99b563a2471c8,30,seeing through his 90th birthday,even celebrating his ninetieth birthday.
55f821f832af740005172118,1,A man without faith,An individual lacking belief
55f821f832af740005172118,2,decided to pray at church,opted to offer prayers in a chapel
55f821f832af740005172118,3,for his sick grandpa,on behalf of his ailing grandfather
55f821f832af740005172118,4,to heal,for recovery
55f821f832af740005172118,5,and he believes,and he is convinced
55f821f832af740005172118,6,it worked,that it was effective
55f821f832af740005172118,7,because his grandpa,as his elder
55f821f832af740005172118,8,got up from his sick bed,rose from his bed of illness
55f821f832af740005172118,9,and lived for many more years.,and continued to live for numerous additional years.
5629f7f1c8ffc2000f5135a0,1,A person was working in a bookshop near to the home.,An individual was employed at a bookstore close to their residence.
5629f7f1c8ffc2000f5135a0,2,He was 22.,This person was twenty-two years old.
5629f7f1c8ffc2000f5135a0,3,"He had just one sister who was caring for the grandad,","He possessed a sole sibling, a sister, who took care of their grandfather,"
5629f7f1c8ffc2000f5135a0,4,"who was bed ridden,","who was confined to his bed,"
5629f7f1c8ffc2000f5135a0,5,as the parents were out of town.,since their parents were away from home.
5629f7f1c8ffc2000f5135a0,6,The young person heard a voice which said he must go to the church to light a candle.,The youth overheard a mysterious voice instructing him to visit the church to light a candle.
5629f7f1c8ffc2000f5135a0,7,If he did that the grandad would get better.,"By doing so, it was promised that his grandfather would recover."
5629f7f1c8ffc2000f5135a0,8,He did that and went back to the bookshop where he continued to shelve the books.,He followed the instruction and returned to the bookstore to resume stocking shelves.
5629f7f1c8ffc2000f5135a0,9,He than had an urge to go home - no voice this time - where he found his grandad in a chair.,"Later, he felt a compelling need to return home - this time without hearing any voice - and discovered his grandfather sitting in a chair."
5629f7f1c8ffc2000f5135a0,10,He was told that the grandad had an urge to get out of the bed where he had been for many months.,He learned that his grandfather felt a sudden desire to leave the bed where he had lain for numerous months.
5629f7f1c8ffc2000f5135a0,11,The grandad continued to get better and lived to 90.,"The grandfather's health progressively improved, and he lived until the age of 90."
568db47ae3ef9e000ca0dcdd,1,"Guy works at bookstore,","Guy is employed at a bookshop,"
568db47ae3ef9e000ca0dcdd,2,hears voice telling him to light a candle to heal his ailing granddad.,overhears a whisper instructing him to ignite a candle for his sick grandfather's recovery.
568db47ae3ef9e000ca0dcdd,3,"He does,","He complies,"
568db47ae3ef9e000ca0dcdd,4,"it works,","the method proves effective,"
568db47ae3ef9e000ca0dcdd,5,Granddad lives to be 90 something and dies.,Grandfather survives to an age well into the 90s before passing away.
5756decbba27eb0006d5201e,1,It was a 22 year old fresh out of college,A 22-year-old recent college graduate
5756decbba27eb0006d5201e,2,who worked at a bookstore,was employed at a local bookshop
5756decbba27eb0006d5201e,3,and lived with his sister and grandfather.,sharing a home with his sister and their grandfather.
5756decbba27eb0006d5201e,4,His grandpa was unable to care for himself,His grandfather was dependent on others for care
5756decbba27eb0006d5201e,5,and was looked after his granddaughter.,and received assistance from his granddaughter.
5756decbba27eb0006d5201e,6,"While working at the bookstore,","During his time at the bookshop,"
5756decbba27eb0006d5201e,7,our lead heard a voice,the young man heard a mysterious voice
5756decbba27eb0006d5201e,8,that told him to go to church,instructing him to visit a church
5756decbba27eb0006d5201e,9,and light a candle.,and to light a candle there.
5756decbba27eb0006d5201e,10,"Having heard the voice,","Upon hearing the voice,"
5756decbba27eb0006d5201e,11,he decided to go there on his break.,he chose to make the trip during his break.
5756decbba27eb0006d5201e,12,"While at the church,","Once inside the church,"
5756decbba27eb0006d5201e,13,he pondered and hesitated,he reflected with uncertainty
5756decbba27eb0006d5201e,14,weighing up the push and pull of his decision;,contemplating the internal conflict of his choice;
5756decbba27eb0006d5201e,15,him not being religious,considering he was not a follower of any religion
5756decbba27eb0006d5201e,16,"but also how his mom stated you if you don't believe in faith, it won't work.",yet recalling his mother's words about the necessity of faith for it to work.
5756decbba27eb0006d5201e,17,Our character tried it,The protagonist gave it a try
5756decbba27eb0006d5201e,18,and prayed;,and offered a prayer;
5756decbba27eb0006d5201e,19,"and miraculously, his grandpa could talk for the first time in years.","astonishingly, his grandfather spoke for the first time after many years."
5756decbba27eb0006d5201e,20,It was the start of his recovery,This event marked the beginning of his recuperation
5756decbba27eb0006d5201e,21,and led to many more years of his life before he passed.,and preceded several more years of life before his demise.
5756decbba27eb0006d5201e,22,The 22 year old then had believed in faith more that day.,"That day, the young man's belief in faith was significantly strengthened."
5772b5b39137f30001ebbbb7,1,"Let me tell you a story about when I was twenty two,","Allow me to share a tale from when I was twenty-two,"
5772b5b39137f30001ebbbb7,2,fresh out of college.,just having graduated from university.
5772b5b39137f30001ebbbb7,3,I was working in a bookstore,"At that time, I was employed at a bookstore"
5772b5b39137f30001ebbbb7,4,and living with my sister then.,and resided with my sister.
5772b5b39137f30001ebbbb7,5,"My sister was taking care of my grandpa,","She was responsible for looking after our grandfather,"
5772b5b39137f30001ebbbb7,6,who was bedridden.,who was confined to his bed.
5772b5b39137f30001ebbbb7,7,One day as I was working,On a certain day while I was at work
5772b5b39137f30001ebbbb7,8,I heard a voice in my head telling me to go to the church yard.,a voice inside my head urged me to visit the graveyard at the church.
5772b5b39137f30001ebbbb7,9,I am not a particularly religious person.,I'm not someone who is deeply religious by nature.
5772b5b39137f30001ebbbb7,10,I heard the voice again,The voice spoke to me once more
5772b5b39137f30001ebbbb7,11,and went looking for the church.,and I set out in search of the church.
5772b5b39137f30001ebbbb7,12,I found the church,I located the church
5772b5b39137f30001ebbbb7,13,and I prayed.,"and there, I offered my prayers."
5772b5b39137f30001ebbbb7,14,After that I went home.,"Subsequently, I returned to my home."
5772b5b39137f30001ebbbb7,15,My sister was there,My sister was present
5772b5b39137f30001ebbbb7,16,and she told me my grandfather had experienced a sudden surge of energy.,and she informed me that our grandfather had felt a burst of vitality.
5772b5b39137f30001ebbbb7,17,That marked the beginning of his recovery.,This event signaled the start of his recuperation.
5772b5b39137f30001ebbbb7,18,After that he steadily got better,"From then on, he progressively improved"
5772b5b39137f30001ebbbb7,19,and made a full recovery.,and eventually made a complete recovery.
5772b5b39137f30001ebbbb7,20,That was twenty years ago,That incident occurred two decades ago
5772b5b39137f30001ebbbb7,21,and he went on to live a full life till he passed at the age of ninety.,and he continued to lead a fulfilling life until his passing at ninety.
5772b5b39137f30001ebbbb7,22,That was the beginning of my faith.,That moment was the genesis of my spiritual belief.
5772b5b39137f30001ebbbb7,23,Sometimes when things get tough,In times of hardship
5772b5b39137f30001ebbbb7,24,I still look back on that moment,I often reflect on that incident
5772b5b39137f30001ebbbb7,25,and remember the power of faith and prayer.,and recall the strength of belief and the power of prayer.
57a7337e913c710001977341,1,Lady was working in her book store shelving books.,The woman was occupied with arranging books in her bookstore.
57a7337e913c710001977341,2,She is one of two siblings the other being her sister.,"She had only one sibling, a sister."
57a7337e913c710001977341,3,Her sister looked after their grandpa who had been bedridden for many months and had to be assisted with moving around and looking after him.,"This sister took care of their grandfather, who had been confined to his bed for several months, requiring assistance for mobility and daily care."
57a7337e913c710001977341,4,Whilst working the lady heard a voice in her head saying if she went now to her church and lit a candle her grandpa would get better.,"While sorting books, the woman heard an internal voice suggesting that if she visited her church to light a candle, her grandfather would improve."
57a7337e913c710001977341,5,She ignored the voice at first but the message was repeated many times.,"Initially, she dismissed the voice, yet the message persisted repeatedly."
57a7337e913c710001977341,6,After a while the lady went to the church despite her lack of faith and before she went in she remembered her grandma’s words that a sincere prayer can work miracles but prayers without faith were useless.,"Eventually, despite her skepticism, the woman made her way to the church, recalling her grandmother's belief that earnest prayers could be miraculous, whereas prayers without belief were futile."
57a7337e913c710001977341,7,The lady whilst unsure lit a candle and knelt at the alter in prayer and asked god to help her grandpa recover and gain his strength and let him have a life again.,"With uncertainty, the woman lit a candle, knelt at the altar to pray, and implored the deity for her grandfather's recovery and renewed vitality, wishing for him to experience life once more."
57a7337e913c710001977341,8,She went back to the bookstore and continued to shelve books until she felt an overwhelming urge to go home.,She returned to her bookstore and resumed her task of stocking books until she was struck by a compelling need to return home.
57a7337e913c710001977341,9,She locked up the bookstore and went home to find her grandpa in the living room having sat up in bed saying he had the urge to get up.,"Securing the bookstore, she hurried home to discover her grandfather in the living room, who had felt compelled to rise from his bed."
57a7337e913c710001977341,10,Grandpa recovered and lived for a number of years and then passed away but the extra time with him was fulfilling for the family.,"The grandfather's health improved, and he lived for several more years, providing the family with cherished additional time before his passing."
57a7337e913c710001977341,11,The incident happened 20 years ago but has helped the lady in sad and troubled times to help her through.,"Though the event occurred two decades ago, it continues to offer the woman solace during sorrowful and difficult moments, aiding her perseverance."
5803cb9a3073510001231d82,1,22 years old working in a bookstore shelving books.,"At the age of 22, I was employed at a bookstore, organizing books on shelves."
5803cb9a3073510001231d82,2,My sister cares for our grandpa whilst our parents are out of town.,"While our parents are away, my sister takes care of our grandfather."
5803cb9a3073510001231d82,3,One day whilst stacking the shelves with books I hear a voice say to me 'if you go to church & light a candle your grandpa will get better'.,"Once, as I was arranging books on the shelves, I heard a voice telling me 'lighting a candle in church will aid your grandfather's recovery'."
5803cb9a3073510001231d82,4,This 'voice' kept nagging at me.,This 'voice' persisted in bothering me.
5803cb9a3073510001231d82,5,So I shut the bookstore & headed to the church.,"Therefore, I closed the bookstore early and made my way to the church."
5803cb9a3073510001231d82,6,I stood a while outside pondering whether to go in.,"I hesitated outside the church, contemplating whether to enter."
5803cb9a3073510001231d82,7,"I went in, lit a candle & said a prayer for grandpa.","I decided to go inside, light a candle, and offer a prayer for my grandfather."
5803cb9a3073510001231d82,8,I went back to the bookstore & reopened it for a while before a nagging voice in my head told me to go home.,"After that, I returned to the bookstore and kept it open for a bit, until the persistent voice in my mind urged me to go home."
5803cb9a3073510001231d82,9,"I returned home where I was surprised to see grandpa sat up in a chair, something I hadn't seen for a while.","When I got back home, to my astonishment, I found my grandfather sitting up in a chair, an occurrence I hadn't witnessed in some time."
5803cb9a3073510001231d82,10,Grandpa lived for a good few years after.,"Following that, my grandfather continued to live for several more years."
5803cb9a3073510001231d82,11,"Maybe it was the prayer that helped him get better/more mobile, who knows.","Perhaps the prayer contributed to his improvement and increased mobility, it's uncertain."
5803cb9a3073510001231d82,12,Do you believe in the power of prayer?,Do you have faith in the efficacy of prayer?
5841a2d39d65770001cebfa1,1,Working in a bookshop after college.,Employed at a bookstore following my university years.
5841a2d39d65770001cebfa1,2,My sister at home caring for my bedridden grandpa.,"My sister remains at home, tending to our immobilized grandfather."
5841a2d39d65770001cebfa1,3,It is just me and my sister.,It's solely my sister and me.
5841a2d39d65770001cebfa1,4,I hear a voice urging me to go to the church and light a candle and my Grandpa will recover.,"A voice compels me to visit the church, light a candle, and my Grandpa shall heal."
5841a2d39d65770001cebfa1,5,I go to the Church and even though I'm not religious and have made many mistakes in my life I light a candle and say a prayer.,"Despite not being devout and having committed numerous errors, I visit the church, light a candle, and offer a prayer."
5841a2d39d65770001cebfa1,6,My Grandmother said a prayer from a genuine heart can make miracles but also that a prayer without faith was meaningless.,"My Grandmother believed that a sincere prayer could work wonders, yet a prayer lacking faith was futile."
5841a2d39d65770001cebfa1,7,I then return to the shop.,"Afterward, I head back to the bookstore."
5841a2d39d65770001cebfa1,8,I feel an urge to go home.,I'm suddenly gripped by the impulse to return home.
5841a2d39d65770001cebfa1,9,When I get there my Grandpa is sat in the living room.,"Upon my arrival, I find my Grandpa seated in the living room."
5841a2d39d65770001cebfa1,10,My sister said he felt a surge of energy which helped to get him out of bed.,My sister explains that he experienced a burst of vitality that enabled him to rise from his bed.
5841a2d39d65770001cebfa1,11,I wondered if it was the lighting of the candle.,I ponder if it was the act of lighting the candle that made the difference.
5841a2d39d65770001cebfa1,12,My Grandpa lived to be 90 and celebrated his birthday surrounded by family and friends.,My Grandpa reached the age of 90 and marked his birthday amidst kin and companions.
5841a2d39d65770001cebfa1,13,I recall that day 20 years ago which helped me cherish the time I had with my family.,"I reminisce about that day two decades prior, which deepened my appreciation for the moments spent with my kin."
5995b7bef9db7d0001895985,1,When working in a bookstore,While employed at a bookstore
5995b7bef9db7d0001895985,2,the writer heard a voice telling them to go to church,the author perceived a voice instructing them to attend a church service
5995b7bef9db7d0001895985,3,and light a candle for his grandpa.,and to ignite a candle in honor of their grandfather.
5995b7bef9db7d0001895985,4,They were staying in a quiet town,They resided in a serene village
5995b7bef9db7d0001895985,5,with their sister,alongside their sibling
5995b7bef9db7d0001895985,6,and grandpa who was ill,and their ailing grandfather
5995b7bef9db7d0001895985,7,and had been bedridden for almost a year.,who had been confined to his bed for nearly twelve months.
5995b7bef9db7d0001895985,8,When they were shelving books,As they were arranging books on the shelves
5995b7bef9db7d0001895985,9,"they heard the voice,","the voice became audible to them,"
5995b7bef9db7d0001895985,10,they weren't sure what to do,leaving them uncertain of how to react
5995b7bef9db7d0001895985,11,but heard the voice again,yet the voice echoed once more
5995b7bef9db7d0001895985,12,so decided to walk down to the church.,prompting them to make their way to the church.
5995b7bef9db7d0001895985,13,At the church,Upon arriving at the church
5995b7bef9db7d0001895985,14,they lit a candle for their grandpa.,they proceeded to light a candle for their grandfather.
5995b7bef9db7d0001895985,15,They weren't sure because they weren't particularly religious.,Their certainty wavered as they were not deeply religious.
5995b7bef9db7d0001895985,16,After they had lit the candle,Having ignited the candle
5995b7bef9db7d0001895985,17,they went back to work,they returned to their bookstore duties
5995b7bef9db7d0001895985,18,when they felt a pull to go home.,when suddenly they felt an urge to return home.
5995b7bef9db7d0001895985,19,Once they went home,Upon their arrival at home
5995b7bef9db7d0001895985,20,their grandpa was in the living room talking to their sister.,they discovered their grandfather conversing with their sister in the living room.
5995b7bef9db7d0001895985,21,The grandpa lived for a while after that,The grandfather continued to live for some time thereafter
5995b7bef9db7d0001895985,22,and celebrated their 90th birthday with family and friends.,and joyously marked his 90th birthday surrounded by loved ones.
59d95cee8fd07a0001842480,1,Girl working in the book shop goes to a church and lights a candle.,The young woman from the bookstore visited a church to kindle a candle.
59d95cee8fd07a0001842480,2,Her grandfather has been bed ridden for months.,Her elderly grandfather had been confined to his bed for several months.
59d95cee8fd07a0001842480,3,Her sister was looking after the grandfather while she was at work.,"While she manned the store, her sibling took care of their grandfather."
59d95cee8fd07a0001842480,4,After lighting the candle in the church she went back to the book shop.,"Having ignited the candle at the church, she returned to her position at the bookstore."
59d95cee8fd07a0001842480,5,She had a feeling something was calling her to go home.,An intuition urged her to return to her residence.
59d95cee8fd07a0001842480,6,She got home and her grandfather was out of bed for the first time in months.,"Upon arriving home, she discovered her grandfather had risen from his bed for the first time in many weeks."
59d95cee8fd07a0001842480,7,Her sister told her he suddenly had a burst of energy and got out of bed himself.,Her sister explained that he had experienced a sudden surge of vitality and stood up on his own.
59d95cee8fd07a0001842480,8,She wondered if it was because she lit a candle.,She pondered if her act of lighting the candle had any influence.
59d95cee8fd07a0001842480,9,She started believing in faith.,This event led her to start putting her trust in the power of faith.
59d95cee8fd07a0001842480,10,She had many years with him.,She was granted additional years to spend with him.
59d95cee8fd07a0001842480,11,He celebrated his 90th birthday.,He reached the milestone of his 90th year in celebration.
5a66568a63394a0001558e4d,1,Let me tell you a story from when I was twenty-two years old.,Allow me to share a tale from my twenty-second year.
5a66568a63394a0001558e4d,2,My grandpa was very sick.,"At that time, my grandfather was gravely ill."
5a66568a63394a0001558e4d,3,I worked in a bookstore at the time.,"During this period, I was employed at a bookstore."
5a66568a63394a0001558e4d,4,"Suddenly, I heard a voice in my head that said ""light a candle for your grandpa at the church"".","Out of nowhere, an inner voice instructed me to ""ignite a candle for your grandpa at the church""."
5a66568a63394a0001558e4d,5,I was only a short distance from the church.,The church was not far from where I stood.
5a66568a63394a0001558e4d,6,A quarter mile.,Merely a quarter of a mile away.
5a66568a63394a0001558e4d,7,I had never been a religious man but my grandma had told me the power of faith.,"Though I had never been devout, my grandmother had spoken of faith's might."
5a66568a63394a0001558e4d,8,"As I entered the church, I knelt and said ""God, I don't know how to pray. but please restore my grandpa to his strength and guide us in looking after him"".","Upon entering the sanctuary, I knelt and uttered, ""Lord, I'm unsure of how to offer prayers, but I beseech you to rejuvenate my grandfather and aid us in caring for him""."
5a66568a63394a0001558e4d,9,I returned to the bookshop after.,"Afterward, I made my way back to the bookstore."
5a66568a63394a0001558e4d,10,"Suddenly, I felt a strong urge to return home.","Then, an overwhelming compulsion to head home washed over me."
5a66568a63394a0001558e4d,11,I locked up the shop and went home.,"Securing the shop, I proceeded to my residence."
5a66568a63394a0001558e4d,12,I was shocked to find my grandpa in the living room talking to my sister.,"To my astonishment, there was my grandfather, conversing with my sister in the living room."
5a66568a63394a0001558e4d,13,He hadn't left his bed for months without assistance.,It had been months since he had managed to get out of bed on his own.
5a66568a63394a0001558e4d,14,He lived for many more years and celebrated his ninetieth birthday surrounded by his loved one.,"He continued to live for several more years, reaching his ninetieth celebration amidst his family."
5a66568a63394a0001558e4d,15,He died several years later but his spirit lives on in our hearts.,"He passed away years later, yet his essence endures within our memories."
5ac68755fa3b4e0001737f38,1,The narrator was working in a bookstore.,The storyteller was employed at a bookshop.
5ac68755fa3b4e0001737f38,2,Their sister was at home caring for their bedridden grandpa.,Their sibling stayed at the residence tending to their immobilized grandfather.
5ac68755fa3b4e0001737f38,3,"Suddenly, a voice in their head said go and pray for your grandpa and he will get better.","Out of the blue, an inner voice instructed them to pray for their grandfather's health and he would recover."
5ac68755fa3b4e0001737f38,4,The narrator went to the church.,The storyteller proceeded to the chapel.
5ac68755fa3b4e0001737f38,5,"They explained how skeptical they were about the power of prayer,","They disclosed their doubts regarding the efficacy of prayer,"
5ac68755fa3b4e0001737f38,6,but after some time they conceded,yet eventually they acknowledged its potential
5ac68755fa3b4e0001737f38,7,and even though they said they did not know how to pray,despite admitting their unfamiliarity with the act of praying
5ac68755fa3b4e0001737f38,8,they pray for their grandpa's recovery.,they offered prayers for their grandfather's healing.
5ac68755fa3b4e0001737f38,9,They then went home,"Subsequently, they returned to their abode"
5ac68755fa3b4e0001737f38,10,and their grandpa was no longer bedridden,and discovered their grandfather was up and about
5ac68755fa3b4e0001737f38,11,and it was the start of his recovery.,marking the commencement of his convalescence.
5ac68755fa3b4e0001737f38,12,"Their grandpa died a few years later,","A few years on, their grandfather passed away,"
5ac68755fa3b4e0001737f38,13,but 20 years later the narrator still feels the power of prayer.,"however, two decades later, the storyteller remains convinced of the enduring impact of prayer."
5ac9e0299534ba0001c76e80,1,She was working in the library staking shelves,She occupied herself with arranging books in the library
5ac9e0299534ba0001c76e80,2,when she heard a voice telling her to go to the church,when a voice instructed her to visit the church
5ac9e0299534ba0001c76e80,3,and say a prayer for her grandad.,to offer a prayer for her grandfather.
5ac9e0299534ba0001c76e80,4,She did this,She complied with the request
5ac9e0299534ba0001c76e80,5,and then went back to work.,and subsequently returned to her duties.
5ac9e0299534ba0001c76e80,6,"She then got an urge to go home,","A sudden impulse then prompted her to head home,"
5ac9e0299534ba0001c76e80,7,upon arrival her grandad was in the living room,where she found her grandfather in the lounge
5ac9e0299534ba0001c76e80,8,which he hadn't been able to do for years.,a feat he hadn't accomplished in many years.
5ac9e0299534ba0001c76e80,9,She never really knew for sure if it was the prayer that did it.,She could never ascertain whether it was the prayer that caused it.
5ac9e0299534ba0001c76e80,10,Her grandad passed away a few years after that,Her grandfather died a couple of years later
5ac9e0299534ba0001c76e80,11,but she has so many special memories of time spent with him.,yet she cherishes numerous precious moments shared with him.
5acb92e9e1099600016ad073,1,The narrator is in their 40s,The storyteller is in their forties
5acb92e9e1099600016ad073,2,and recalled when they were 22 years old,reminiscing about being 22
5acb92e9e1099600016ad073,3,a day when they were working 5 miles away at a local bookstore.,"on a day they spent working at a nearby bookstore, five miles away."
5acb92e9e1099600016ad073,4,They heard a voice twice in their head,"Twice, a voice echoed in their mind"
5acb92e9e1099600016ad073,5,(no one was there),(with no one present)
5acb92e9e1099600016ad073,6,telling them to go to church,urging them to attend a church service
5acb92e9e1099600016ad073,7,and pray/light a candle for their sick Grandpa.,to offer a prayer or light a candle for their ailing Grandfather.
5acb92e9e1099600016ad073,8,They hesitated as they weren't religious,They were hesitant since they didn't follow a religion
5acb92e9e1099600016ad073,9,but remembered their Grandma said a sincere prayer could help.,but recalled their Grandmother's words that a heartfelt prayer might aid.
5acb92e9e1099600016ad073,10,Eventually they went in the church,"In the end, they entered the church"
5acb92e9e1099600016ad073,11,and prayed/lit a candle.,and offered a prayer or lit a candle.
5acb92e9e1099600016ad073,12,When they went home their Grandpa was feeling better,"Upon returning home, they found their Grandfather's health had improved"
5acb92e9e1099600016ad073,13,and it marked a turning point in his recovery.,which became a significant moment in his path to recovery.
5acb92e9e1099600016ad073,14,He has now died,He has since passed away
5acb92e9e1099600016ad073,15,but celebrated his ninetieth birthday,yet he celebrated his 90th birthday
5acb92e9e1099600016ad073,16,and was around for many months after the incident.,and lived for several months following the event.
5acb92e9e1099600016ad073,17,The event gave the narrator more faith.,This occurrence strengthened the narrator's belief.
5b9110223366db0001157e7d,1,as a young man,In his youth
5b9110223366db0001157e7d,2,he had just started his first job,he had recently begun his initial employment
5b9110223366db0001157e7d,3,and a voice inside his head urged him,when an inner voice prompted him
5b9110223366db0001157e7d,4,to go to the church,to visit the chapel
5b9110223366db0001157e7d,5,"and light a candle,",and ignite a candle
5b9110223366db0001157e7d,6,he did,which he complied with
5b9110223366db0001157e7d,7,and his grandpa recovered.,resulting in his grandfather's recuperation.
5b9110223366db0001157e7d,8,This incident made him believe,Such an event reinforced his conviction
5b9110223366db0001157e7d,9,in faith,in the power of belief
5b9110223366db0001157e7d,10,and prayer.,and the act of supplication.
5ba7aa44dd5915000137e42f,1,Let me tell you a story,Allow me to share a tale
5ba7aa44dd5915000137e42f,2,from when I was 22 year old.,from the time I was a 22-year-old.
5ba7aa44dd5915000137e42f,3,I’d just finished college.,I had just completed my university studies.
5ba7aa44dd5915000137e42f,4,I was working at a bookstore.,I secured employment at a local bookshop.
5ba7aa44dd5915000137e42f,5,"My parents were away for the weekend,","My folks had gone for the weekend,"
5ba7aa44dd5915000137e42f,6,it was only my sister and I in town,leaving just my sister and me in the city
5ba7aa44dd5915000137e42f,7,to look after my grandpa.,to care for our grandfather.
5ba7aa44dd5915000137e42f,8,He was poorly,His health was failing
5ba7aa44dd5915000137e42f,9,and couldn’t get out of bed.,and he was unable to leave his bed.
5ba7aa44dd5915000137e42f,10,That was over 20 years ago,That occurred more than two decades ago
5ba7aa44dd5915000137e42f,11,and I can remember it to this day.,yet it remains vivid in my memory.
5c2bb03b9fb36d000198e2d7,1,A young man fresh out of college was working in a bookstore.,A recent college graduate was employed at a local bookstore.
5c2bb03b9fb36d000198e2d7,2,His grandfather was bedridden at home with the young man's sister.,"At his residence, his grandfather lay confined to bed, with the young man's sister present."
5c2bb03b9fb36d000198e2d7,3,The sister was taking care of the grandfather.,His sister was attending to their grandfather's needs.
5c2bb03b9fb36d000198e2d7,4,The young man heard a voice telling him to go to the church nearby and light a candle for his grandfather and he would be healed.,"The young man received a message instructing him to visit the nearby church, light a candle for his grandfather, and that this act would result in his grandfather's recovery."
5c2bb03b9fb36d000198e2d7,5,After some hesitation he went to the church and lit the candle and said a short prayer despite his hesitations.,"Despite his initial reluctance, he proceeded to the church, lit the candle, and offered a brief prayer."
5c2bb03b9fb36d000198e2d7,6,He went back to the bookstore and continued working.,He returned to the bookstore and resumed his duties.
5c2bb03b9fb36d000198e2d7,7,Shortly after he felt a strong urge to go home.,"Not long after, he was overcome with a compelling desire to return home."
5c2bb03b9fb36d000198e2d7,8,He locked up the store and went home.,"Securing the bookstore, he made his way back to his house."
5c2bb03b9fb36d000198e2d7,9,His grandfather was sitting up in the living room after having been bedridden for months.,"Upon arriving, he found his grandfather upright in the living room, having been immobile for an extended period."
5c2bb03b9fb36d000198e2d7,10,In what seemed to be a miracle his grandfather lived on for years.,"Defying all expectations, his grandfather continued to live for several more years."
5c2bb03b9fb36d000198e2d7,11,This experience helped the young man appreciate more and value prayer and faith.,"The event profoundly influenced the young man, deepening his appreciation and regard for prayer and belief."
5c5ad828903c7700010a4635,1,My story begins when I was 22,The tale I'm about to tell started when I turned 22
5c5ad828903c7700010a4635,2,"and just fresh out of college,","having just graduated from university,"
5c5ad828903c7700010a4635,3,I was working at a bookstore.,I found employment at a local bookshop.
5c5ad828903c7700010a4635,4,One day I had an overwhelming urge to go to church,"Suddenly, one afternoon, I felt a compelling need to attend a church service"
5c5ad828903c7700010a4635,5,and pray,to offer prayers
5c5ad828903c7700010a4635,6,and light a candle for my grandpa.,and to light a votive in memory of my grandfather.
5c5ad828903c7700010a4635,7,There was only 2 siblings myself and my sister,It was just my sister and I
5c5ad828903c7700010a4635,8,who looked after my grandpa,who cared for our grandfather
5c5ad828903c7700010a4635,9,as he hadn't been able to do anything without assistance.,since he required help for every task.
5c5ad828903c7700010a4635,10,My parents were out of town for the week.,"At that time, my parents were away from home for a week."
