segment_id,segment_text,p-caught
185,"But when he got there, the poor kid’s eyes were all red.",26.73%
186,"They said, “James, what’s the matter, honey?",26.73%
187,Why are you crying?”,26.73%
188,"“Aunt Jenny, Aunt Millie, Marie died,” he said.",26.73%
189,"Well, my sisters and my mother, you know, they were all alive.",29.70%
190,It was a shock to everybody. That was a shock that –,41.58%
191,"The neighborhood – Annie at the store always says, “Mrs. Costa,” every time I go in there, she reminds me, “I just picture Marie standing at that step, looking over here.” She used to stand at that step.",35.64%
192,"She was a real quiet girl, pleasant, didn’t talk much,",29.70%
193,"but she was so good, I can’t even tell you.",29.70%
194,That’s all. So that’s what happened.,25.74%
