recall_id,clause_id,clause_text
645be121a46b65188b41cdc3,15,and handed it to me.
645be121a46b65188b41cdc3,16,"I couldnt let this go without some revenge,"
645be121a46b65188b41cdc3,17,"so I told her ""just you wait""."
645be121a46b65188b41cdc3,18,She laughed.
60a91a7fbccaa6f7ea138a1c,1,Friends were on their annual trip
60a91a7fbccaa6f7ea138a1c,2,when one of the friends decided to surprise one with the frog.
60a91a7fbccaa6f7ea138a1c,3,The other friend was not happy with the incident
60a91a7fbccaa6f7ea138a1c,4,and decided she would revenge on her.
6447b97fcf178dac7047d45f,1,Today my friend pushed me into a lake.
6447b97fcf178dac7047d45f,2,We were on our annual summer camping trip.
6447b97fcf178dac7047d45f,3,"She asked me to catch a frog,"
6447b97fcf178dac7047d45f,4,but I was eating my sandwich.
6447b97fcf178dac7047d45f,5,"She wouldn't take no for an answer,"
6447b97fcf178dac7047d45f,6,and pushed me into the lake.
6447b97fcf178dac7047d45f,7,As I came out of the water a frog landed next the lake;
6447b97fcf178dac7047d45f,8,my friend picked it up
6447b97fcf178dac7047d45f,9,and gave it to me.
6447b97fcf178dac7047d45f,10,I couldn't help but laugh uncontrollably.
6447b97fcf178dac7047d45f,11,"Of course, the first thing I could think of was revenge."
6447b97fcf178dac7047d45f,12,"""Just you wait"" I said,."
6447b97fcf178dac7047d45f,13,"""You'll get your's soon enough!"""
60bbac6c8f57c38f1b834e80,1,My best friend pushed me into the lake.
60bbac6c8f57c38f1b834e80,2,This happened at our annual summer camp.
60bbac6c8f57c38f1b834e80,3,She saw a frog and wanted it
60bbac6c8f57c38f1b834e80,4,and I had just sat down to eat my sandwich.
60bbac6c8f57c38f1b834e80,5,When I submerged from the water
60bbac6c8f57c38f1b834e80,6,I saw her scooping the frog
60bbac6c8f57c38f1b834e80,7,and I couldn't help but laugh
60bbac6c8f57c38f1b834e80,8,and get my revenge.
60bbac6c8f57c38f1b834e80,9,I said to her just wait
60bbac6c8f57c38f1b834e80,10,you will get yours coming.
59ef45d37f3d71000171e3a7,1,My friend pushed me in the lake.
59ef45d37f3d71000171e3a7,2,We were at summer camp enjoying a peaceful afternoon.
59ef45d37f3d71000171e3a7,3,She saw a frog on the bank.
59ef45d37f3d71000171e3a7,4,I was just about to eat my sandwich
59ef45d37f3d71000171e3a7,5,when she nudged me
59ef45d37f3d71000171e3a7,6,and I fell in.
59ef45d37f3d71000171e3a7,7,"As I emerged from the lake,"
59ef45d37f3d71000171e3a7,8,the frog was sitting on the bank.
59ef45d37f3d71000171e3a7,9,My friend picked it up
59ef45d37f3d71000171e3a7,10,and handed it to me
59ef45d37f3d71000171e3a7,11,and we started laughing uncontrollably.
59ef45d37f3d71000171e3a7,12,Friends don't always do what they are supposed to
59ef45d37f3d71000171e3a7,13,"and I told her ""just you wait"""
59ef45d37f3d71000171e3a7,14,as I will get revenge.
5d39c859babfbf00185c09ac,1,My friend pushed me in the lake
5d39c859babfbf00185c09ac,2,on our annual holiday.
5d39c859babfbf00185c09ac,3,There was a frog.
5d39c859babfbf00185c09ac,4,She sneaked up on me
5d39c859babfbf00185c09ac,5,and pushed me in.
5d39c859babfbf00185c09ac,6,I told her
5d39c859babfbf00185c09ac,7,I would get my revenge.
5d39c859babfbf00185c09ac,8,When I came out of the lake
5d39c859babfbf00185c09ac,9,a frog was on the bank.
5d39c859babfbf00185c09ac,10,She scooped it up
5d39c859babfbf00185c09ac,11,and put it in my hand.
5d39c859babfbf00185c09ac,12,We both laughed uncontrollably.
5fb2808bf1937b872c6ad534,1,Two friends were sitting by the lakeside
5fb2808bf1937b872c6ad534,2,and one dared the other to catch a frog.
5fb2808bf1937b872c6ad534,3,The other friend refused to touch the frog
5fb2808bf1937b872c6ad534,4,that's when he was pushed into the lake.
5f1587d28ee50f036977fe26,1,Her and her mate were on their annual summer trip at a summer camp by the water.
5f1587d28ee50f036977fe26,2,Whilst they were eating their lunch her mate dared her to catch a frog that was on the edge of the water.
5f1587d28ee50f036977fe26,3,"However, they just wanted to eat so said no."
5f1587d28ee50f036977fe26,4,The friend decided to give her a little nudge towards the water.
5f1587d28ee50f036977fe26,5,In which she fell in.
5f1587d28ee50f036977fe26,6,The friend then picked up the frog.
5f1587d28ee50f036977fe26,7,And handed it to her friend who was now covered in water.
5f1587d28ee50f036977fe26,8,They both were laughing hysterically.
5f1587d28ee50f036977fe26,9,And the mate that was soaking said she would get her revenge.
55780ee6fdf99b4cbc0aef95,1,My best friend pushed me into a lake
55780ee6fdf99b4cbc0aef95,2,on our annual camping trip
55780ee6fdf99b4cbc0aef95,3,to our favourite place.
55780ee6fdf99b4cbc0aef95,4,What happened was
55780ee6fdf99b4cbc0aef95,5,she dared me to push a frog
55780ee6fdf99b4cbc0aef95,6,but I was eating my sandwich
55780ee6fdf99b4cbc0aef95,7,so told her no.
55780ee6fdf99b4cbc0aef95,8,She gave me a little nudge
55780ee6fdf99b4cbc0aef95,9,and I fell in.
55780ee6fdf99b4cbc0aef95,10,I got out of the lake
55780ee6fdf99b4cbc0aef95,11,and she picked the frog
55780ee6fdf99b4cbc0aef95,12,and handed it to me.
55780ee6fdf99b4cbc0aef95,13,I laughed uncontrollably
55780ee6fdf99b4cbc0aef95,14,and said I would get revenge.
5e7d21d4373d5e3a2a98d1fd,1,My friend pushed me into a lake
5e7d21d4373d5e3a2a98d1fd,2,on our camping trip.
5e7d21d4373d5e3a2a98d1fd,3,I had just began to eat my sandwich
5e7d21d4373d5e3a2a98d1fd,4,in the woods
5e7d21d4373d5e3a2a98d1fd,5,when she spotted a frog.
5e7d21d4373d5e3a2a98d1fd,6,She nudged me into the lake
5e7d21d4373d5e3a2a98d1fd,7,and as I got out
5e7d21d4373d5e3a2a98d1fd,8,she handed me the frog
5e7d21d4373d5e3a2a98d1fd,9,and we laughed.
5e7d21d4373d5e3a2a98d1fd,10,I said
5e7d21d4373d5e3a2a98d1fd,11,"""just you wait"
5e7d21d4373d5e3a2a98d1fd,12,"I will get revenge"""
61a74f67a9217c6f76a4d0f2,1,By the lake during a peaceful afternoon.
61a74f67a9217c6f76a4d0f2,2,The writer's friend saw a frog
61a74f67a9217c6f76a4d0f2,3,and told them to go get it from the lake
61a74f67a9217c6f76a4d0f2,4,but they said no.
61a74f67a9217c6f76a4d0f2,5,Their friend not taking no for an answer
61a74f67a9217c6f76a4d0f2,6,"as ""friends do"","
61a74f67a9217c6f76a4d0f2,7,snuck up behind them
61a74f67a9217c6f76a4d0f2,8,and nudged them into the water.
61a74f67a9217c6f76a4d0f2,9,Then the friend scooped up the frog
61a74f67a9217c6f76a4d0f2,10,from and then started laughing uncontrollably.
61a74f67a9217c6f76a4d0f2,11,Then the writer told their friend
61a74f67a9217c6f76a4d0f2,12,that they'll get them back.
63ed3a6f78ef6e5956362003,1,My friend pushed me into a lake.
63ed3a6f78ef6e5956362003,2,It was at our usual summer hangout
63ed3a6f78ef6e5956362003,3,and she offered me a sandwich
63ed3a6f78ef6e5956362003,4,‘Course friends don’t always take no for an answer
63ed3a6f78ef6e5956362003,5,She picked up a frog
63ed3a6f78ef6e5956362003,6,I started uncontrollably laughing
63ed3a6f78ef6e5956362003,7,‘You’ll get yours soon enough’
60fedccd65da849fc08a6498,1,A girl was pushed into the water
60fedccd65da849fc08a6498,2,on a summers afternoon
60fedccd65da849fc08a6498,3,she nudged her into the water
60fedccd65da849fc08a6498,4,and when she got out
60fedccd65da849fc08a6498,5,she found a frog
60fedccd65da849fc08a6498,6,"and gave it to her,"
60fedccd65da849fc08a6498,7,she said
60fedccd65da849fc08a6498,8,she would get hers soon.
602b7ef25103a629e2004d70,1,my best friend pushed me into a lake.
602b7ef25103a629e2004d70,2,it happened over our summer vacation.
602b7ef25103a629e2004d70,3,near the lake my friend spotted a frog.
602b7ef25103a629e2004d70,4,she was eating a sandwich.
602b7ef25103a629e2004d70,5,I wanted one too.
602b7ef25103a629e2004d70,6,and she told me i would get mine soon enough.
5b0d39f4641b1200010ef716,1,I was on my annual summer camping trip with my best friend.
5b0d39f4641b1200010ef716,2,I was sat eating my sandwich when she dared me to catch a frog.
5b0d39f4641b1200010ef716,3,I said I wasn't interested
5b0d39f4641b1200010ef716,4,so she came behind me
5b0d39f4641b1200010ef716,5,and gave me a nudge into the water
5b0d39f4641b1200010ef716,6,and I fell in.
5b0d39f4641b1200010ef716,7,When I emerged from the walk
5b0d39f4641b1200010ef716,8,"there was a frog on the shore,"
5b0d39f4641b1200010ef716,9,my friend just handed it to me
5b0d39f4641b1200010ef716,10,and laughed.
5b0d39f4641b1200010ef716,11,I laughed as well
5b0d39f4641b1200010ef716,12,but planned my revenge
5b0d39f4641b1200010ef716,13,"and told her to ""just wait, you'll get yours soon enough"""
63b88f0a0092804c1fabe3f9,1,My friend pushed me into the lake.
63b88f0a0092804c1fabe3f9,2,This happened during our summer camping trip
63b88f0a0092804c1fabe3f9,3,because my friend dared me to catch a frog.
63b88f0a0092804c1fabe3f9,4,I had just sat down to eat my sandwich
63b88f0a0092804c1fabe3f9,5,and I told her I wasn't interested.
63b88f0a0092804c1fabe3f9,6,She then snuck up behind me
63b88f0a0092804c1fabe3f9,7,and gave me a little nudge into the lake.
63b88f0a0092804c1fabe3f9,8,"When I emerged from the water,"
63b88f0a0092804c1fabe3f9,9,there was a frog on the shore.
63b88f0a0092804c1fabe3f9,10,She just scooped it up
63b88f0a0092804c1fabe3f9,11,and handed it to me.
60460afa467ff102d3c5b9f6,1,"a friend pushed the other friend in to the water,"
60460afa467ff102d3c5b9f6,2,trying to catch a frog.
60460afa467ff102d3c5b9f6,3,The friend was sitting down eating a sandwich
60460afa467ff102d3c5b9f6,4,but the other friend could not take a no for an answer.
60460afa467ff102d3c5b9f6,5,The other friend promised to revenge.
641c2b936dc70fab01d77dc6,1,"I and my friend went out,"
641c2b936dc70fab01d77dc6,2,"and then we saw a frog,"
641c2b936dc70fab01d77dc6,3,"then she gave me a nudge,"
641c2b936dc70fab01d77dc6,4,"you know friends cannot get no for an answer,"
641c2b936dc70fab01d77dc6,5,I said to myself
641c2b936dc70fab01d77dc6,6,I will give her a payback.
60be23c5a5d59757b99d0014,1,"We were at the lake on a summer camp,"
60be23c5a5d59757b99d0014,2,There was a front on the edge lake
60be23c5a5d59757b99d0014,3,"and my friend dared me to catch it,"
60be23c5a5d59757b99d0014,4,I said no
60be23c5a5d59757b99d0014,5,so he sneaked up behind me
60be23c5a5d59757b99d0014,6,and gave me a snug
60be23c5a5d59757b99d0014,7,I fell into the lake
60be23c5a5d59757b99d0014,8,and I couldn't stop laughing uncontrollably
60be23c5a5d59757b99d0014,9,and swore that I would get her back soon enough.
5aea85695822e100014aba09,1,I was visiting a lake with my friend.
5aea85695822e100014aba09,2,It was our annual summer camping trip.
5aea85695822e100014aba09,3,We were sat down on the shore of the lake.
5aea85695822e100014aba09,4,Our favourite spot to hang out and relax.
5aea85695822e100014aba09,5,When she saw a frog at the lake's edge.
5aea85695822e100014aba09,6,"""Go catch it"" she said."
5aea85695822e100014aba09,7,"""Not a chance"" I replied."
5aea85695822e100014aba09,8,As I stood up to move away she gave me a nudge into the water.
5aea85695822e100014aba09,9,As I emerged I let out an uncontrollable laugh.
5aea85695822e100014aba09,10,She grabbed the frog and handed it to me.
5aea85695822e100014aba09,11,"""I'll get my revenge"" I said."
5b95f22749835d0001dc0608,1,My friend pushed me into the water
5b95f22749835d0001dc0608,2,on our annual trip to the water.
5b95f22749835d0001dc0608,3,I was about to eat my sandwich
5b95f22749835d0001dc0608,4,when my friend spotted a frog.
5b95f22749835d0001dc0608,5,She wanted me to pick it up
5b95f22749835d0001dc0608,6,but I said no.
5b95f22749835d0001dc0608,7,She didn’t take no for an answer
5b95f22749835d0001dc0608,8,and nudged me into the water.
5b95f22749835d0001dc0608,9,When I came out from the water
5b95f22749835d0001dc0608,10,I saw a frog on the water’s edge
5b95f22749835d0001dc0608,11,and we laughed uncontrollably.
5b95f22749835d0001dc0608,12,"I then told her just to wait,"
5b95f22749835d0001dc0608,13,I’d get my revenge.
63de9eece971e379ea3abbf1,1,the participant was eating a sandwich by the lake.
63de9eece971e379ea3abbf1,2,it was summer
63de9eece971e379ea3abbf1,3,and her best friend pushed her in.
63de9eece971e379ea3abbf1,4,There was something about a frog
63de9eece971e379ea3abbf1,5,"and being scared of it,"
63de9eece971e379ea3abbf1,6,stand at the edge.
63de9eece971e379ea3abbf1,7,then she got revenge
63de9eece971e379ea3abbf1,8,by pushing her friend into the lake too.
5d4e4f66ffbcf800199d5d2e,1,Two friends were on a summer camping trip
5d4e4f66ffbcf800199d5d2e,2,when one got pushed into the lake by the other.
5d4e4f66ffbcf800199d5d2e,3,The reason this happened is that as they were eating their sandwiches by the lake
5d4e4f66ffbcf800199d5d2e,4,they spotted a frog.
5d4e4f66ffbcf800199d5d2e,5,One friend dared the other friend to pick it up
5d4e4f66ffbcf800199d5d2e,6,but she refused
5d4e4f66ffbcf800199d5d2e,7,and the other friend pushed her in.
5d4e4f66ffbcf800199d5d2e,8,"As the friend emerged from the lake,"
5d4e4f66ffbcf800199d5d2e,9,she spotted the frog
5d4e4f66ffbcf800199d5d2e,10,and burst out laughing.
5d4e4f66ffbcf800199d5d2e,11,Her friend scooped up the frog
5d4e4f66ffbcf800199d5d2e,12,and put it back in the lake.
5d4e4f66ffbcf800199d5d2e,13,The soggy friend told the other girl
5d4e4f66ffbcf800199d5d2e,14,that she would get her revenge on her soon!
641f24898edfbdc7328d686e,1,Best friend pushed me into a lake
641f24898edfbdc7328d686e,2,on their annual summer camping trip
641f24898edfbdc7328d686e,3,one afternoon.
641f24898edfbdc7328d686e,4,Reason was because of a frog
641f24898edfbdc7328d686e,5,at the waters edge
641f24898edfbdc7328d686e,6,in a favourite spot in the woods.
641f24898edfbdc7328d686e,7,She was dared to catch it
641f24898edfbdc7328d686e,8,but had just started eating a sandwich
641f24898edfbdc7328d686e,9,so didn't want to.
641f24898edfbdc7328d686e,10,So the friend sneaked up
641f24898edfbdc7328d686e,11,and pushed her in.
641f24898edfbdc7328d686e,12,When she came back up
641f24898edfbdc7328d686e,13,the frog was on the shore
641f24898edfbdc7328d686e,14,which the friend scooped up
641f24898edfbdc7328d686e,15,and gave to her.
641f24898edfbdc7328d686e,16,So she laughed
641f24898edfbdc7328d686e,17,and said that she will get her revenge.
5e9746fb1eed951eed404015,1,Two friends went to their favorite spot
5e9746fb1eed951eed404015,2,to have lunch by a lake in the forest.
5e9746fb1eed951eed404015,3,One friend pushed the other
5e9746fb1eed951eed404015,4,when she refused to catch a frog
5e9746fb1eed951eed404015,5,and instead wanted to sit down and eat lunch.
5e9746fb1eed951eed404015,6,"When the girl who was pushed into the lake emerged,"
5e9746fb1eed951eed404015,7,a frog was present.
5e9746fb1eed951eed404015,8,The dry friend scooped the frog up
5e9746fb1eed951eed404015,9,as the girl who was pushed laughed
5e9746fb1eed951eed404015,10,and then warned her friend
5e9746fb1eed951eed404015,11,that she'll get back at her for the incident.
59a66a62cf8b8d0001771fcd,1,a lady was eating a sandwich
59a66a62cf8b8d0001771fcd,2,by the edge of some water
59a66a62cf8b8d0001771fcd,3,when her friend pushed her in.
5f2ad10f2a2fc93c43768f1a,1,My friend pushed me into the lake
5f2ad10f2a2fc93c43768f1a,2,"on our annual visit to lake,"
5f2ad10f2a2fc93c43768f1a,3,"there was a frog,"
5f2ad10f2a2fc93c43768f1a,4,"she wanted me to see it,"
5f2ad10f2a2fc93c43768f1a,5,I wasn't interested
5f2ad10f2a2fc93c43768f1a,6,"she pushed me in,"
5f2ad10f2a2fc93c43768f1a,7,then tried to hand me frog.
5f2ad10f2a2fc93c43768f1a,8,I said I would get revenge.
579768e3dcff7d0001c7c462,1,I was by a lake in the woods with my friend.
579768e3dcff7d0001c7c462,2,I was just about to have my lunch
579768e3dcff7d0001c7c462,3,when she suggested we catch a frog in the lake.
579768e3dcff7d0001c7c462,4,I said no
579768e3dcff7d0001c7c462,5,because I was just starting lunch.
579768e3dcff7d0001c7c462,6,However not taking no for an answer
579768e3dcff7d0001c7c462,7,she pushed me in.
579768e3dcff7d0001c7c462,8,When I managed to get out
579768e3dcff7d0001c7c462,9,she handed me a frog
579768e3dcff7d0001c7c462,10,she had scooped up from the lake shore.
579768e3dcff7d0001c7c462,11,We both laughed
579768e3dcff7d0001c7c462,12,thinking it was funny.
579768e3dcff7d0001c7c462,13,I told her I would get revenge
579768e3dcff7d0001c7c462,14,saying something like 'you will get yours!'.
5f4e826dade9a507a7c6c2d3,1,My friend pushed me into the lake
5f4e826dade9a507a7c6c2d3,2,at our favourite spot in the woods.
5f4e826dade9a507a7c6c2d3,3,"The reason was a frog that she saw,"
5f4e826dade9a507a7c6c2d3,4,she wanted me to catch it.
5f4e826dade9a507a7c6c2d3,5,"I disagreed,"
5f4e826dade9a507a7c6c2d3,6,because I just started eating sandwich at this moment.
5f4e826dade9a507a7c6c2d3,7,She came behind me
5f4e826dade9a507a7c6c2d3,8,and pushed me into the water.
5f4e826dade9a507a7c6c2d3,9,I told her that I'm going to revange.
59ad3ee82d73c00001e5cb12,1,I went out with my best friend to the lake on summer's afternoon.
59ad3ee82d73c00001e5cb12,2,We were sitting by the lake at our favourite spot eating our sandwiches
59ad3ee82d73c00001e5cb12,3,when my friend said I couldn't catch the frog sitting nearby.
59ad3ee82d73c00001e5cb12,4,Not being able to resist a challenge
59ad3ee82d73c00001e5cb12,5,I stood up to catch the frog
59ad3ee82d73c00001e5cb12,6,when my friend gave me a nudge
59ad3ee82d73c00001e5cb12,7,and I fell into the water.
59ad3ee82d73c00001e5cb12,8,I laughed uncontrollably.
59ad3ee82d73c00001e5cb12,9,My friend caught the frog.
59ad3ee82d73c00001e5cb12,10,I said I would get my revenge.
5f63dc32e5a9ed155d89bdeb,1,"Someone was pushed into the lake by their best friend,"
5f63dc32e5a9ed155d89bdeb,2,during their annual summer trip.
5f63dc32e5a9ed155d89bdeb,3,The friend had seen a frog by the lake
5f63dc32e5a9ed155d89bdeb,4,"and wanted to catch it,"
5f63dc32e5a9ed155d89bdeb,5,"but the narrator said no,"
5f63dc32e5a9ed155d89bdeb,6,they were also eating sandwiches by their favorite spot.
5f63dc32e5a9ed155d89bdeb,7,The friend snuck up behind the narrator
5f63dc32e5a9ed155d89bdeb,8,"and pushed them,"
5f63dc32e5a9ed155d89bdeb,9,when the narrator got out of the lake
5f63dc32e5a9ed155d89bdeb,10,the frog was by the shore
5f63dc32e5a9ed155d89bdeb,11,and their friend scooped it up.
5f63dc32e5a9ed155d89bdeb,12,Then the narrator laughed
5f63dc32e5a9ed155d89bdeb,13,at how funny it was.
60ba2bab477f5f776919e5ab,1,"My friend pushed into a lake,"
60ba2bab477f5f776919e5ab,2,were at a summer camp
60ba2bab477f5f776919e5ab,3,"and there was a frog at the edge of the lake,"
60ba2bab477f5f776919e5ab,4,she asked me if I want to go see the frog
60ba2bab477f5f776919e5ab,5,"I refused but,"
60ba2bab477f5f776919e5ab,6,she pushed me in to the lake
60ba2bab477f5f776919e5ab,7,when I emerged
60ba2bab477f5f776919e5ab,8,"I could help but laugh uncontrollably ,"
60ba2bab477f5f776919e5ab,9,I saw her with the frog in her hand
60ba2bab477f5f776919e5ab,10,"and she asked me if I wanted to hold it,"
60ba2bab477f5f776919e5ab,11,I said 'No'.
60ba2bab477f5f776919e5ab,12,the first thing on my mind was revenge.
60ba2bab477f5f776919e5ab,13,I told her I'll get her back.
5fa1db108aaea037919570d4,1,My friend pushed me into a lake
5fa1db108aaea037919570d4,2,at our favourite spot
5fa1db108aaea037919570d4,3,when I said I wouldn’t catch a frog.
5fa1db108aaea037919570d4,4,Then she saw a frog
5fa1db108aaea037919570d4,5,and handed it to me
5fa1db108aaea037919570d4,6,when I emerged from the lake
5fa1db108aaea037919570d4,7,and I said
5fa1db108aaea037919570d4,8,just you wait
5fa1db108aaea037919570d4,9,you’ll get yours
63b84157bb3eb77c442413e8,1,A friend and myself were out in the woods for the day
63b84157bb3eb77c442413e8,2,and she challenged me to catch a frog.
63b84157bb3eb77c442413e8,3,After a bit of laughing
63b84157bb3eb77c442413e8,4,she pushed me into the lake
63b84157bb3eb77c442413e8,5,to which we had cycled to in the woods.
63b84157bb3eb77c442413e8,6,As I dragged myself out
63b84157bb3eb77c442413e8,7,she spotted the frog
63b84157bb3eb77c442413e8,8,and grabbed him to hand to me.
63b84157bb3eb77c442413e8,9,This resulted in much laughter
63b84157bb3eb77c442413e8,10,as the absurdity of the situation hit us.
63b84157bb3eb77c442413e8,11,It was a good day spent with a good friend.
60a520c051c98eb480c2811f,1,The story is about two friends.
60a520c051c98eb480c2811f,2,The first friend who wanted the other friend to touch a frog during their annual summer camp
60a520c051c98eb480c2811f,3,or was it at their favorite spot in the woods?
60a520c051c98eb480c2811f,4,The first friend gave the second friend a push
60a520c051c98eb480c2811f,5,"and when the second friend emerged from the water,"
60a520c051c98eb480c2811f,6,they were handed the frog.
60a520c051c98eb480c2811f,7,The friend who emerged from the water laughed uncontrollably
60a520c051c98eb480c2811f,8,and threatened that next time they were going to get their revenge.
5b70ae85bd1fa100017ab163,1,My friend pushed me into the lake
5b70ae85bd1fa100017ab163,2,during a peaceful afternoon
5b70ae85bd1fa100017ab163,3,of our annual summer break.
5b70ae85bd1fa100017ab163,4,We were in a clearing in the woods
5b70ae85bd1fa100017ab163,5,by the lake shore
5b70ae85bd1fa100017ab163,6,and I'd been about to eat my sandwich
5b70ae85bd1fa100017ab163,7,and she saw a frog at the side of the lake
5b70ae85bd1fa100017ab163,8,and wanted me to get it
5b70ae85bd1fa100017ab163,9,and when I moved towards the lake
5b70ae85bd1fa100017ab163,10,she pushed me in.
5b70ae85bd1fa100017ab163,11,I couldn't help but laugh uncontrollably
5b70ae85bd1fa100017ab163,12,and swore to get revenge on her
5b70ae85bd1fa100017ab163,13,"""Just wait,"
5b70ae85bd1fa100017ab163,14,"you'll get yours!"""
5d225f02bf7f840001701aa3,1,My best friend pushed me into a lake.
5d225f02bf7f840001701aa3,2,We were on a camping trip.
5d225f02bf7f840001701aa3,3,It was a relaxed afternoon.
5d225f02bf7f840001701aa3,4,We were at our favourite spot.
5d225f02bf7f840001701aa3,5,She asked me to catch a frog.
5d225f02bf7f840001701aa3,6,I said no.
5d225f02bf7f840001701aa3,7,She didn't take no for an answer
5d225f02bf7f840001701aa3,8,and pushed me in.
5d225f02bf7f840001701aa3,9,The frog jumped onto land
5d225f02bf7f840001701aa3,10,and she picked it up
5d225f02bf7f840001701aa3,11,and handed it to me.
5d225f02bf7f840001701aa3,12,I laughed uncontrollably
5d225f02bf7f840001701aa3,13,and swore to get my revenge.
60fea505c8796961a71b67d9,1,It was a peaceful summers afternoon
60fea505c8796961a71b67d9,2,on our annual camping trip.
60fea505c8796961a71b67d9,3,My friend dared me
60fea505c8796961a71b67d9,4,to catch a frog.
60fea505c8796961a71b67d9,5,She nudged me
60fea505c8796961a71b67d9,6,and I fell into the water.
