recall_id,keypoints,attempt,summary_text,segment_ids,correlation,max_clause_id
summary_gpt4o_9_7.json,9,7,1. My best friend pushed me into the lake. 2. This happened during our annual summer camping trip. 3. We were enjoying a peaceful afternoon at our favorite spot. 4. She dared me to catch a frog near the water's edge. 5. I wasn't interested because I was eating a sandwich. 6. She snuck up behind me and gave me a nudge. 7. I emerged from the water and saw her scoop up the frog. 8. I laughed uncontrollably at the situation. 9. I warned her that I would get my revenge soon.,"[1, 2, 3, 6, 5, 7, 8, 9, 11, 12, 13, 14, 16, 17, 18]",0.6343651574750776,10
summary_gpt4o_7_7.json,7,7,1. My best friend pushed me into the lake. 2. This happened during our annual summer camping trip. 3. She spotted a frog and dared me to catch it. 4. I wasn't interested and told her no. 5. She snuck up and nudged me into the water. 6. She scooped up the frog and handed it to me. 7. I told her she would get her revenge soon.,"[1, 2, 5, 7, 9, 11, 12, 14, 15, 17, 18]",0.6177600160538029,12
summary_gpt4o_7_8.json,7,8,"1. My best friend pushed me into the lake. 2. We were on our annual summer camping trip. 3. She spotted a frog near the water's edge. 4. She dared me to catch the frog. 5. I told her I wasn't interested. 6. She gave me a nudge, and I fell in the lake. 7. I laughed and promised revenge.","[1, 2, 5, 7, 9, 11, 12, 16, 17, 18]",0.6160888378823941,8
summary_gpt4o_8_3.json,8,3,"1. My best friend pushed me into the lake. 2. This happened during our annual summer camping trip. 3. We were enjoying a peaceful afternoon. 4. She dared me to catch a frog. 5. I told her I wasn't interested. 6. She sneaked up behind me and nudged me. 7. After emerging, she handed me the frog. 8. I laughed and planned to get revenge.","[1, 2, 3, 7, 9, 11, 12, 13, 14, 15, 16, 17, 18]",0.5912672109780779,9
summary_gpt4o_9_1.json,9,1,1. My best friend pushed me into the lake. 2. This happened during our annual summer camping trip. 3. We were enjoying a peaceful afternoon. 4. She spotted a frog and dared me to catch it. 5. I told her I wasn't interested. 6. She snuck up behind me and gave me a nudge. 7. I emerged from the water and saw the frog. 8. She handed me the frog as I laughed uncontrollably. 9. I planned to get revenge and warned her.,"[1, 2, 3, 7, 9, 11, 12, 13, 14, 15, 16, 17, 18]",0.5912672109780779,10
summary_gpt4o_9_3.json,9,3,1. My best friend pushed me into the lake. 2. This happened during our annual summer camping trip. 3. We were enjoying a peaceful afternoon. 4. My friend dared me to catch a frog. 5. I told her I wasn't interested. 6. She snuck up behind me and nudged me. 7. I emerged from the water laughing. 8. She handed me the frog. 9. I promised revenge and said she'll get hers.,"[1, 2, 3, 7, 9, 11, 12, 13, 16, 14, 15, 17, 18]",0.5912672109780779,10
summary_gpt4o_7_2.json,7,2,1. My best friend pushed me into the lake. 2. This happened during our annual summer camping trip. 3. She spotted a frog near the water's edge. 4. She dared me to catch the frog. 5. I wasn't interested and continued eating my sandwich. 6. She gave me a little nudge into the water. 7. I laughed uncontrollably and planned revenge.,"[1, 2, 5, 7, 8, 9, 11, 12, 16, 17]",0.5418044421185839,8
summary_gpt4o_9_8.json,9,8,1. My best friend pushed me into the lake. 2. We were on our annual summer camping trip. 3. I was eating a sandwich by the water's edge. 4. My friend spotted a frog and dared me to catch it. 5. I told her I wasn't interested in catching the frog. 6. She snuck up behind me and nudged me into the lake. 7. I emerged from the water and she handed me the frog. 8. I laughed uncontrollably at the situation. 9. I promised her that she would get her revenge soon.,"[1, 2, 8, 4, 5, 7, 9, 11, 12, 13, 14, 15, 16, 17, 18]",0.528244592098206,10
summary_gpt4o_9_2.json,9,2,1. My best friend pushed me into the lake. 2. This happened during our annual summer camping trip. 3. We were enjoying a peaceful afternoon. 4. She spotted a frog near the water's edge. 5. She dared me to catch the frog. 6. I told her I wasn't interested. 7. She snuck up behind me and pushed me in. 8. She scooped up the frog and handed it to me. 9. I laughed uncontrollably and planned my revenge.,"[1, 2, 3, 5, 7, 9, 11, 12, 14, 15, 16, 17, 18]",0.5088560731647618,10
summary_gpt4o_9_6.json,9,6,1. My best friend pushed me into the lake. 2. This happened during our annual summer camping trip. 3. We were enjoying a peaceful afternoon. 4. She spotted a frog near the water's edge. 5. She dared me to catch the frog. 6. I had just sat down to eat my sandwich. 7. I told her I wasn't interested. 8. She gave me a little nudge into the lake. 9. I laughed uncontrollably and planned my revenge.,"[1, 2, 3, 5, 7, 8, 9, 11, 12, 16, 17, 18]",0.4996453431727378,10
summary_gpt4o_7_3.json,7,3,1. My best friend pushed me into the lake. 2. This happened during our annual summer camping trip. 3. We were enjoying a peaceful afternoon. 4. She dared me to catch a frog near the water's edge. 5. I refused because I was eating my sandwich. 6. She nudged me into the lake to get my attention. 7. I planned to get revenge after laughing about it.,"[1, 2, 3, 7, 8, 9, 11, 12, 17, 18]",0.47282607462361737,8
summary_gpt4o_8_1.json,8,1,1. My best friend pushed me into the lake. 2. This happened during our annual summer camping trip. 3. We were enjoying a peaceful afternoon. 4. She spotted a frog near the water's edge. 5. She dared me to catch the frog. 6. I told her I wasn't interested. 7. She snuck up behind me and gave me a nudge. 8. I emerged from the water and laughed uncontrollably.,"[1, 2, 3, 5, 7, 9, 11, 12, 16]",0.40603434323314386,9
summary_gpt4o_8_4.json,8,4,"1. My best friend pushed me into the lake. 2. This happened during our annual summer camping trip. 3. We were enjoying a peaceful afternoon at our favorite spot. 4. She spotted a frog near the water's edge. 5. She dared me to catch the frog, but I wasn't interested. 6. She snuck up behind me and gave me a nudge. 7. I emerged from the water and laughed uncontrollably. 8. I told her she would get her revenge soon enough.","[1, 2, 3, 6, 5, 7, 9, 11, 12, 16, 18]",0.34733977556332496,9
summary_gpt4o_8_7.json,8,7,1. My best friend pushed me into the lake. 2. This happened during our annual summer camping trip. 3. We were enjoying a peaceful afternoon. 4. She spotted a frog near the water's edge. 5. She dared me to catch the frog. 6. I told her I wasn't interested. 7. She gave me a nudge into the water. 8. I emerged and laughed uncontrollably.,"[1, 2, 3, 5, 7, 9, 12, 16]",0.2594058264767975,9
