segment_id,segment_text,p-caught
46,"She was operated – ten days before, so that would be the twentieth.",15.31%
47,"The twentieth of April, right? It was kind of chilly.",9.18%
48,"Oh, and I had everything in a bag,",50.00%
49,and I had the coat on my arm and her dress hanging on my arm.,65.31%
50,"She saw me from the windows, from Wolf Street.",18.37%
51,"She said, “My mother’s just coming.”",13.27%
52,"She was with the girls, saying goodbye to everyone – you know how it is.",8.16%
53,"They told me on the phone, it would be ten dollars more for her board.",9.18%
54,And to make sure I brought her girdle to put on.,12.24%
55,"I said, “All right, I’ll be right over.”",5.10%
56,And I went.,26.53%
57,"But when I got there, the nurse said to me, “Sit down, Mrs. Costa, sit here for a while.”",68.37%
58,"So I sat down, and I was praying for another lady in the hospital that had an operation for her gall bladder.",21.43%
59,"She lived near my sister, and she had ten children.",19.39%
60,They had said she was in very bad shape.,20.41%
61,"I prayed, “Oh dear God, don’t take that mother away from her children.”",14.29%
62,"I was praying for her, you know.",4.08%
63,Then a little nurse’s aide went to the closet and got some blankets.,10.20%
64,"I started getting the chills,",14.29%
65,"and I was thinking about it,",6.12%
66,"when the aide said to the nurse, “Oh, she’s going into a cold sweat now.”",25.51%
67,"The nurse hung up the phone and came to me. She said, “Mrs. Costa, has your daughter ever had a fainting spell?”",60.20%
68,"“Oh my God!” I said, “Don’t tell me you’re running for my daughter!”",38.78%
69,"“Yes,” she said, “come on in.”",29.59%
70,"So, I went into the room.",35.71%
71,And my daughter was on the bed with her bedroom slippers and her housecoat on.,61.22%
72,"And the beads of sweat – honest to God, not to exaggerate, they were that big.",71.43%
73,It came – just poured from her –,26.53%
74,"I said, “What did you do, kill my daughter?",82.65%
75,You killed her! You killed her!”,76.53%
76,That’s what I kept yelling.,57.14%
77,"And the doctor rushed in,",8.16%
78,"see, they were trying to get the doctor, you know.",2.04%
79,She was a lady doctor.,4.08%
80,"Dr. Schwartz actually did the operation, but she was his assistant, Dr. Montique.",5.10%
81,She was a lady doctor.,7.14%
82,"So, she came in and she said –",4.08%
83,"I said, “You killed my daughter – what did you do to her?”",65.31%
84,"She said, “We don’t know what happened, Mrs. Costa.”",31.63%
85,She took me away from the bed.,9.18%
86,"The nurse said to me, “Talk to her.”",7.14%
87,"I said, “Talk to her? My daughter’s dying, what am I supposed to tell her?”",15.31%
88,And I was screaming.,53.06%
89,My hair was all pulled out.,52.04%
90,"I went hysterical, you know what I mean? She was only eighteen years old.",33.67%
91,"Beautiful girl, you can see from her picture.",7.14%
92,"And just as I turned my back, my daughter passed away.",39.80%
93,She was getting ready to go home.,15.31%
94,I had the clothes and everything ready.,7.14%
95,My husband was waiting for her.,28.57%
96,"He came home, went upstairs to shave and wash, then sat on the step, waiting.",43.88%
97,“When is the mother coming?”,22.45%
98,The hospital kept calling.,15.31%
99,The people in the office didn’t know what had happened yet.,17.35%
100,"They kept calling the store, trying to reach us.",15.31%
101,"They asked, “When is the mother coming to pick up Marie?",20.41%
102,She’s discharged.”,20.41%
103,"And Rita said “That’s strange, the mother went to the hospital. She should be there.”",12.24%
104,So they came back to the hospital to look for us.,8.16%
105,"Rita said, “Gee, that’s strange,”",6.12%
106,"she said, “Mother must’ve gotten really worked up about Marie.”",5.10%
107,"You know, I’ve always had a bad heart.",5.10%
108,"“Mother must’ve gotten so upset about Marie, she probably made herself sick,” Rita thought.",5.10%
109,"So she came over with my son-in-law, in the car.",6.12%
110,"And I was in the main hallway, at the office.",8.16%
111,I was all pulled apart.,14.29%
112,One doctor wanted to give me a shot.,9.18%
113,"I said, “Get out of here,",14.29%
114,"I’ll kick you,” I said.",26.53%
115,"“You killed my daughter, now you want to kill me?”",26.53%
116,Another nurse came over.,9.18%
117,"See, they all knew me.",5.10%
118,"I had three operations in no time, not even a year.",5.10%
119,And I knew all the nurses.,5.10%
120,"“Mrs. Costa, please, take –”",13.27%
121,"“Get out!” I said, “Don’t you dare come near me.”",16.33%
122,I was so hysterical.,27.55%
123,I was banging my head against the wall and everything.,41.84%
124,They had to grab me.,18.37%
125,"Then they brought me to the office, see.",6.12%
126,"When Rita came in and saw me like that, she asked, “Mother, what happened?”",14.29%
127,"I said, “We lost Marie.",10.20%
128,Marie died.”,11.22%
129,"Well, that’s this one. This is a picture of Rita.",4.08%
130,She went down like lightning.,48.98%
131,"Dropped to the floor, and that’s a marble floor.",45.92%
132,She went down like lightning.,22.45%
133,"And the back of her leg, it felt just like a pole.",45.92%
134,"Hard like a pole, the back of her leg.",26.53%
135,And that girl is suffering.,14.29%
136,"Thirty – no, twenty-eight years since her sister died?",26.53%
137,"When she gets that pain, it’s like she has phlebitis from it.",50.00%
138,"She suffers – seven, eight, nine weeks at a time.",51.02%
139,"She can’t walk, she goes through such pain since then.",27.55%
140,And how did they figure how Marie died?,3.06%
141,"The girl who was walking with Marie,",5.10%
142,told the doctor that Marie was saying goodbye to Arlene.,13.27%
143,"And all Marie said to that girl was, “Oh, I’ve got a pain in my leg and I can’t see.”",18.37%
144,And then Marie collapsed.,28.57%
145,"Later, they said it was a blood clot.",45.92%
146,"I said, “Don’t you dare touch my daughter.",69.39%
147,I’ll burn this hospital down!,71.43%
148,I don’t care who’s in it.”,51.02%
149,"I said, “Don’t you dare touch my daughter.",62.24%
150,You want to find out what she died from.”,66.33%
151,"But if you touch my daughter, I’ll kill you.”",54.08%
152,I wouldn’t let them touch her.,61.22%
153,So when I got home – they took me home.,12.24%
154,I was screaming in the car.,19.39%
155,"I couldn’t get out, you know, I couldn’t –",13.27%
156,I was screaming!,16.33%
157,"Everybody came out, coming out of their doors because they could hear the screams.",48.98%
158,My husband was sitting on the step.,13.27%
159,"He asked, “What’s the matter? What happened to you?”",9.18%
160,"Well, my hair was all pulled, and my face – I was a mess.",15.31%
161,I didn’t know what I had done to myself.,9.18%
162,"I said, “Mike, we lost Marie. Marie died.” It was just a shock.",26.53%
163,My husband had a heart attack.,97.96%
164,"Yes, he had a heart attack.",53.06%
165,"Then my son, Michael, yeah. That night.",61.22%
166,"Right there, my Michael came, and my Michael collapsed.",96.94%
167,"He had a heart attack too, no kidding.",33.67%
168,"It was all – my two sisters were here, waiting until about half-past four.",2.04%
169,"They waited because they knew she was coming home that day, waiting for the call.",2.04%
170,"My younger sister had brought an orange for Marie, and I had never seen an orange like it. It was a big orange, like that.",2.04%
171,"She said, “Mary, look, when they call you, when you pick Marie up, let us know, and we’ll come over.”",2.04%
172,"I said, “All right.”",2.04%
173,"So, I got home and called everybody, told them what happened.",3.06%
174,I called my brother-in-law.,3.06%
175,He was an undertaker.,3.06%
176,My sister’s husband – he’s passed away now too. God rest his soul.,3.06%
177,Maybe you know him...,3.06%
178,"So they were waiting for my call, you know,",2.04%
179,"but instead, I sent my son James, he was little then.",3.06%
180,"I said, “Go tell Aunt Millie and Aunt Jenny.”",3.06%
181,"They had cleaned the pavement,",3.06%
182,"and done the cement work, and they were cleaning the pavement.",3.06%
183,"They said, “Here comes little Jamie,” and now they said,",3.06%
184,“Maybe he’s come to tell us Marie’s home.”,3.06%
185,"But when he got there, the poor kid’s eyes were all red.",3.06%
186,"They said, “James, what’s the matter, honey?",3.06%
187,Why are you crying?”,3.06%
188,"“Aunt Jenny, Aunt Millie, Marie died,” he said.",3.06%
189,"Well, my sisters and my mother, you know, they were all alive.",3.06%
190,It was a shock to everybody. That was a shock that –,18.37%
191,"The neighborhood – Annie at the store always says, “Mrs. Costa,” every time I go in there, she reminds me, “I just picture Marie standing at that step, looking over here.” She used to stand at that step.",30.61%
192,"She was a real quiet girl, pleasant, didn’t talk much,",7.14%
193,"but she was so good, I can’t even tell you.",5.10%
194,That’s all. So that’s what happened.,2.04%
