segment_id,segment_text,p-caught
44,She was operated on in March –,27.72%
45,"No, April! So that was the thirtieth.",44.55%
46,"She was operated – ten days before, so that would be the twentieth.",30.69%
47,"The twentieth of April, right? It was kind of chilly.",10.89%
48,"Oh, and I had everything in a bag,",18.81%
49,and I had the coat on my arm and her dress hanging on my arm.,33.66%
50,"She saw me from the windows, from Wolf Street.",8.91%
51,"She said, “My mother’s just coming.”",8.91%
52,"She was with the girls, saying goodbye to everyone – you know how it is.",7.92%
53,"They told me on the phone, it would be ten dollars more for her board.",7.92%
54,And to make sure I brought her girdle to put on.,7.92%
55,"I said, “All right, I’ll be right over.”",6.93%
56,And I went.,19.80%
57,"But when I got there, the nurse said to me, “Sit down, Mrs. Costa, sit here for a while.”",93.07%
58,"So I sat down, and I was praying for another lady in the hospital that had an operation for her gall bladder.",92.08%
59,"She lived near my sister, and she had ten children.",60.40%
60,They had said she was in very bad shape.,48.51%
61,"I prayed, “Oh dear God, don’t take that mother away from her children.”",63.37%
62,"I was praying for her, you know.",9.90%
63,Then a little nurse’s aide went to the closet and got some blankets.,87.13%
64,"I started getting the chills,",16.83%
65,"and I was thinking about it,",9.90%
66,"when the aide said to the nurse, “Oh, she’s going into a cold sweat now.”",61.39%
67,"The nurse hung up the phone and came to me. She said, “Mrs. Costa, has your daughter ever had a fainting spell?”",57.43%
68,"“Oh my God!” I said, “Don’t tell me you’re running for my daughter!”",11.88%
69,"“Yes,” she said, “come on in.”",10.89%
70,"So, I went into the room.",38.61%
71,And my daughter was on the bed with her bedroom slippers and her housecoat on.,52.48%
72,"And the beads of sweat – honest to God, not to exaggerate, they were that big.",55.45%
73,It came – just poured from her –,11.88%
74,"I said, “What did you do, kill my daughter?",94.06%
75,You killed her! You killed her!”,87.13%
76,That’s what I kept yelling.,28.71%
77,"And the doctor rushed in,",63.37%
78,"see, they were trying to get the doctor, you know.",30.69%
79,She was a lady doctor.,38.61%
80,"Dr. Schwartz actually did the operation, but she was his assistant, Dr. Montique.",32.67%
81,She was a lady doctor.,22.77%
82,"So, she came in and she said –",13.86%
83,"I said, “You killed my daughter – what did you do to her?”",73.27%
84,"She said, “We don’t know what happened, Mrs. Costa.”",83.17%
85,She took me away from the bed.,9.90%
86,"The nurse said to me, “Talk to her.”",13.86%
87,"I said, “Talk to her? My daughter’s dying, what am I supposed to tell her?”",11.88%
88,And I was screaming.,61.39%
89,My hair was all pulled out.,46.53%
90,"I went hysterical, you know what I mean? She was only eighteen years old.",73.27%
91,"Beautiful girl, you can see from her picture.",11.88%
92,"And just as I turned my back, my daughter passed away.",30.69%
93,She was getting ready to go home.,34.65%
94,I had the clothes and everything ready.,12.87%
95,My husband was waiting for her.,13.86%
96,"He came home, went upstairs to shave and wash, then sat on the step, waiting.",14.85%
97,“When is the mother coming?”,14.85%
98,The hospital kept calling.,11.88%
99,The people in the office didn’t know what had happened yet.,13.86%
100,"They kept calling the store, trying to reach us.",14.85%
101,"They asked, “When is the mother coming to pick up Marie?",17.82%
102,She’s discharged.”,16.83%
103,"And Rita said “That’s strange, the mother went to the hospital. She should be there.”",12.87%
104,So they came back to the hospital to look for us.,9.90%
105,"Rita said, “Gee, that’s strange,”",9.90%
106,"she said, “Mother must’ve gotten really worked up about Marie.”",10.89%
107,"You know, I’ve always had a bad heart.",9.90%
108,"“Mother must’ve gotten so upset about Marie, she probably made herself sick,” Rita thought.",10.89%
109,"So she came over with my son-in-law, in the car.",8.91%
110,"And I was in the main hallway, at the office.",8.91%
111,I was all pulled apart.,12.87%
112,One doctor wanted to give me a shot.,22.77%
113,"I said, “Get out of here,",24.75%
114,"I’ll kick you,” I said.",24.75%
115,"“You killed my daughter, now you want to kill me?”",17.82%
116,Another nurse came over.,16.83%
117,"See, they all knew me.",9.90%
118,"I had three operations in no time, not even a year.",9.90%
119,And I knew all the nurses.,9.90%
120,"“Mrs. Costa, please, take –”",21.78%
121,"“Get out!” I said, “Don’t you dare come near me.”",18.81%
122,I was so hysterical.,30.69%
123,I was banging my head against the wall and everything.,54.46%
124,They had to grab me.,37.62%
125,"Then they brought me to the office, see.",10.89%
126,"When Rita came in and saw me like that, she asked, “Mother, what happened?”",11.88%
127,"I said, “We lost Marie.",13.86%
128,Marie died.”,25.74%
129,"Well, that’s this one. This is a picture of Rita.",8.91%
130,She went down like lightning.,10.89%
131,"Dropped to the floor, and that’s a marble floor.",9.90%
132,She went down like lightning.,9.90%
133,"And the back of her leg, it felt just like a pole.",10.89%
134,"Hard like a pole, the back of her leg.",10.89%
135,And that girl is suffering.,10.89%
136,"Thirty – no, twenty-eight years since her sister died?",15.84%
137,"When she gets that pain, it’s like she has phlebitis from it.",13.86%
138,"She suffers – seven, eight, nine weeks at a time.",13.86%
139,"She can’t walk, she goes through such pain since then.",11.88%
140,And how did they figure how Marie died?,9.90%
141,"The girl who was walking with Marie,",10.89%
142,told the doctor that Marie was saying goodbye to Arlene.,10.89%
143,"And all Marie said to that girl was, “Oh, I’ve got a pain in my leg and I can’t see.”",11.88%
144,And then Marie collapsed.,14.85%
145,"Later, they said it was a blood clot.",50.50%
146,"I said, “Don’t you dare touch my daughter.",15.84%
147,I’ll burn this hospital down!,14.85%
148,I don’t care who’s in it.”,11.88%
149,"I said, “Don’t you dare touch my daughter.",15.84%
150,You want to find out what she died from.”,13.86%
151,"But if you touch my daughter, I’ll kill you.”",14.85%
152,I wouldn’t let them touch her.,8.91%
153,So when I got home – they took me home.,26.73%
154,I was screaming in the car.,16.83%
155,"I couldn’t get out, you know, I couldn’t –",15.84%
156,I was screaming!,21.78%
157,"Everybody came out, coming out of their doors because they could hear the screams.",39.60%
158,My husband was sitting on the step.,21.78%
159,"He asked, “What’s the matter? What happened to you?”",13.86%
160,"Well, my hair was all pulled, and my face – I was a mess.",15.84%
161,I didn’t know what I had done to myself.,12.87%
162,"I said, “Mike, we lost Marie. Marie died.” It was just a shock.",35.64%
163,My husband had a heart attack.,87.13%
164,"Yes, he had a heart attack.",57.43%
165,"Then my son, Michael, yeah. That night.",60.40%
166,"Right there, my Michael came, and my Michael collapsed.",85.15%
167,"He had a heart attack too, no kidding.",51.49%
168,"It was all – my two sisters were here, waiting until about half-past four.",20.79%
169,"They waited because they knew she was coming home that day, waiting for the call.",17.82%
170,"My younger sister had brought an orange for Marie, and I had never seen an orange like it. It was a big orange, like that.",18.81%
171,"She said, “Mary, look, when they call you, when you pick Marie up, let us know, and we’ll come over.”",14.85%
172,"I said, “All right.”",11.88%
173,"So, I got home and called everybody, told them what happened.",14.85%
174,I called my brother-in-law.,14.85%
175,He was an undertaker.,13.86%
176,My sister’s husband – he’s passed away now too. God rest his soul.,14.85%
177,Maybe you know him...,13.86%
178,"So they were waiting for my call, you know,",14.85%
179,"but instead, I sent my son James, he was little then.",17.82%
180,"I said, “Go tell Aunt Millie and Aunt Jenny.”",17.82%
181,"They had cleaned the pavement,",18.81%
182,"and done the cement work, and they were cleaning the pavement.",18.81%
183,"They said, “Here comes little Jamie,” and now they said,",18.81%
184,“Maybe he’s come to tell us Marie’s home.”,18.81%
185,"But when he got there, the poor kid’s eyes were all red.",19.80%
186,"They said, “James, what’s the matter, honey?",19.80%
187,Why are you crying?”,19.80%
188,"“Aunt Jenny, Aunt Millie, Marie died,” he said.",20.79%
189,"Well, my sisters and my mother, you know, they were all alive.",13.86%
190,It was a shock to everybody. That was a shock that –,22.77%
191,"The neighborhood – Annie at the store always says, “Mrs. Costa,” every time I go in there, she reminds me, “I just picture Marie standing at that step, looking over here.” She used to stand at that step.",36.63%
192,"She was a real quiet girl, pleasant, didn’t talk much,",12.87%
193,"but she was so good, I can’t even tell you.",12.87%
194,That’s all. So that’s what happened.,11.88%
